phase	decode_step	layer_id	router_logits_sha256	selected_experts_sha256	expert_token_counts_sha256
DECODE	3	10	66f6e308e46bc425961f423973a4b41597d9034242310d0202ee1a4c44e6d67e	96a66aa8da6ee1b86681dafa041cb7d7b4c8fb6109e5a1b06c305e836c8588df	a022b1384abbbb3c9cc297e7769e84cf4658bda9845911c1bd816687efc2bdf9
DECODE	3	11	887add5d2c7cedaba0dd66ec7d85820101b3d48eeabaf2be4a1533dd86211c59	ca4e50870d63a8d6ba05388b52661392f6dd401723055db5a1029687d592e47b	5c720131138f9d573876a9d753e678960b04692597d080c81e385a32ac3905f7
DECODE	3	12	0b047701739949cff0d9ebb183f981ee85bed43b48299dcd99a68d987f290b10	af92d4c85a913bc4b8c051fccd4155ad7ae2b4cd863ddd3cb525c13290d1875f	ece6ce7424ec1f401239f4da16a00c0c23495d6d175b5eb1ad513eca343249b3
DECODE	3	13	5a1c07679c2ba34cf1b2bd17e5c156b327987efdf01893f7f6927e2ac9cbf46d	8e5da19ddf04fcff72c96a4ca53d573abc3d817ebc31271b149715970cc63d00	ded6c11131bf320c5f3ffc476d536d0f234d03d7572ee3948959c7f470c5c72b
DECODE	3	14	e9e0dd761bb97a294d44bfa80dbff1356646227acaab86c6dd04a72b8ec2f42d	a5617a57f5d0cfe4c9ec33466e73b07eb03adc3c15a1ef47341a7edbabde87fe	9ff18ba71c7e453d1d1471570b8d2406c6825a24dd7aa25a2a637aca7dcea6ba
DECODE	3	15	89e702102da519327b265f18962d2892efbe3cb04e4f855cab55b84dec42668e	ea6875345107965a7b3dd508d5a441cb32a95d61304119176f4fac211f21a05d	bef909d545fdf4ede26b8151b54439aacccbdeac139b1eabb8502b4aa19c52a4
DECODE	3	16	d1616054e06118cd7db15161b64255e13da44a192c99501b4b8d3ff713bc49e1	e7f00d32b6e995c500419141bcc0b607102074f2642252ad52ceed8d6f24a979	a9357a3065f0399cccc9a29cc256dd28c78f39f240115069b2d44a6b9a12cd77
DECODE	3	17	51a006912be3d2a3e7a882259ed473c7f858cc1a9e82143078f2861ef757fc24	731b9f528ed3550c8052b0a966a913809954beb8d6c3f82d0575aba33d7408c4	cbadea70f8e1139b926b945b5deb33d1048b74c37ea4b0f876d2829984c5e7ff
DECODE	3	18	49535a6cef764f34f13a70bc89cc36c7f25f5d9c9e3f6137fba183df0efa85a3	2e236f84cb845bcd16163cc2dba3f60c8ae1950cb149de8ead1935dc56b60d1f	610af2aa278af494297353fd2fb5078633e5021bcdfdf410b533508016da53ea
DECODE	3	19	ad2e2bcf20ad1caa2bd2d26cdf7ff47146c9d8f2cac83a45296e3e73d80c40a4	5d05e6b2c3aca329aed793bd41f124b443ac19d3bcadd5c60045eeb2b5bc38ae	34109f19cbe2e71c850bef3196834089327ebc548061980725507cda8b7e1305
DECODE	3	20	9b8015cb663d4a431c35738fc806feae72a195aba8d24b7ffdce0a43497d61f6	5d9123236b92685d99fa9830afdf6221c6c08522812d626315cb9c1462512be3	24615ebae787239a6b1f2ee34c63b500ce90f33d703206a55d30dad6e1a083ea
DECODE	3	21	9bf8125e3cbdabae4e3a2acdc4a27f85c69cd482616402d874828011a999b588	c1ec662b709dfb9617e6f687219ec437b9d8206151ce40aebcc688ef35a4785b	904df6b3f2cbfc7e1a34f5684e4bcbbeeb95dc94d6abdae10589904492930c55
DECODE	3	22	9448692d690e784c73607d51dd187e2bc2ec6c0bde204e32f46f829c184b5528	55bb3947b207933430b51d34b57a56e773cff294cbfda7d4cfe7b109420310f1	3c04a1dc0dce00832a290f1c9c9c4fa80c7f50d4514ac50146bd91aeeb1cec9a
DECODE	3	23	d1f87ee86676f0fdbf5296df2f39e1d87cc46918eb9e3aaf69ae4463c67dd341	75427453ac13b1f27ed66f252f27b9d3a8f1bcb7ea761369b93f07f6cb9ed37d	a23a8f65b8ba68235d5dc7141087258624f15d91e043052e51160e20ee5844a0
DECODE	3	24	b8de96a2dfb6fbd049f0ea1106f0e201e04784caf95ae5693a51766273537ca3	3bd26a1b1ed914f4770ce13b68dabe54ebfcab4fc37088b7c90f6faae8e9aa9c	b29ed0d7e1a7bae744eaedca32b7d5306ec5aae3e14b3022445580a6f89afc07
DECODE	3	25	ebf2d18288c5b74e28a4ab23ea55b0bb8add0b92abf38faefaec2c8103375e89	5b8261880c9d24fd5549f19119778002de513b359d04a98fb6a879885d2c69dd	31adcab98d6061b22d569011050aa2b7b15b364c7862ac7b9ecd901c321f98a1
DECODE	3	26	e0c95a37501d1ff8ea9fdd905bbf26719356d8564a5da48a7b2e9215e57b1735	0f657ff974ddb2fdc0d897ce8568e73c44043b461d30da91ec0fe45f85340f1d	5064acabdea54972aa7f1777ce8d17946fc4b28a9fda4f13de85bf68346db552
DECODE	3	27	3f08c41edadd38e318546b02bfb4fce035fecc9a63e47da3ce9ede07dd52c197	ddee5ecb0769e8c61ccad8d5de841b60b5d9a938a13dd0885ab9b61b6b91c3d7	8166f088f3eba50aa958ca2039ea6299ba5a67080cd5d4facb33ff45e70ce0a5
DECODE	3	28	4e02c13234f8e2a345d4f3bc2c2ef8abf8ee8aca2537e1c0f576a9fcb43c614c	72ac5f53daa72819de39461be656af2211a0955684cca05fc6a0584bf00c6888	c5514598a985f60be3d3e6e24b9bb4315a1b2c1a72a9e09643adf056c79c4773
DECODE	3	29	4d69715b9e9bd6910de2685af456f3ca6b4f08b0bbee8005302efc970ef797de	425136d202774961fe205ca7fe28b7f6f60628008f16755015f12c01ce072842	bf171cbdb1e5f9220d904730baaa9e875106c829afccb503c0da4a9842cddd60
DECODE	3	30	5e4b20d420a034b29f141a578d859c27538cb2006a6f9a5b8a0cfae74ac82130	a0fbe32d2b0ccbacf16f187dc349e6d3af0032caf93a051671f1264e8d519980	7c23c6b0445c7e18594c96d60ee2406a5743bc728cb168a37631f3a5df31c13c
DECODE	3	31	150e266904f16d00885652b39d387d91dba0675318700ac81074f95a5c28d002	c743e442d257134e845d6a1b9712832affb61dcd87d7d0065102a419887abf8c	4807e1adaa6e661a423415377303421e458a94509614db0653957d8ea61641ff
DECODE	3	32	2d1e7577fbce08407a7f17fa8dd2a99f67110388f8bae3979d52ee41cf2974f7	a68a91ca5b491270ffe3f152b4936a029f4c150bb12b917bd972c6238c8d3671	d7a294f4b2d5a3e76db3112dfda487429bab1fbe29fc466f9e19a5a82177adce
DECODE	3	33	f92e47c21cb1fb08cf1e0e0c7f05d4328bdee733089d06ba9ca71cf8a4712254	29e7ac9ae2152c92227f5b487c10f3f6204e2432ff693acd61342fafca17099e	d291edb16e4fdf165fa47491b1c3f4515e0d62a01632474b496baf2152f3fe23
DECODE	3	34	c0b50757c948761be6a837e56a856b38ee79e36f592e609784c56870b04922b7	7d2b5423b88e8296155b4fe2b33093786c7ccfc10b77b89f2a9f6628e1c8e013	138f3d281aaf6010e93bc2df40387154ed04060d4787378ea9ac1339e6b8eea0
DECODE	3	35	1b869480b5bfe510b6ddde136b630a3700cf3b58cf175898574419979f46d591	a9e6d407e2ab7ea1e8a3c0d531112bfdcd015e18c72ed50af66033d639b243a5	33e2aecf8d1662abfe43c954c9da99b3bb69cfa7b75a4ad20e397dcdc862b764
DECODE	3	36	380e73dbb4e2712492721f7b8a93e67f714400d64babf7335a04f4d044f3dd97	a0877e39fee2da20e58dfa5848e09a8086282fc1ed39cb747b40aa08a4541928	f04d16d2de62a66633aae55651eae370191358bae244f74ea7b46e9da35a0779
DECODE	3	37	632df049b450a09e47a09509746709a99175d6f7a3a75a421488766c1b5c1b96	49f188c2e98f2e2430e04eb7265b776b0af5df4aed66f663e41fb0e39b9baa1e	578dc20b2a2a585bcc36712155ee3ca64c7aa937f91af00aaafc20958b3f043a
DECODE	3	38	f32639fd0491cafd7bbe6adf9dd9c6a8715eb6e0b0893344b75463c675c798ab	511b42108c82b17f66e61a1fb4222285cd82fd89f18f7b9857c73497bf185401	737103c7e29b2e7d4374f3066164f77df9e78a513a0bfbb495363828cdeadaeb
DECODE	3	39	7a1e785492c33b5c0cea2da07b0cd66a553609ce4e69e99d5825805c2f9b8ef9	f5d406fc608bf2855ecd4071647442a64699d5cf99c6e53d8c60147b2ee24428	5e03118ea80e9d9e82f21ae4f08fc1f789de897f1268d187da1f3704b50e6ea9
DECODE	3	40	adf74d1835a7c3eade6e6bb3cc623c2abc1d1b99d3faa243fb79131d4f3b9dd1	8c7682c92a2e7b5970a1e23d6d6a2fd5afb27d1faf10a478ab28ee29aa1498e1	9f57c0b5e76fce63f79623416697c15ca242b68b0016d97d1ed40b0e0cb1a239
DECODE	3	41	a861501e137f22a266e91e08179890db3ad65eb983195fcd0c22ec17dd1c7093	4b1770380813994c1505a6ca773c9a31db39cf6962d1c2e8a93b34c3830adc1d	fc4be265a3830fda1e66c302a039c3839fc401cbec29a0bfc9917f420e1c43eb
DECODE	3	42	1b908558d42d41df0bf12492b0368c1f599926ccd4d644a43fcf4073fc145427	10e5ae86e2f02ba20fe6150d9e34d7f1411952c713cb62bc466670791de48ee9	d0ff2018bd274cb6cb65b0fcc1bb1f9ac3620d3ddce1426e62da2bf1138ae106
DECODE	3	43	3311611daba397d90473ba3e950d9a4e50140de652c13e707d054b6bbb0006ec	4e0ef39eb78227558ea471c3ba21bafbb512c4e0c7920115ebf7885c4e94da6a	7dda1dc38fae648d972236b51b0f168fb02a3a80dbba4bd33130d6070493e93d
DECODE	3	44	16699c981a015fc01c313ccff14a7dbc79afade4ae1d951c1dff8697e63ef876	61976fb84ac97c9fc9b4288a104447d72c34145407c81bf6cde6223a1bacf5e0	2f5a4cb87936dab4db3fddf06f96ad9a82e8be041e32bd0d69ce61fcac8b45cc
DECODE	3	45	a7de7a42d3632f23421a5fb51a92a97232fd0bc36a3eb2ea6895b4c759a371d9	837700b5c0bf3850ddb889cc56bc79faf9de153dbb097ce1d2ea7a5e12bb9323	28cd48cb1ab0717f5e3b19fdbdeb502f69ed48fa1c4677abb8743c12c979eb7e
DECODE	3	46	557bb4a8679a8a16f2050fe9f608abb538c4f617b2e5c66d56285cf5386055a6	86cfbbe8a4379f9b13d837842c4b3d26f922e89741121a72ca3fa42006803dda	0f56d2919c183fefac5e44296c59a74c76ccc46038275a9f1a91606cc6518c74
DECODE	3	47	fce9e83b2137482131f222a9cdde5cdcd4d564f2a6c3a21aaa04cc7b52c03d4e	05db1f9ccbf4f0566f3ed4b6ef388a13e4495a74f99888b54c36a1277cac09d5	138fc4e9d39123569687ceb372da627a495ca91758f3ab1502e73255fdbc789e
