tensor_name	shard	size	dtype	shape	component_class	layer_id	expert_id	semantic_role
model.layers.31.mlp.experts.18.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	18	weight
model.layers.31.mlp.experts.18.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	18	weight
model.layers.31.mlp.experts.18.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	18	weight
model.layers.31.mlp.experts.19.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	19	weight
model.layers.31.mlp.experts.19.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	19	weight
model.layers.31.mlp.experts.19.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	19	weight
model.layers.31.mlp.experts.2.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	2	weight
model.layers.31.mlp.experts.2.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	2	weight
model.layers.31.mlp.experts.2.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	2	weight
model.layers.31.mlp.experts.20.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	20	weight
model.layers.31.mlp.experts.20.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	20	weight
model.layers.31.mlp.experts.20.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	20	weight
model.layers.31.mlp.experts.21.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	21	weight
model.layers.31.mlp.experts.21.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	21	weight
model.layers.31.mlp.experts.21.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	21	weight
model.layers.31.mlp.experts.22.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	22	weight
model.layers.31.mlp.experts.22.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	22	weight
model.layers.31.mlp.experts.22.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	22	weight
model.layers.31.mlp.experts.23.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	23	weight
model.layers.31.mlp.experts.23.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	23	weight
model.layers.31.mlp.experts.23.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	23	weight
model.layers.31.mlp.experts.24.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	24	weight
model.layers.31.mlp.experts.24.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	24	weight
model.layers.31.mlp.experts.24.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	24	weight
model.layers.31.mlp.experts.25.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	25	weight
model.layers.31.mlp.experts.25.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	25	weight
model.layers.31.mlp.experts.25.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	25	weight
model.layers.31.mlp.experts.26.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	26	weight
model.layers.31.mlp.experts.26.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	26	weight
model.layers.31.mlp.experts.26.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	26	weight
model.layers.31.mlp.experts.27.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	27	weight
model.layers.31.mlp.experts.27.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	27	weight
model.layers.31.mlp.experts.27.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	27	weight
model.layers.31.mlp.experts.28.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	28	weight
model.layers.31.mlp.experts.28.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	28	weight
model.layers.31.mlp.experts.28.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	28	weight
model.layers.31.mlp.experts.29.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	29	weight
model.layers.31.mlp.experts.29.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	29	weight
model.layers.31.mlp.experts.29.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	29	weight
model.layers.31.mlp.experts.3.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	3	weight
model.layers.31.mlp.experts.3.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	3	weight
model.layers.31.mlp.experts.3.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	3	weight
model.layers.31.mlp.experts.30.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	30	weight
model.layers.31.mlp.experts.30.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	30	weight
model.layers.31.mlp.experts.30.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	30	weight
model.layers.31.mlp.experts.31.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	31	weight
model.layers.31.mlp.experts.31.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	31	weight
model.layers.31.mlp.experts.31.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	31	weight
model.layers.31.mlp.experts.32.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	32	weight
model.layers.31.mlp.experts.32.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	32	weight
model.layers.31.mlp.experts.32.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	32	weight
model.layers.31.mlp.experts.33.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	33	weight
model.layers.31.mlp.experts.33.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	33	weight
model.layers.31.mlp.experts.33.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	33	weight
model.layers.31.mlp.experts.34.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	34	weight
model.layers.31.mlp.experts.34.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	34	weight
model.layers.31.mlp.experts.34.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	34	weight
model.layers.31.mlp.experts.35.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	35	weight
model.layers.31.mlp.experts.35.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	35	weight
model.layers.31.mlp.experts.35.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	35	weight
model.layers.31.mlp.experts.36.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	36	weight
model.layers.31.mlp.experts.36.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	36	weight
model.layers.31.mlp.experts.36.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	36	weight
model.layers.31.mlp.experts.37.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	37	weight
model.layers.31.mlp.experts.37.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	37	weight
model.layers.31.mlp.experts.37.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	37	weight
model.layers.31.mlp.experts.38.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	38	weight
model.layers.31.mlp.experts.38.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	38	weight
model.layers.31.mlp.experts.38.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	38	weight
model.layers.31.mlp.experts.39.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	39	weight
model.layers.31.mlp.experts.39.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	39	weight
model.layers.31.mlp.experts.39.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	39	weight
model.layers.31.mlp.experts.4.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	4	weight
model.layers.31.mlp.experts.4.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	4	weight
model.layers.31.mlp.experts.4.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	4	weight
model.layers.31.mlp.experts.40.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	40	weight
model.layers.31.mlp.experts.40.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	40	weight
model.layers.31.mlp.experts.40.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	40	weight
model.layers.31.mlp.experts.41.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	41	weight
model.layers.31.mlp.experts.41.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	41	weight
model.layers.31.mlp.experts.41.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	41	weight
model.layers.31.mlp.experts.42.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	42	weight
model.layers.31.mlp.experts.42.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	42	weight
model.layers.31.mlp.experts.42.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	42	weight
model.layers.31.mlp.experts.43.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	43	weight
model.layers.31.mlp.experts.43.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	43	weight
model.layers.31.mlp.experts.43.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	43	weight
model.layers.31.mlp.experts.44.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	44	weight
model.layers.31.mlp.experts.44.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	44	weight
model.layers.31.mlp.experts.44.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	44	weight
model.layers.31.mlp.experts.45.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	45	weight
model.layers.31.mlp.experts.45.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	45	weight
model.layers.31.mlp.experts.45.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	45	weight
model.layers.31.mlp.experts.46.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	46	weight
model.layers.31.mlp.experts.46.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	46	weight
model.layers.31.mlp.experts.46.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	46	weight
model.layers.31.mlp.experts.47.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	47	weight
model.layers.31.mlp.experts.47.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	47	weight
model.layers.31.mlp.experts.47.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	47	weight
model.layers.31.mlp.experts.48.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	48	weight
model.layers.31.mlp.experts.48.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	48	weight
model.layers.31.mlp.experts.48.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	48	weight
model.layers.31.mlp.experts.49.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	49	weight
model.layers.31.mlp.experts.49.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	49	weight
model.layers.31.mlp.experts.49.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	49	weight
model.layers.31.mlp.experts.5.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	5	weight
model.layers.31.mlp.experts.5.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	5	weight
model.layers.31.mlp.experts.5.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	5	weight
model.layers.31.mlp.experts.50.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	50	weight
model.layers.31.mlp.experts.50.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	50	weight
model.layers.31.mlp.experts.50.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	50	weight
model.layers.31.mlp.experts.51.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	51	weight
model.layers.31.mlp.experts.51.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	51	weight
model.layers.31.mlp.experts.51.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	51	weight
model.layers.31.mlp.experts.52.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	52	weight
model.layers.31.mlp.experts.52.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	52	weight
model.layers.31.mlp.experts.52.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	52	weight
model.layers.31.mlp.experts.53.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	53	weight
model.layers.31.mlp.experts.53.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	53	weight
model.layers.31.mlp.experts.53.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	53	weight
model.layers.31.mlp.experts.54.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	54	weight
model.layers.31.mlp.experts.54.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	54	weight
model.layers.31.mlp.experts.54.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	54	weight
model.layers.31.mlp.experts.55.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	55	weight
model.layers.31.mlp.experts.55.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	55	weight
model.layers.31.mlp.experts.55.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	55	weight
model.layers.31.mlp.experts.56.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	56	weight
model.layers.31.mlp.experts.56.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	56	weight
model.layers.31.mlp.experts.56.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	56	weight
model.layers.31.mlp.experts.57.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	57	weight
model.layers.31.mlp.experts.57.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	57	weight
model.layers.31.mlp.experts.57.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	57	weight
model.layers.31.mlp.experts.58.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	58	weight
model.layers.31.mlp.experts.58.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	58	weight
model.layers.31.mlp.experts.58.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	58	weight
model.layers.31.mlp.experts.59.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	59	weight
model.layers.31.mlp.experts.59.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	59	weight
model.layers.31.mlp.experts.59.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	59	weight
model.layers.31.mlp.experts.6.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	6	weight
model.layers.31.mlp.experts.6.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	6	weight
model.layers.31.mlp.experts.6.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	6	weight
model.layers.31.mlp.experts.60.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	60	weight
model.layers.31.mlp.experts.60.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	60	weight
model.layers.31.mlp.experts.60.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	60	weight
model.layers.31.mlp.experts.61.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	61	weight
model.layers.31.mlp.experts.61.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	61	weight
model.layers.31.mlp.experts.61.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	61	weight
model.layers.31.mlp.experts.62.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	62	weight
model.layers.31.mlp.experts.62.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	62	weight
model.layers.31.mlp.experts.62.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	62	weight
model.layers.31.mlp.experts.63.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	63	weight
model.layers.31.mlp.experts.63.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	63	weight
model.layers.31.mlp.experts.63.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	63	weight
model.layers.31.mlp.experts.64.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	64	weight
model.layers.31.mlp.experts.64.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	64	weight
model.layers.31.mlp.experts.64.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	64	weight
model.layers.31.mlp.experts.65.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	65	weight
model.layers.31.mlp.experts.65.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	65	weight
model.layers.31.mlp.experts.65.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	65	weight
model.layers.31.mlp.experts.66.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	66	weight
model.layers.31.mlp.experts.66.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	66	weight
model.layers.31.mlp.experts.66.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	66	weight
model.layers.31.mlp.experts.67.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	67	weight
model.layers.31.mlp.experts.67.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	67	weight
model.layers.31.mlp.experts.67.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	67	weight
model.layers.31.mlp.experts.68.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	68	weight
model.layers.31.mlp.experts.68.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	68	weight
model.layers.31.mlp.experts.68.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	68	weight
model.layers.31.mlp.experts.69.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	69	weight
model.layers.31.mlp.experts.69.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	69	weight
model.layers.31.mlp.experts.69.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	69	weight
model.layers.31.mlp.experts.7.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	7	weight
model.layers.31.mlp.experts.7.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	7	weight
model.layers.31.mlp.experts.7.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	7	weight
model.layers.31.mlp.experts.70.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	70	weight
model.layers.31.mlp.experts.70.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	70	weight
model.layers.31.mlp.experts.70.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	70	weight
model.layers.31.mlp.experts.71.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	71	weight
model.layers.31.mlp.experts.71.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	71	weight
model.layers.31.mlp.experts.71.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	71	weight
model.layers.31.mlp.experts.72.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	72	weight
model.layers.31.mlp.experts.72.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	72	weight
model.layers.31.mlp.experts.72.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	72	weight
model.layers.31.mlp.experts.73.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	73	weight
model.layers.31.mlp.experts.73.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	73	weight
model.layers.31.mlp.experts.73.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	73	weight
model.layers.31.mlp.experts.74.down_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	74	weight
model.layers.31.mlp.experts.74.gate_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	74	weight
model.layers.31.mlp.experts.74.up_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	74	weight
model.layers.31.mlp.experts.75.down_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	75	weight
model.layers.31.mlp.experts.75.gate_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	75	weight
model.layers.31.mlp.experts.75.up_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	75	weight
model.layers.31.mlp.experts.76.down_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	76	weight
model.layers.31.mlp.experts.76.gate_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	76	weight
model.layers.31.mlp.experts.76.up_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	76	weight
model.layers.31.mlp.experts.77.down_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	77	weight
model.layers.31.mlp.experts.77.gate_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	77	weight
model.layers.31.mlp.experts.77.up_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	77	weight
model.layers.31.mlp.experts.78.down_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	78	weight
model.layers.31.mlp.experts.78.gate_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	78	weight
model.layers.31.mlp.experts.78.up_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	78	weight
model.layers.31.mlp.experts.79.down_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	79	weight
model.layers.31.mlp.experts.79.gate_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	79	weight
model.layers.31.mlp.experts.79.up_proj.weight	model-00011-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	79	weight
model.layers.31.mlp.experts.8.down_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[2048,768]	EXPERT	31	8	weight
model.layers.31.mlp.experts.8.gate_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	8	weight
model.layers.31.mlp.experts.8.up_proj.weight	model-00010-of-00016.safetensors	3145728	BF16	[768,2048]	EXPERT	31	8	weight
