scenario	phase	family_archetype	normalized_kernel_family	exact_implementation_sha256	implementation_family_key	recurrence_signature	grid	block	launch_count	accumulated_gpu_duration_ns	scenario_gpu_time_share	s2_balanced_relation	scenario_specific_high_mass_gap	meta_suite_relation	remaining_high_mass_exact_gap
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	492,1,1	128,1,1	48	105408	0.0009310101335411478	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	494,1,1	128,1,1	48	105408	0.0009310101335411478	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	496,1,1	128,1,1	48	105728	0.0009338365152458871	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	497,1,1	128,1,1	48	105760	0.0009341191534163611	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	499,1,1	128,1,1	48	106016	0.0009363802587801526	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	501,1,1	128,1,1	48	105889	0.0009352585385410841	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	503,1,1	128,1,1	48	105856	0.0009349670679277828	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	504,1,1	128,1,1	48	106176	0.0009377934496325222	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	STABLE_48	1,1,1	128,1,1	1536	2402947	0.021223891994557344	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	REDUCE	AT_NATIVE_REDUCE	d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	STABLE_49	1,1,1	128,1,1	1568	3476132	0.030702737150184588	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	STABLE_2	1,1,1	128,1,1	64	79297	0.0007003862188772426	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	STABLE_49	2,1,1	128,1,1	1568	3439809	0.030381916329368187	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	STABLE_1	1,1,1	128,1,1	32	41248	0.0003643206017409045	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	STABLE_49	2,1,1	128,1,1	1568	3183144	0.028114937391096533	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	STABLE_24	10,1,1	128,1,1	768	886529	0.007830216707252771	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	STABLE_2	1,1,1	128,1,1	64	62048	0.0005480354125489634	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	STABLE_24	10,1,1	128,1,1	768	769472	0.006796317447216284	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	STABLE_49	2,1,1	128,1,1	1568	1603651	0.01416415577245935	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	EXACT_SHA256_5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	STABLE_49	1,1,1	128,1,1	1568	1517057	0.013399319218271222	LEVEL1_ARCHETYPE_ONLY	YES	LEVEL1_ARCHETYPE_ONLY	YES
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	STABLE_24	1,1,1	128,1,1	768	749409	0.006619112146771953	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	STABLE_72	2,1,1	128,1,1	2304	2329314	0.020573532731853986	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	STABLE_1	1,1,1	128,1,1	32	36800	0.0003250338960450273	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	STABLE_49	1,1,1	128,1,1	1568	1560994	0.013787390258774766	LEVEL1_ARCHETYPE_ONLY	YES	LEVEL3_EXACT	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	STABLE_1	1,1,1	128,1,1	32	36672	0.00032390334336313155	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	STABLE_49	2,1,1	128,1,1	1568	1556323	0.013746133918328397	LEVEL1_ARCHETYPE_ONLY	YES	LEVEL1_ARCHETYPE_ONLY	YES
T256	DECODE	COPY	COPY_KERNEL	e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	EXACT_SHA256_e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	VARIABLE_48_96	152,2,1	512,1,1	1584	2945953	0.02601996144444392	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	COPY	COPY_KERNEL	5fe75b7df488d1ed3fba483dcdad114fa364a783823058ebc540d8d8788bf0e1	EXACT_SHA256_5fe75b7df488d1ed3fba483dcdad114fa364a783823058ebc540d8d8788bf0e1	STABLE_1	1,2,1	128,1,1	32	47680	0.0004211308740061658	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	COPY	COPY_KERNEL	1dcd309bfcaf4619985c9773e3174747e99765bae9400e943b6c6c44db5ba036	EXACT_SHA256_1dcd309bfcaf4619985c9773e3174747e99765bae9400e943b6c6c44db5ba036	STABLE_48	152,2,1	512,1,1	1488	2767265	0.024441709900517458	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	GEMM	CUBLAS_GEMM	236b2b929cf3f9ebf8ad18474634f2a94ee4eec7cf4cb0d73ff98ef8a395c849	EXACT_SHA256_236b2b929cf3f9ebf8ad18474634f2a94ee4eec7cf4cb0d73ff98ef8a395c849	STABLE_1	1,1,1	256,1,1	32	38144	0.0003369046992049326	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	DECODE	GEMV	CUBLAS_GEMV	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	CUBLAS_GEMV_EXACT_9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	STABLE_48	1216,1,1	16,4,1	1536	24699643	0.2181581846524806	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	GEMV	CUBLAS_GEMV	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	CUBLAS_GEMV_EXACT_9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	STABLE_1	18992,1,1	8,8,1	32	12974508	0.11459660012248302	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	GEMV	CUBLAS_GEMV	9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	CUBLAS_GEMV_EXACT_9c8b8197c254fdbf63a135e8bd63b6485df1c077c48dcadd41f00f2c59e81469	STABLE_24	224,1,1	16,4,1	768	11629254	0.10271472107927222	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	GEMV	CUBLAS_GEMV	64f86c20cfc766d359c75d4b471c98ecf3fa8577e91f37cfb5564379668a2353	CUBLAS_GEMV_EXACT_64f86c20cfc766d359c75d4b471c98ecf3fa8577e91f37cfb5564379668a2353	STABLE_48	224,1,1	32,4,1	1536	6818440	0.060223481471447175	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	GEMV	CUBLAS_GEMV	64f86c20cfc766d359c75d4b471c98ecf3fa8577e91f37cfb5564379668a2353	CUBLAS_GEMV_EXACT_64f86c20cfc766d359c75d4b471c98ecf3fa8577e91f37cfb5564379668a2353	STABLE_48	32,1,1	32,4,1	1536	4439139	0.03920844141998441	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T256	DECODE	OTHER	OTHER_EXACT_IMPLEMENTATION	d71007a2126c2b81da00e00d42fe2158c2639bbad926caa197a2cf8e98c1c922	EXACT_SHA256_d71007a2126c2b81da00e00d42fe2158c2639bbad926caa197a2cf8e98c1c922	STABLE_1	7,1,1	128,1,1	32	59040	0.0005214674245244134	UNCOVERED_ARCHETYPE	NO	UNCOVERED_ARCHETYPE	NO
T256	DECODE	FLASH	PYTORCH_FLASH_FWD	0692399efd57fafc26e2a00e65a5ca1b5c1b30a2a0f7aa843382c7e8e2d5f1df	FLASH_FWD_SPLITKV_COMBINE	STABLE_24	2,1,1	128,1,1	768	1418563	0.0125293765944381	LEVEL2_IMPLEMENTATION_RECURRENCE	YES	LEVEL2_IMPLEMENTATION_RECURRENCE	YES
T256	DECODE	FLASH	PYTORCH_FLASH_FWD	acd9e92a7282d0c17ce34f2bda8a7972bb8913b66629d00bdecf3b119a81d426	FLASH_FWD_SPLITKV	STABLE_24	1,2,14	128,1,1	768	5489477	0.0484854917543361	LEVEL2_IMPLEMENTATION_RECURRENCE	YES	LEVEL3_EXACT	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	EXACT_SHA256_9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	ONE_OBSERVED_PASS	4,1,1	64,1,1	1	1120	9.892335966587788e-06	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	EXACT_SHA256_91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	ONE_OBSERVED_PASS	896,1,1	128,1,1	49	103872	0.0009174435013583988	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	ONE_OBSERVED_PASS	448,1,1	128,1,1	97	214817	0.001897358870834365	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	ONE_OBSERVED_PASS	64,1,1	128,1,1	48	89216	0.0007879952192813357	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	EXACT_SHA256_8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	ONE_OBSERVED_PASS	448,1,1	128,1,1	24	54944	0.00048528973870374945	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	EXACT_SHA256_8aa3a46aafcd3bec14540f327e0544e4b2dca8d0f1ff0980a31a7beb6a88c7d6	ONE_OBSERVED_PASS	64,1,1	128,1,1	24	45216	0.00039936773487967266	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_OBSERVED_PASS	448,1,1	128,1,1	48	108480	0.0009581433979066457	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	ONE_OBSERVED_PASS	224,1,1	128,1,1	24	47584	0.000420282959494744	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	ONE_OBSERVED_PASS	32,1,1	128,1,1	24	42912	0.00037901778660554924	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	REDUCE	AT_NATIVE_REDUCE	d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	ONE_OBSERVED_PASS	16,1,1	32,16,1	49	159968	0.00141290821419921	UNCOVERED_ARCHETYPE	NO	UNCOVERED_ARCHETYPE	NO
T256	PREFILL	REDUCE	AT_NATIVE_REDUCE	9f869f06e41eff47d4e7b2d3da41b2fca8563f79b095b1ec384854b6b3e2e5ff	EXACT_SHA256_9f869f06e41eff47d4e7b2d3da41b2fca8563f79b095b1ec384854b6b3e2e5ff	ONE_OBSERVED_PASS	28,16,1	32,16,1	24	67168	0.0005932575198247933	UNCOVERED_ARCHETYPE	NO	UNCOVERED_ARCHETYPE	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	ONE_OBSERVED_PASS	32,1,1	128,1,1	2	3968	3.504713313876816e-05	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	ONE_OBSERVED_PASS	448,1,1	128,1,1	49	120896	0.0010678070080505332	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	ONE_OBSERVED_PASS	1,1,1	128,1,1	1	1472	1.3001355841801092e-05	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	ONE_OBSERVED_PASS	448,1,1	128,1,1	49	111296	0.0009830155569083522	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	ONE_OBSERVED_PASS	2432,1,1	128,1,1	24	77344	0.0006831364580355052	UNCOVERED_ARCHETYPE	NO	LEVEL2_IMPLEMENTATION_RECURRENCE	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	ONE_OBSERVED_PASS	32,1,1	128,1,1	2	1952	1.7240928398910142e-05	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	ONE_OBSERVED_PASS	2432,1,1	128,1,1	24	66496	0.0005873221182448406	UNCOVERED_ARCHETYPE	NO	LEVEL2_IMPLEMENTATION_RECURRENCE	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	EXACT_SHA256_5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	ONE_OBSERVED_PASS	1,1,1	128,1,1	49	49312	0.00043554542070033657	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	ONE_OBSERVED_PASS	448,1,1	128,1,1	48	67040	0.0005921269671428976	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	ONE_OBSERVED_PASS	32,1,1	128,1,1	1	1312	1.1588164989431409e-05	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	ONE_OBSERVED_PASS	1,1,1	128,1,1	49	50624	0.000447133585689768	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	ONE_OBSERVED_PASS	32,1,1	128,1,1	1	1280	1.1305526818957471e-05	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	ONE_OBSERVED_PASS	448,1,1	128,1,1	49	69280	0.0006119116390760731	UNCOVERED_ARCHETYPE	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	COPY	COPY_KERNEL	e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	EXACT_SHA256_e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	ONE_OBSERVED_PASS	152,2,1	512,1,1	48	154912	0.001368251383264328	UNCOVERED_ARCHETYPE	NO	UNCOVERED_ARCHETYPE	NO
T256	PREFILL	COPY	COPY_KERNEL	b50a7ce001b169c87982c8b3e2f1028337e89895f75bdde6f8177633ea39e911	EXACT_SHA256_b50a7ce001b169c87982c8b3e2f1028337e89895f75bdde6f8177633ea39e911	ONE_OBSERVED_PASS	152,2,1	512,1,1	1	2720	2.4024244490284625e-05	UNCOVERED_ARCHETYPE	NO	UNCOVERED_ARCHETYPE	NO
T256	PREFILL	GEMM	CUBLAS_GEMM	fb4d61ccbb36e9ac6203526db8c3308323b12b65d3a007683ba5b009f100f6ce	EXACT_SHA256_fb4d61ccbb36e9ac6203526db8c3308323b12b65d3a007683ba5b009f100f6ce	ONE_OBSERVED_PASS	7,2,5	128,1,1	24	742401	0.006557214387438161	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
