scope	semantic_category	normalized_kernel_family	launch_count	launch_count_share	total_gpu_duration_ns	gpu_time_share	mean_ns	median_ns	min_ns	p25_ns	p75_ns	max_ns
DECODE_STEP_30	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	198272	0.05333089459541607	1963.0891089108911	1952	1120	1824	2048	2208
DECODE_STEP_30	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	279168	0.0750901750242753	1439.0103092783504	1328.0	864	1248.0	1664.0	1920
DECODE_STEP_30	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	103136	0.02774136108473628	2104.816326530612	2112	1920	1984	2240	2272
DECODE_STEP_30	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	329953	0.08875024544283266	959.1656976744187	960.0	832	896.0	992.0	1216
DECODE_STEP_30	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	241537	0.06496824709436033	2490.0721649484535	2016	1504	1728	3296	3904
DECODE_STEP_30	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1280	0.00034429241184903855	1280	1280	1280	1280	1280	1280
DECODE_STEP_30	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1887109	0.5075916476812713	11166.325443786982	4480	2592	2944	15680	409889
DECODE_STEP_30	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1856	0.0004992239971811058	1856	1856	1856	1856	1856	1856
DECODE_STEP_31	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	337952	0.0945266075651606	7040.666666666667	7008.0	2496	2528.0	11552.0	11680
DECODE_STEP_31	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	293569	0.08211249424858155	6116.020833333333	6112.0	6016	6080.0	6144.0	6208
DECODE_STEP_31	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	186208	0.0520831672589404	1843.6435643564357	1824	992	1792	1920	1984
DECODE_STEP_31	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	261504	0.07314377776938664	1347.958762886598	1232.0	800	1152.0	1600.0	1696
DECODE_STEP_31	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	96833	0.02708460074317417	1976.1836734693877	1984	1920	1952	1984	2016
DECODE_STEP_31	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	309504	0.08656958132470725	899.7209302325581	896.0	832	864.0	896.0	1120
DECODE_STEP_31	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	226720	0.06341454545963099	2337.319587628866	1792	1312	1536	3200	3520
DECODE_STEP_31	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1120	0.00031326874962414743	1120	1120	1120	1120	1120	1120
DECODE_STEP_31	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1860163	0.5202954795599134	11006.881656804733	4320	2560	2784	15616	408929
DECODE_STEP_31	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1632	0.0004564773208809005	1632	1632	1632	1632	1632	1632
DECODE_STEP_32	ATTENTION_CORE	PYTORCH_FLASH_FWD	48	0.045627376425855515	337600	0.09437485603361713	7033.333333333333	7008.0	2496	2528.0	11552.0	11616
DECODE_STEP_32	COPY_LAYOUT	AT_NATIVE_ELEMENTWISE	48	0.045627376425855515	293667	0.08209354516239407	6118.0625	6112.0	6048	6080.75	6144.0	6240
DECODE_STEP_32	COPY_LAYOUT	AT_NATIVE_UNROLLED_ELEMENTWISE	101	0.09600760456273764	185856	0.05195537098040268	1840.1584158415842	1824	992	1792	1920	1952
DECODE_STEP_32	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	194	0.1844106463878327	261442	0.07308516324390085	1347.639175257732	1232.0	800	1152.0	1632.0	1697
DECODE_STEP_32	ELEMENTWISE	AT_NATIVE_REDUCE	49	0.04657794676806084	96960	0.02710481647221421	1978.7755102040817	1984	1952	1952	1984	2016
DECODE_STEP_32	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	344	0.3269961977186312	309728	0.08658333948335357	900.3720930232558	896.0	832	864.0	896.0	1120
DECODE_STEP_32	UNKNOWN	COPY_KERNEL	97	0.09220532319391635	227841	0.06369212551408578	2348.8762886597938	1792	1312	1536	3040	3680
DECODE_STEP_32	UNKNOWN	CUBLAS_GEMM	1	0.0009505703422053232	1152	0.00032203742343224804	1152	1152	1152	1152	1152	1152
DECODE_STEP_32	UNKNOWN	CUBLAS_GEMV	169	0.16064638783269963	1861346	0.5203325260034037	11013.881656804733	4320	2528	2784	15553	408416
DECODE_STEP_32	UNKNOWN	OTHER_EXACT_IMPLEMENTATION	1	0.0009505703422053232	1632	0.0004562196831956847	1632	1632	1632	1632	1632	1632
