layer	role	raw_tensor	raw_shard	raw_dtype	raw_shape	raw_bytes	awq_tensors	awq_bytes	scope	ratio
22	up_proj	model.layers.22.mlp.up_proj.weight	model-00003-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.22.mlp.up_proj.qweight', 'model.layers.22.mlp.up_proj.qzeros', 'model.layers.22.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
22	down_proj	model.layers.22.mlp.down_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.22.mlp.down_proj.qweight', 'model.layers.22.mlp.down_proj.qzeros', 'model.layers.22.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
23	q_proj	model.layers.23.self_attn.q_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.23.self_attn.q_proj.qweight', 'model.layers.23.self_attn.q_proj.qzeros', 'model.layers.23.self_attn.q_proj.bias', 'model.layers.23.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
23	k_proj	model.layers.23.self_attn.k_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.23.self_attn.k_proj.qweight', 'model.layers.23.self_attn.k_proj.qzeros', 'model.layers.23.self_attn.k_proj.bias', 'model.layers.23.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
23	v_proj	model.layers.23.self_attn.v_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.23.self_attn.v_proj.qweight', 'model.layers.23.self_attn.v_proj.qzeros', 'model.layers.23.self_attn.v_proj.bias', 'model.layers.23.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
23	o_proj	model.layers.23.self_attn.o_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.23.self_attn.o_proj.qweight', 'model.layers.23.self_attn.o_proj.qzeros', 'model.layers.23.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
23	gate_proj	model.layers.23.mlp.gate_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.23.mlp.gate_proj.qweight', 'model.layers.23.mlp.gate_proj.qzeros', 'model.layers.23.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
23	up_proj	model.layers.23.mlp.up_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.23.mlp.up_proj.qweight', 'model.layers.23.mlp.up_proj.qzeros', 'model.layers.23.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
23	down_proj	model.layers.23.mlp.down_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.23.mlp.down_proj.qweight', 'model.layers.23.mlp.down_proj.qzeros', 'model.layers.23.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
24	q_proj	model.layers.24.self_attn.q_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.24.self_attn.q_proj.qweight', 'model.layers.24.self_attn.q_proj.qzeros', 'model.layers.24.self_attn.q_proj.bias', 'model.layers.24.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
24	k_proj	model.layers.24.self_attn.k_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.24.self_attn.k_proj.qweight', 'model.layers.24.self_attn.k_proj.qzeros', 'model.layers.24.self_attn.k_proj.bias', 'model.layers.24.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
24	v_proj	model.layers.24.self_attn.v_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.24.self_attn.v_proj.qweight', 'model.layers.24.self_attn.v_proj.qzeros', 'model.layers.24.self_attn.v_proj.bias', 'model.layers.24.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
24	o_proj	model.layers.24.self_attn.o_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.24.self_attn.o_proj.qweight', 'model.layers.24.self_attn.o_proj.qzeros', 'model.layers.24.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
24	gate_proj	model.layers.24.mlp.gate_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.24.mlp.gate_proj.qweight', 'model.layers.24.mlp.gate_proj.qzeros', 'model.layers.24.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
24	up_proj	model.layers.24.mlp.up_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.24.mlp.up_proj.qweight', 'model.layers.24.mlp.up_proj.qzeros', 'model.layers.24.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
24	down_proj	model.layers.24.mlp.down_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.24.mlp.down_proj.qweight', 'model.layers.24.mlp.down_proj.qzeros', 'model.layers.24.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
25	q_proj	model.layers.25.self_attn.q_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.25.self_attn.q_proj.qweight', 'model.layers.25.self_attn.q_proj.qzeros', 'model.layers.25.self_attn.q_proj.bias', 'model.layers.25.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
25	k_proj	model.layers.25.self_attn.k_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.25.self_attn.k_proj.qweight', 'model.layers.25.self_attn.k_proj.qzeros', 'model.layers.25.self_attn.k_proj.bias', 'model.layers.25.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
25	v_proj	model.layers.25.self_attn.v_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.25.self_attn.v_proj.qweight', 'model.layers.25.self_attn.v_proj.qzeros', 'model.layers.25.self_attn.v_proj.bias', 'model.layers.25.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
25	o_proj	model.layers.25.self_attn.o_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.25.self_attn.o_proj.qweight', 'model.layers.25.self_attn.o_proj.qzeros', 'model.layers.25.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
25	gate_proj	model.layers.25.mlp.gate_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.25.mlp.gate_proj.qweight', 'model.layers.25.mlp.gate_proj.qzeros', 'model.layers.25.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
25	up_proj	model.layers.25.mlp.up_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.25.mlp.up_proj.qweight', 'model.layers.25.mlp.up_proj.qzeros', 'model.layers.25.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
25	down_proj	model.layers.25.mlp.down_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.25.mlp.down_proj.qweight', 'model.layers.25.mlp.down_proj.qzeros', 'model.layers.25.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
26	q_proj	model.layers.26.self_attn.q_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.26.self_attn.q_proj.qweight', 'model.layers.26.self_attn.q_proj.qzeros', 'model.layers.26.self_attn.q_proj.bias', 'model.layers.26.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
26	k_proj	model.layers.26.self_attn.k_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.26.self_attn.k_proj.qweight', 'model.layers.26.self_attn.k_proj.qzeros', 'model.layers.26.self_attn.k_proj.bias', 'model.layers.26.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
26	v_proj	model.layers.26.self_attn.v_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.26.self_attn.v_proj.qweight', 'model.layers.26.self_attn.v_proj.qzeros', 'model.layers.26.self_attn.v_proj.bias', 'model.layers.26.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
26	o_proj	model.layers.26.self_attn.o_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.26.self_attn.o_proj.qweight', 'model.layers.26.self_attn.o_proj.qzeros', 'model.layers.26.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
26	gate_proj	model.layers.26.mlp.gate_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.26.mlp.gate_proj.qweight', 'model.layers.26.mlp.gate_proj.qzeros', 'model.layers.26.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
26	up_proj	model.layers.26.mlp.up_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.26.mlp.up_proj.qweight', 'model.layers.26.mlp.up_proj.qzeros', 'model.layers.26.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
26	down_proj	model.layers.26.mlp.down_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.26.mlp.down_proj.qweight', 'model.layers.26.mlp.down_proj.qzeros', 'model.layers.26.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
27	q_proj	model.layers.27.self_attn.q_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.27.self_attn.q_proj.qweight', 'model.layers.27.self_attn.q_proj.qzeros', 'model.layers.27.self_attn.q_proj.bias', 'model.layers.27.self_attn.q_proj.scales']	6680576	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
27	k_proj	model.layers.27.self_attn.k_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.27.self_attn.k_proj.qweight', 'model.layers.27.self_attn.k_proj.qzeros', 'model.layers.27.self_attn.k_proj.bias', 'model.layers.27.self_attn.k_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
27	v_proj	model.layers.27.self_attn.v_proj.weight	model-00004-of-00004.safetensors	BF16	[512, 3584]	3670016	['model.layers.27.self_attn.v_proj.qweight', 'model.layers.27.self_attn.v_proj.qzeros', 'model.layers.27.self_attn.v_proj.bias', 'model.layers.27.self_attn.v_proj.scales']	954368	CHECKPOINT_STATIC_STORAGE_ONLY	3.8454935622317596
27	o_proj	model.layers.27.self_attn.o_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 3584]	25690112	['model.layers.27.self_attn.o_proj.qweight', 'model.layers.27.self_attn.o_proj.qzeros', 'model.layers.27.self_attn.o_proj.scales']	6673408	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
27	gate_proj	model.layers.27.mlp.gate_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.27.mlp.gate_proj.qweight', 'model.layers.27.mlp.gate_proj.qzeros', 'model.layers.27.mlp.gate_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
27	up_proj	model.layers.27.mlp.up_proj.weight	model-00004-of-00004.safetensors	BF16	[18944, 3584]	135790592	['model.layers.27.mlp.up_proj.qweight', 'model.layers.27.mlp.up_proj.qzeros', 'model.layers.27.mlp.up_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
27	down_proj	model.layers.27.mlp.down_proj.weight	model-00004-of-00004.safetensors	BF16	[3584, 18944]	135790592	['model.layers.27.mlp.down_proj.qweight', 'model.layers.27.mlp.down_proj.qzeros', 'model.layers.27.mlp.down_proj.scales']	35273728	CHECKPOINT_STATIC_STORAGE_ONLY	3.8496240601503757
