page_size	q05_page	nearest_predecessor_member	distance_kernels	observed_in_predecessor
4K	0x7dcbda577	26	8	YES
4K	0x7dcbda578	26	8	YES
4K	0x7dcbda579	26	8	YES
4K	0x7dcbda57a	26	8	YES
4K	0x7dcbda57b	26	8	YES
4K	0x7dcbda57c	26	8	YES
4K	0x7dcbda57d	26	8	YES
4K	0x7dcbda57e	26	8	YES
4K	0x7dcbda57f	26	8	YES
4K	0x7dcbda580	26	8	YES
4K	0x7dcbda581	26	8	YES
4K	0x7dcbda582	26	8	YES
4K	0x7dcbda583	26	8	YES
4K	0x7dcbda584	26	8	YES
4K	0x7dcbda585	26	8	YES
4K	0x7dcbda586	26	8	YES
4K	0x7dcbda587	26	8	YES
4K	0x7dcbda588	26	8	YES
4K	0x7dcbda589	26	8	YES
4K	0x7dcbda58a	26	8	YES
4K	0x7dcbda58b	26	8	YES
4K	0x7dcbda58c	26	8	YES
4K	0x7dcbda58d	26	8	YES
4K	0x7dcbda58e	26	8	YES
4K	0x7dcbda58f	26	8	YES
4K	0x7dcbda590	26	8	YES
4K	0x7dcbda591	26	8	YES
4K	0x7dcbda592	26	8	YES
4K	0x7dcbda593	26	8	YES
4K	0x7dcbda594	26	8	YES
4K	0x7dcbda595	26	8	YES
4K	0x7dcbda596	26	8	YES
4K	0x7dcbda597	26	8	YES
4K	0x7dcbda598	26	8	YES
4K	0x7dcbda599	26	8	YES
4K	0x7dcbda59a	26	8	YES
4K	0x7dcbda59b	26	8	YES
4K	0x7dcbda59c	26	8	YES
4K	0x7dcbda59d	26	8	YES
4K	0x7dcbda59e	26	8	YES
4K	0x7dcbda59f	26	8	YES
4K	0x7dcbda5a0	26	8	YES
4K	0x7dcbda5a1	26	8	YES
4K	0x7dcbda5a2	26	8	YES
4K	0x7dcbda5a3	26	8	YES
4K	0x7dcbda5a4	26	8	YES
4K	0x7dcbda5a5	26	8	YES
4K	0x7dcbda5a6	26	8	YES
4K	0x7dcbda5a7	26	8	YES
4K	0x7dcbda5a8	26	8	YES
4K	0x7dcbda5a9	26	8	YES
4K	0x7dcbda5aa	26	8	YES
4K	0x7dcbda5ab	26	8	YES
4K	0x7dcbda5ac	26	8	YES
4K	0x7dcbda5ad	26	8	YES
4K	0x7dcbda5ae	26	8	YES
4K	0x7dcbda5af	26	8	YES
4K	0x7dcbda5b0	26	8	YES
4K	0x7dcbda5b1	26	8	YES
4K	0x7dcbda5b2	26	8	YES
4K	0x7dcbda5b3	26	8	YES
4K	0x7dcbda5b4	26	8	YES
4K	0x7dcbda5b5	26	8	YES
4K	0x7dcbda5b6	26	8	YES
4K	0x7dcbda5b7	26	8	YES
4K	0x7dcbda5b8	26	8	YES
4K	0x7dcbda5b9	26	8	YES
4K	0x7dcbda5ba	26	8	YES
4K	0x7dcbda5bb	26	8	YES
4K	0x7dcbda5bc	26	8	YES
4K	0x7dcbda5bd	26	8	YES
4K	0x7dcbda5be	26	8	YES
4K	0x7dcbda5bf	26	8	YES
4K	0x7dcbda5c0	26	8	YES
4K	0x7dcbda5c1	26	8	YES
4K	0x7dcbda5c2	26	8	YES
4K	0x7dcbda5c3	26	8	YES
4K	0x7dcbda5c4	26	8	YES
4K	0x7dcbda5c5	26	8	YES
4K	0x7dcbda5c6	26	8	YES
4K	0x7dcbda5c7	26	8	YES
4K	0x7dcbda5c8	26	8	YES
4K	0x7dcbda5c9	26	8	YES
4K	0x7dcbda5ca	26	8	YES
4K	0x7dcbda5cb	26	8	YES
4K	0x7dcbda5cc	26	8	YES
4K	0x7dcbda5cd	26	8	YES
4K	0x7dcbda5ce	26	8	YES
4K	0x7dcbda5cf	26	8	YES
4K	0x7dcbda5d0	26	8	YES
4K	0x7dcbda5d1	26	8	YES
4K	0x7dcbda5d2	26	8	YES
4K	0x7dcbda5d3	26	8	YES
4K	0x7dcbda5d4	26	8	YES
4K	0x7dcbda5d5	26	8	YES
4K	0x7dcbda5d6	26	8	YES
4K	0x7dcbda5d7	26	8	YES
4K	0x7dcbda5d8	26	8	YES
4K	0x7dcbda5d9	26	8	YES
4K	0x7dcbda5da	26	8	YES
4K	0x7dcbda5db	26	8	YES
4K	0x7dcbda5dc	26	8	YES
4K	0x7dcbda5dd	26	8	YES
4K	0x7dcbda5de	26	8	YES
4K	0x7dcbda5df	26	8	YES
4K	0x7dcbda5e0	26	8	YES
4K	0x7dcbda5e1	26	8	YES
4K	0x7dcbda5e2	26	8	YES
4K	0x7dcbda5e3	26	8	YES
4K	0x7dcbda5e4	26	8	YES
4K	0x7dcbda5e5	26	8	YES
4K	0x7dcbda5e6	26	8	YES
4K	0x7dcbda5e7	26	8	YES
4K	0x7dcbda5e8	26	8	YES
4K	0x7dcbda5e9	26	8	YES
4K	0x7dcbda5ea	26	8	YES
4K	0x7dcbda5eb	26	8	YES
4K	0x7dcbda5ec	26	8	YES
4K	0x7dcbda5ed	26	8	YES
4K	0x7dcbda5ee	26	8	YES
4K	0x7dcbda5ef	26	8	YES
4K	0x7dcbda5f0	26	8	YES
4K	0x7dcbda5f1	26	8	YES
4K	0x7dcbda5f2	26	8	YES
4K	0x7dcbda5f3	26	8	YES
4K	0x7dcbda5f4	26	8	YES
4K	0x7dcbda5f5	26	8	YES
4K	0x7dcbda5f6	26	8	YES
4K	0x7dcbda5f7	26	8	YES
4K	0x7dcbda5f8	26	8	YES
4K	0x7dcbda5f9	26	8	YES
4K	0x7dcbda5fa	26	8	YES
4K	0x7dcbda5fb	26	8	YES
4K	0x7dcbda5fc	26	8	YES
4K	0x7dcbda5fd	26	8	YES
4K	0x7dcbda5fe	26	8	YES
4K	0x7dcbda5ff	26	8	YES
4K	0x7dcbda600	26	8	YES
4K	0x7dcbda601	26	8	YES
4K	0x7dcbda602	26	8	YES
4K	0x7dcbda603	26	8	YES
4K	0x7dcbda604	26	8	YES
4K	0x7dcbda605	26	8	YES
4K	0x7dcbda606	26	8	YES
4K	0x7dcbda607	26	8	YES
4K	0x7dcbda608	26	8	YES
4K	0x7dcbda609	26	8	YES
4K	0x7dcbda60a	26	8	YES
4K	0x7dcbda60b	26	8	YES
4K	0x7dcbda60c	26	8	YES
4K	0x7dcbda60d	26	8	YES
4K	0x7dcbda60e	26	8	YES
4K	0x7dcbda60f	26	8	YES
4K	0x7dcbda610	26	8	YES
4K	0x7dcbda611	26	8	YES
4K	0x7dcbda612	26	8	YES
4K	0x7dcbda613	26	8	YES
4K	0x7dcbda614	26	8	YES
4K	0x7dcbda615	26	8	YES
4K	0x7dcbda616	26	8	YES
4K	0x7dcbda617	26	8	YES
4K	0x7dcbda618	26	8	YES
4K	0x7dcbda619	26	8	YES
4K	0x7dcbda61a	26	8	YES
4K	0x7dcbda61b	26	8	YES
4K	0x7dcbda61c	26	8	YES
4K	0x7dcbda61d	26	8	YES
4K	0x7dcbda61e	26	8	YES
4K	0x7dcbda61f	26	8	YES
4K	0x7dcbda620	26	8	YES
4K	0x7dcbda621	26	8	YES
4K	0x7dcbda622	26	8	YES
4K	0x7dcbda623	26	8	YES
4K	0x7dcbda624	26	8	YES
4K	0x7dcbda625	26	8	YES
4K	0x7dcbda626	26	8	YES
4K	0x7dcbda627	26	8	YES
4K	0x7dcbda628	26	8	YES
4K	0x7dcbda629	26	8	YES
4K	0x7dcbda62a	26	8	YES
4K	0x7dcbda62b	26	8	YES
4K	0x7dcbda62c	26	8	YES
4K	0x7dcbda62d	26	8	YES
4K	0x7dcbda62e	26	8	YES
4K	0x7dcbda62f	26	8	YES
4K	0x7dcbda630	26	8	YES
4K	0x7dcbda631	26	8	YES
4K	0x7dcbda632	26	8	YES
4K	0x7dcbda633	26	8	YES
4K	0x7dcbda634	26	8	YES
4K	0x7dcbda635	26	8	YES
4K	0x7dcbda636	26	8	YES
4K	0x7dcbda637	26	8	YES
4K	0x7dcbda638	26	8	YES
4K	0x7dcbda639	26	8	YES
4K	0x7dcbda63a	26	8	YES
4K	0x7dcbda63b	26	8	YES
4K	0x7dcbda63c	26	8	YES
4K	0x7dcbda63d	26	8	YES
4K	0x7dcbda63e	26	8	YES
4K	0x7dcbda63f	26	8	YES
4K	0x7dcbda640	26	8	YES
4K	0x7dcbda641	26	8	YES
4K	0x7dcbda642	26	8	YES
4K	0x7dcbda643	26	8	YES
4K	0x7dcbda644	26	8	YES
4K	0x7dcbda645	26	8	YES
4K	0x7dcbda646	26	8	YES
4K	0x7dcbda647	26	8	YES
4K	0x7dcbda648	26	8	YES
4K	0x7dcbda649	26	8	YES
4K	0x7dcbda64a	26	8	YES
4K	0x7dcbda64b	26	8	YES
4K	0x7dcbda64c	26	8	YES
4K	0x7dcbda64d	26	8	YES
4K	0x7dcbda64e	26	8	YES
4K	0x7dcbda64f	26	8	YES
4K	0x7dcbda650	26	8	YES
4K	0x7dcbda651	26	8	YES
4K	0x7dcbda652	26	8	YES
4K	0x7dcbda653	26	8	YES
4K	0x7dcbda654	26	8	YES
4K	0x7dcbda655	26	8	YES
4K	0x7dcbda656	26	8	YES
4K	0x7dcbda657	26	8	YES
4K	0x7dcbda658	26	8	YES
4K	0x7dcbda659	26	8	YES
4K	0x7dcbda65a	26	8	YES
4K	0x7dcbda65b	26	8	YES
4K	0x7dcbda65c	26	8	YES
4K	0x7dcbda65d	26	8	YES
4K	0x7dcbda65e	26	8	YES
4K	0x7dcbda65f	26	8	YES
4K	0x7dcbda660	26	8	YES
4K	0x7dcbda661	26	8	YES
4K	0x7dcbda662	26	8	YES
4K	0x7dcbda663	26	8	YES
4K	0x7dcbda664	26	8	YES
4K	0x7dcbda665	26	8	YES
4K	0x7dcbda666	26	8	YES
4K	0x7dcbda667	26	8	YES
4K	0x7dcbda668	26	8	YES
4K	0x7dcbda669	26	8	YES
4K	0x7dcbda66a	26	8	YES
4K	0x7dcbda66b	26	8	YES
4K	0x7dcbda66c	26	8	YES
4K	0x7dcbda66d	26	8	YES
4K	0x7dcbda66e	26	8	YES
4K	0x7dcbda66f	26	8	YES
4K	0x7dcbda670	26	8	YES
4K	0x7dcbda671	26	8	YES
4K	0x7dcbda672	26	8	YES
4K	0x7dcbda673	26	8	YES
4K	0x7dcbda674	26	8	YES
4K	0x7dcbda675	26	8	YES
4K	0x7dcbda676	26	8	YES
4K	0x7dcbda677	26	8	YES
4K	0x7dcbda678	26	8	YES
4K	0x7dcbda679	26	8	YES
4K	0x7dcbda67a	26	8	YES
4K	0x7dcbda67b	26	8	YES
4K	0x7dcbda67c	26	8	YES
4K	0x7dcbda67d	26	8	YES
4K	0x7dcbda67e	26	8	YES
4K	0x7dcbda67f	26	8	YES
4K	0x7dcbda680	26	8	YES
4K	0x7dcbda681	26	8	YES
4K	0x7dcbda682	26	8	YES
4K	0x7dcbda683	26	8	YES
4K	0x7dcbda684	26	8	YES
4K	0x7dcbda685	26	8	YES
4K	0x7dcbda686	26	8	YES
4K	0x7dcbda687	26	8	YES
4K	0x7dcbda688	26	8	YES
4K	0x7dcbda689	26	8	YES
4K	0x7dcbda68a	26	8	YES
4K	0x7dcbda68b	26	8	YES
4K	0x7dcbda68c	26	8	YES
4K	0x7dcbda68d	26	8	YES
4K	0x7dcbda68e	26	8	YES
4K	0x7dcbda68f	26	8	YES
4K	0x7dcbda690	26	8	YES
4K	0x7dcbda691	26	8	YES
4K	0x7dcbda692	26	8	YES
4K	0x7dcbda693	26	8	YES
4K	0x7dcbda694	26	8	YES
4K	0x7dcbda695	26	8	YES
4K	0x7dcbda696	26	8	YES
4K	0x7dcbda697	26	8	YES
4K	0x7dcbda698	26	8	YES
4K	0x7dcbda699	26	8	YES
4K	0x7dcbda69a	26	8	YES
4K	0x7dcbda69b	26	8	YES
4K	0x7dcbda69c	26	8	YES
4K	0x7dcbda69d	26	8	YES
4K	0x7dcbda69e	26	8	YES
4K	0x7dcbda69f	26	8	YES
4K	0x7dcbda6a0	26	8	YES
4K	0x7dcbda6a1	26	8	YES
4K	0x7dcbda6a2	26	8	YES
4K	0x7dcbda6a3	26	8	YES
4K	0x7dcbda6a4	26	8	YES
4K	0x7dcbda6a5	26	8	YES
4K	0x7dcbda6a6	26	8	YES
4K	0x7dcbda6a7	26	8	YES
4K	0x7dcbda6a8	26	8	YES
4K	0x7dcbda6a9	26	8	YES
4K	0x7dcbda6aa	26	8	YES
4K	0x7dcbda6ab	26	8	YES
4K	0x7dcbda6ac	26	8	YES
4K	0x7dcbda6ad	26	8	YES
4K	0x7dcbda6ae	26	8	YES
4K	0x7dcbda6af	26	8	YES
4K	0x7dcbda6b0	26	8	YES
4K	0x7dcbda6b1	26	8	YES
4K	0x7dcbda6b2	26	8	YES
4K	0x7dcbda6b3	26	8	YES
4K	0x7dcbda6b4	26	8	YES
4K	0x7dcbda6b5	26	8	YES
4K	0x7dcbda6b6	26	8	YES
4K	0x7dcbda6b7	26	8	YES
4K	0x7dcbda6b8	26	8	YES
4K	0x7dcbda6b9	26	8	YES
4K	0x7dcbda6ba	26	8	YES
4K	0x7dcbda6bb	26	8	YES
4K	0x7dcbda6bc	26	8	YES
4K	0x7dcbda6bd	26	8	YES
4K	0x7dcbda6be	26	8	YES
4K	0x7dcbda6bf	26	8	YES
4K	0x7dcbda6c0	26	8	YES
4K	0x7dcbda6c1	26	8	YES
4K	0x7dcbda6c2	26	8	YES
4K	0x7dcbda6c3	26	8	YES
4K	0x7dcbda6c4	26	8	YES
4K	0x7dcbda6c5	26	8	YES
4K	0x7dcbda6c6	26	8	YES
4K	0x7dcbda6c7	26	8	YES
4K	0x7dcbda6c8	26	8	YES
4K	0x7dcbda6c9	26	8	YES
4K	0x7dcbda6ca	26	8	YES
4K	0x7dcbda6cb	26	8	YES
4K	0x7dcbda6cc	26	8	YES
4K	0x7dcbda6cd	26	8	YES
4K	0x7dcbda6ce	26	8	YES
4K	0x7dcbda6cf	26	8	YES
4K	0x7dcbda6d0	26	8	YES
4K	0x7dcbda6d1	26	8	YES
4K	0x7dcbda6d2	26	8	YES
4K	0x7dcbda6d3	26	8	YES
4K	0x7dcbda6d4	26	8	YES
4K	0x7dcbda6d5	26	8	YES
4K	0x7dcbda6d6	26	8	YES
4K	0x7dcbda6d7	26	8	YES
4K	0x7dcbda6d8	26	8	YES
4K	0x7dcbda6d9	26	8	YES
4K	0x7dcbda6da	26	8	YES
4K	0x7dcbda6db	26	8	YES
4K	0x7dcbda6dc	26	8	YES
4K	0x7dcbda6dd	26	8	YES
4K	0x7dcbda6de	26	8	YES
4K	0x7dcbda6df	26	8	YES
4K	0x7dcbda6e0	26	8	YES
4K	0x7dcbda6e1	26	8	YES
4K	0x7dcbda6e2	26	8	YES
4K	0x7dcbda6e3	26	8	YES
4K	0x7dcbda6e4	26	8	YES
4K	0x7dcbda6e5	26	8	YES
4K	0x7dcbda6e6	26	8	YES
4K	0x7dcbda6e7	26	8	YES
4K	0x7dcbda6e8	26	8	YES
4K	0x7dcbda6e9	26	8	YES
4K	0x7dcbda6ea	26	8	YES
4K	0x7dcbda6eb	26	8	YES
4K	0x7dcbda6ec	26	8	YES
4K	0x7dcbda6ed	26	8	YES
4K	0x7dcbda6ee	26	8	YES
4K	0x7dcbda6ef	26	8	YES
4K	0x7dcbda6f0	26	8	YES
4K	0x7dcbda6f1	26	8	YES
4K	0x7dcbda6f2	26	8	YES
4K	0x7dcbda6f3	26	8	YES
4K	0x7dcbda6f4	26	8	YES
4K	0x7dcbda6f5	26	8	YES
4K	0x7dcbda6f6	26	8	YES
4K	0x7dcbda6f7	26	8	YES
4K	0x7dcbda6f8	26	8	YES
4K	0x7dcbda6f9	26	8	YES
4K	0x7dcbda6fa	26	8	YES
4K	0x7dcbda6fb	26	8	YES
4K	0x7dcbda6fc	26	8	YES
4K	0x7dcbda6fd	26	8	YES
4K	0x7dcbda6fe	26	8	YES
4K	0x7dcbda6ff	26	8	YES
4K	0x7dcbda700	26	8	YES
4K	0x7dcbda701	26	8	YES
4K	0x7dcbda702	26	8	YES
4K	0x7dcbda703	26	8	YES
4K	0x7dcbda704	26	8	YES
4K	0x7dcbda705	26	8	YES
4K	0x7dcbda706	26	8	YES
4K	0x7dcbda707	26	8	YES
4K	0x7dcbda708	26	8	YES
4K	0x7dcbda709	26	8	YES
4K	0x7dcbda70a	26	8	YES
4K	0x7dcbda70b	26	8	YES
4K	0x7dcbda70c	26	8	YES
4K	0x7dcbda70d	26	8	YES
4K	0x7dcbda70e	26	8	YES
4K	0x7dcbda70f	26	8	YES
4K	0x7dcbda710	26	8	YES
4K	0x7dcbda711	26	8	YES
4K	0x7dcbda712	26	8	YES
4K	0x7dcbda713	26	8	YES
4K	0x7dcbda714	26	8	YES
4K	0x7dcbda715	26	8	YES
4K	0x7dcbda716	26	8	YES
4K	0x7dcbda717	26	8	YES
4K	0x7dcbda718	26	8	YES
4K	0x7dcbda719	26	8	YES
4K	0x7dcbda71a	26	8	YES
4K	0x7dcbda71b	26	8	YES
4K	0x7dcbda71c	26	8	YES
4K	0x7dcbda71d	26	8	YES
4K	0x7dcbda71e	26	8	YES
4K	0x7dcbda71f	26	8	YES
4K	0x7dcbda720	26	8	YES
4K	0x7dcbda721	26	8	YES
4K	0x7dcbda722	26	8	YES
4K	0x7dcbda723	26	8	YES
4K	0x7dcbda724	26	8	YES
4K	0x7dcbda725	26	8	YES
4K	0x7dcbda726	26	8	YES
4K	0x7dcbda727	26	8	YES
4K	0x7dcbda728	26	8	YES
4K	0x7dcbda729	26	8	YES
4K	0x7dcbda72a	26	8	YES
4K	0x7dcbda72b	26	8	YES
4K	0x7dcbda72c	26	8	YES
4K	0x7dcbda72d	26	8	YES
4K	0x7dcbda72e	26	8	YES
4K	0x7dcbda72f	26	8	YES
4K	0x7dcbda730	26	8	YES
4K	0x7dcbda731	26	8	YES
4K	0x7dcbda732	26	8	YES
4K	0x7dcbda733	26	8	YES
4K	0x7dcbda734	26	8	YES
4K	0x7dcbda735	26	8	YES
4K	0x7dcbda736	26	8	YES
4K	0x7dcbda737	26	8	YES
4K	0x7dcbda738	26	8	YES
4K	0x7dcbda739	26	8	YES
4K	0x7dcbda73a	26	8	YES
4K	0x7dcbda73b	26	8	YES
4K	0x7dcbda73c	26	8	YES
4K	0x7dcbda73d	26	8	YES
4K	0x7dcbda73e	26	8	YES
4K	0x7dcbda73f	26	8	YES
4K	0x7dcbda740	26	8	YES
4K	0x7dcbda741	26	8	YES
4K	0x7dcbda742	26	8	YES
4K	0x7dcbda743	26	8	YES
4K	0x7dcbda744	26	8	YES
4K	0x7dcbda745	26	8	YES
4K	0x7dcbda746	26	8	YES
4K	0x7dcbda747	26	8	YES
4K	0x7dcbda748	26	8	YES
4K	0x7dcbda749	26	8	YES
4K	0x7dcbda74a	26	8	YES
4K	0x7dcbda74b	26	8	YES
4K	0x7dcbda74c	26	8	YES
4K	0x7dcbda74d	26	8	YES
4K	0x7dcbda74e	26	8	YES
4K	0x7dcbda74f	26	8	YES
4K	0x7dcbda750	26	8	YES
4K	0x7dcbda751	26	8	YES
4K	0x7dcbda752	26	8	YES
4K	0x7dcbda753	26	8	YES
4K	0x7dcbda754	26	8	YES
4K	0x7dcbda755	26	8	YES
4K	0x7dcbda756	26	8	YES
4K	0x7dcbda757	26	8	YES
4K	0x7dcbda758	26	8	YES
4K	0x7dcbda759	26	8	YES
4K	0x7dcbda75a	26	8	YES
4K	0x7dcbda75b	26	8	YES
4K	0x7dcbda75c	26	8	YES
4K	0x7dcbda75d	26	8	YES
4K	0x7dcbda75e	26	8	YES
4K	0x7dcbda75f	26	8	YES
4K	0x7dcbda760	26	8	YES
4K	0x7dcbda761	26	8	YES
4K	0x7dcbda762	26	8	YES
4K	0x7dcbda763	26	8	YES
4K	0x7dcbda764	26	8	YES
4K	0x7dcbda765	26	8	YES
4K	0x7dcbda766	26	8	YES
4K	0x7dcbda767	26	8	YES
4K	0x7dcbda768	26	8	YES
4K	0x7dcbda769	26	8	YES
4K	0x7dcbda76a	26	8	YES
4K	0x7dcbda76b	26	8	YES
4K	0x7dcbda76c	26	8	YES
4K	0x7dcbda76d	26	8	YES
4K	0x7dcbda76e	26	8	YES
4K	0x7dcbda76f	26	8	YES
4K	0x7dcbda770	26	8	YES
4K	0x7dcbda771	26	8	YES
4K	0x7dcbda772	26	8	YES
4K	0x7dcbda773	26	8	YES
4K	0x7dcbda774	26	8	YES
4K	0x7dcbda775	26	8	YES
4K	0x7dcbda776	26	8	YES
4K	0x7dcbda777	26	8	YES
4K	0x7dcbda778	26	8	YES
4K	0x7dcbda779	26	8	YES
4K	0x7dcbda77a	26	8	YES
4K	0x7dcbda77b	26	8	YES
4K	0x7dcbda77c	26	8	YES
4K	0x7dcbda77d	26	8	YES
4K	0x7dcbda77e	26	8	YES
4K	0x7dcbda77f	26	8	YES
4K	0x7dcbda780	26	8	YES
4K	0x7dcbda781	26	8	YES
4K	0x7dcbda782	26	8	YES
4K	0x7dcbda783	26	8	YES
4K	0x7dcbda784	26	8	YES
4K	0x7dcbda785	26	8	YES
4K	0x7dcbda786	26	8	YES
4K	0x7dcbda787	26	8	YES
4K	0x7dcbda788	26	8	YES
4K	0x7dcbda789	26	8	YES
4K	0x7dcbda78a	26	8	YES
4K	0x7dcbda78b	26	8	YES
4K	0x7dcbda78c	26	8	YES
4K	0x7dcbda78d	26	8	YES
4K	0x7dcbda78e	26	8	YES
4K	0x7dcbda78f	26	8	YES
4K	0x7dcbda790	26	8	YES
4K	0x7dcbda791	26	8	YES
4K	0x7dcbda792	26	8	YES
4K	0x7dcbda793	26	8	YES
4K	0x7dcbda794	26	8	YES
4K	0x7dcbda795	26	8	YES
4K	0x7dcbda796	26	8	YES
4K	0x7dcbda797	26	8	YES
4K	0x7dcbda798	26	8	YES
4K	0x7dcbda799	26	8	YES
4K	0x7dcbda79a	26	8	YES
4K	0x7dcbda79b	26	8	YES
4K	0x7dcbda79c	26	8	YES
4K	0x7dcbda79d	26	8	YES
4K	0x7dcbda79e	26	8	YES
4K	0x7dcbda79f	26	8	YES
4K	0x7dcbda7a0	26	8	YES
4K	0x7dcbda7a1	26	8	YES
4K	0x7dcbda7a2	26	8	YES
4K	0x7dcbda7a3	26	8	YES
4K	0x7dcbda7a4	26	8	YES
4K	0x7dcbda7a5	26	8	YES
4K	0x7dcbda7a6	26	8	YES
4K	0x7dcbda7a7	26	8	YES
4K	0x7dcbda7a8	26	8	YES
4K	0x7dcbda7a9	26	8	YES
4K	0x7dcbda7aa	26	8	YES
4K	0x7dcbda7ab	26	8	YES
4K	0x7dcbda7ac	26	8	YES
4K	0x7dcbda7ad	26	8	YES
4K	0x7dcbda7ae	26	8	YES
4K	0x7dcbda7af	26	8	YES
4K	0x7dcbda7b0	26	8	YES
4K	0x7dcbda7b1	26	8	YES
4K	0x7dcbda7b2	26	8	YES
4K	0x7dcbda7b3	26	8	YES
4K	0x7dcbda7b4	26	8	YES
4K	0x7dcbda7b5	26	8	YES
4K	0x7dcbda7b6	26	8	YES
4K	0x7dcbda7b7	26	8	YES
4K	0x7dcbda7b8	26	8	YES
4K	0x7dcbda7b9	26	8	YES
4K	0x7dcbda7ba	26	8	YES
4K	0x7dcbda7bb	26	8	YES
4K	0x7dcbda7bc	26	8	YES
4K	0x7dcbda7bd	26	8	YES
4K	0x7dcbda7be	26	8	YES
4K	0x7dcbda7bf	26	8	YES
4K	0x7dcbda7c0	26	8	YES
4K	0x7dcbda7c1	26	8	YES
4K	0x7dcbda7c2	26	8	YES
4K	0x7dcbda7c3	26	8	YES
4K	0x7dcbda7c4	26	8	YES
4K	0x7dcbda7c5	26	8	YES
4K	0x7dcbda7c6	26	8	YES
4K	0x7dcbda7c7	26	8	YES
4K	0x7dcbda7c8	26	8	YES
4K	0x7dcbda7c9	26	8	YES
4K	0x7dcbda7ca	26	8	YES
4K	0x7dcbda7cb	26	8	YES
4K	0x7dcbda7cc	26	8	YES
4K	0x7dcbda7cd	26	8	YES
4K	0x7dcbda7ce	26	8	YES
4K	0x7dcbda7cf	26	8	YES
4K	0x7dcbda7d0	26	8	YES
4K	0x7dcbda7d1	26	8	YES
4K	0x7dcbda7d2	26	8	YES
4K	0x7dcbda7d3	26	8	YES
4K	0x7dcbda7d4	26	8	YES
4K	0x7dcbda7d5	26	8	YES
4K	0x7dcbda7d6	26	8	YES
4K	0x7dcbda7d7	26	8	YES
4K	0x7dcbda7d8	26	8	YES
4K	0x7dcbda7d9	26	8	YES
4K	0x7dcbda7da	26	8	YES
4K	0x7dcbda7db	26	8	YES
4K	0x7dcbda7dc	26	8	YES
4K	0x7dcbda7dd	26	8	YES
4K	0x7dcbda7de	26	8	YES
4K	0x7dcbda7df	26	8	YES
4K	0x7dcbda7e0	26	8	YES
4K	0x7dcbda7e1	26	8	YES
4K	0x7dcbda7e2	26	8	YES
4K	0x7dcbda7e3	26	8	YES
4K	0x7dcbda7e4	26	8	YES
4K	0x7dcbda7e5	26	8	YES
4K	0x7dcbda7e6	26	8	YES
4K	0x7dcbda7e7	26	8	YES
4K	0x7dcbda7e8	26	8	YES
4K	0x7dcbda7e9	26	8	YES
4K	0x7dcbda7ea	26	8	YES
4K	0x7dcbda7eb	26	8	YES
4K	0x7dcbda7ec	26	8	YES
4K	0x7dcbda7ed	26	8	YES
4K	0x7dcbda7ee	26	8	YES
4K	0x7dcbda7ef	26	8	YES
4K	0x7dcbda7f0	26	8	YES
4K	0x7dcbda7f1	26	8	YES
4K	0x7dcbda7f2	26	8	YES
4K	0x7dcbda7f3	26	8	YES
4K	0x7dcbda7f4	26	8	YES
4K	0x7dcbda7f5	26	8	YES
4K	0x7dcbda7f6	26	8	YES
4K	0x7dcbda7f7	26	8	YES
4K	0x7dcbda7f8	26	8	YES
4K	0x7dcbda7f9	26	8	YES
4K	0x7dcbda7fa	26	8	YES
4K	0x7dcbda7fb	26	8	YES
4K	0x7dcbda7fc	26	8	YES
4K	0x7dcbda7fd	26	8	YES
4K	0x7dcbda7fe	26	8	YES
4K	0x7dcbda7ff	26	8	YES
4K	0x7dcbda800	26	8	YES
4K	0x7dcbda801	26	8	YES
4K	0x7dcbda802	26	8	YES
4K	0x7dcbda803	26	8	YES
4K	0x7dcbda804	26	8	YES
4K	0x7dcbda805	26	8	YES
4K	0x7dcbda806	26	8	YES
4K	0x7dcbda807	26	8	YES
4K	0x7dcbda808	26	8	YES
4K	0x7dcbda809	26	8	YES
4K	0x7dcbda80a	26	8	YES
4K	0x7dcbda80b	26	8	YES
4K	0x7dcbda80c	26	8	YES
4K	0x7dcbda80d	26	8	YES
4K	0x7dcbda80e	26	8	YES
4K	0x7dcbda80f	26	8	YES
4K	0x7dcbda810	26	8	YES
4K	0x7dcbda811	26	8	YES
4K	0x7dcbda812	26	8	YES
4K	0x7dcbda813	26	8	YES
4K	0x7dcbda814	26	8	YES
4K	0x7dcbda815	26	8	YES
4K	0x7dcbda816	26	8	YES
4K	0x7dcbda817	26	8	YES
4K	0x7dcbda818	26	8	YES
4K	0x7dcbda819	26	8	YES
4K	0x7dcbda81a	26	8	YES
4K	0x7dcbda81b	26	8	YES
4K	0x7dcbda81c	26	8	YES
4K	0x7dcbda81d	26	8	YES
4K	0x7dcbda81e	26	8	YES
4K	0x7dcbda81f	26	8	YES
4K	0x7dcbda820	26	8	YES
4K	0x7dcbda821	26	8	YES
4K	0x7dcbda822	26	8	YES
4K	0x7dcbda823	26	8	YES
4K	0x7dcbda824	26	8	YES
4K	0x7dcbda825	26	8	YES
4K	0x7dcbda826	26	8	YES
4K	0x7dcbda827	26	8	YES
4K	0x7dcbda828	26	8	YES
4K	0x7dcbda829	26	8	YES
4K	0x7dcbda82a	26	8	YES
4K	0x7dcbda82b	26	8	YES
4K	0x7dcbda82c	26	8	YES
4K	0x7dcbda82d	26	8	YES
4K	0x7dcbda82e	26	8	YES
4K	0x7dcbda82f	26	8	YES
