family	profile_id	kernel_index	kernel_role	kernel_name	grid_size	block_size	metric_name	unit	value	replay_pass_count
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	454656.0	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40755424.0	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	982240.0	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	36359040.0	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	640.0	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	gpu__time_duration.sum	ns	62368.0	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	gpu__time_duration.sum	ns	4480.0	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	165526.0	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1083744.0	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes_read.sum	byte	34698496.0	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes_read.sum	byte	640.0	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	55.13	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.52	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	5.73	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
critical	L14_UP_D3_PERSIST_L14_UP	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	32.8	3
critical	L14_UP_D3_PERSIST_L14_UP	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	46829568.0	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	454656.0	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40693568.0	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	982816.0	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	45812480.0	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	768.0	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	gpu__time_duration.sum	ns	76096.0	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	gpu__time_duration.sum	ns	4480.0	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	146614.0	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes_read.sum	byte	35279872.0	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes_read.sum	byte	768.0	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	60.85	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.5	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	4.6	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
critical	L14_UP_D3_SETASIDE_ONLY	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	33.45	3
critical	L14_UP_D3_SETASIDE_ONLY	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	46829568.0	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	454656.0	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40844160.0	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	983392.0	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	14925824.0	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	256.0	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	gpu__time_duration.sum	ns	41376.0	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	gpu__time_duration.sum	ns	4320.0	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	791142.0	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	459988.0	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes_read.sum	byte	14720768.0	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes_read.sum	byte	256.0	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	28.52	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.89	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	8.73	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.41	3
rotating	ROTATE_PERSIST_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	31.85	3
rotating	ROTATE_PERSIST_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	46829568.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	l1tex__t_bytes.sum	byte	454656.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_bytes.sum	byte	40742656.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_bytes.sum	byte	983552.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes.sum	byte	27185152.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes.sum	byte	70144.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	gpu__time_duration.sum	ns	48512.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	gpu__time_duration.sum	ns	4928.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	402174.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	846540.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	dram__bytes_read.sum	byte	27106432.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	dram__bytes_read.sum	byte	70144.0	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	43.8	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	7.29	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	7.41	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.34	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	32.4	3
rotating	ROTATE_NORMAL_CONTROL_A_B_A	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
shared	L0_DOWN_D3_ROTATE_CONTROL_3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	l1tex__t_bytes.sum	byte	45846528.0	3
