deployment_id	scenario	phase	decode_step	launch_ordinal_within_phase	function_name	code_object_identity	grid	block	stream	duration_ns	phase_duration_share	semantic_class
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	300	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	2048x1x1	128x1x1	7	4256	0.000012387	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	301	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	21792	0.000063428	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	302	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	26592	0.000077398	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	303	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)128, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)128, (int)64, (int)64, (int)4, cutlass::half_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	UNKNOWN_BY_NSYS	32x1x28	128x1x1	7	356962	0.001038970	ATTENTION_CORE
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	304	awq_dequantize_kernel	UNKNOWN_BY_NSYS	14x112x1	128x1x1	7	25920	0.000075442	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	305	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x2x1	256x1x1	7	505602	0.001471600	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	306	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	38592	0.000112325	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	307	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	31264	0.000090997	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	308	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	41888	0.000121919	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	309	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	UNKNOWN_BY_NSYS	128x1x1	32x16x1	7	11264	0.000032785	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	310	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1248	0.000003632	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	311	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	928	0.000002701	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	312	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	28672x1x1	128x1x1	7	21121	0.000061475	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	313	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	20512	0.000059702	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	314	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	20576	0.000059888	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	315	awq_dequantize_kernel	UNKNOWN_BY_NSYS	74x112x1	128x1x1	7	258593	0.000752658	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	316	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x10x1	256x1x1	7	2668875	0.007768000	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	317	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 5)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	75776x1x1	128x1x1	7	201089	0.000585288	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	318	awq_dequantize_kernel	UNKNOWN_BY_NSYS	74x112x1	128x1x1	7	278657	0.000811056	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	319	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x10x1	256x1x1	7	2667275	0.007763343	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	320	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	UNKNOWN_BY_NSYS	75776x1x1	128x1x1	7	342817	0.000997800	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	321	awq_dequantize_kernel	UNKNOWN_BY_NSYS	14x592x1	128x1x1	7	255745	0.000744369	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	322	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_128x128_32x4_nn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x4x1	128x1x1	7	2610987	0.007599512	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	323	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	41792	0.000121639	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	324	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	21248	0.000061844	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	325	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	29889	0.000086995	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	326	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	UNKNOWN_BY_NSYS	128x1x1	32x16x1	7	10720	0.000031202	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	327	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1312	0.000003819	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	328	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	896	0.000002608	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	329	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	28672x1x1	128x1x1	7	21056	0.000061285	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	330	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	20832	0.000060633	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	331	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	20704	0.000060261	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	332	awq_dequantize_kernel	UNKNOWN_BY_NSYS	14x112x1	128x1x1	7	26272	0.000076467	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	333	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x2x1	256x1x1	7	504514	0.001468433	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	334	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	20448	0.000059516	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	335	awq_dequantize_kernel	UNKNOWN_BY_NSYS	2x112x1	128x1x1	7	5120	0.000014902	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	336	[CUDA memset]	UNKNOWN_BY_NSYS	xx	xx	7	640	0.000001863	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	337	ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_stages_32x1_nn	UNKNOWN_BY_NSYS	2x32x2	128x1x1	7	86849	0.000252782	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	338	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	2048x1x1	128x1x1	7	5792	0.000016858	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	339	awq_dequantize_kernel	UNKNOWN_BY_NSYS	2x112x1	128x1x1	7	4320	0.000012574	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	340	[CUDA memset]	UNKNOWN_BY_NSYS	xx	xx	7	672	0.000001956	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	341	ampere_fp16_s1688gemm_fp16_256x64_ldg8_f2f_stages_32x1_nn	UNKNOWN_BY_NSYS	2x32x2	128x1x1	7	86848	0.000252779	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	342	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	2048x1x1	128x1x1	7	5760	0.000016765	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	343	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	23232	0.000067619	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	344	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	7168x1x1	128x1x1	7	9248	0.000026917	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	345	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	UNKNOWN_BY_NSYS	152x2x1	512x1x1	7	37152	0.000108134	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	346	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	19360	0.000056349	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	347	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	28320	0.000082428	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	348	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	2048x1x1	128x1x1	7	8673	0.000025244	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	349	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	1024x1x1	128x1x1	7	2592	0.000007544	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	350	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	UNKNOWN_BY_NSYS	152x2x1	512x1x1	7	7296	0.000021236	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	351	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	2048x1x1	128x1x1	7	3904	0.000011363	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	352	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	2048x1x1	128x1x1	7	4224	0.000012294	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	353	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	21792	0.000063428	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	354	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	26528	0.000077212	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	355	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)128, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)128, (int)64, (int)64, (int)4, cutlass::half_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	UNKNOWN_BY_NSYS	32x1x28	128x1x1	7	353185	0.001027977	ATTENTION_CORE
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	356	awq_dequantize_kernel	UNKNOWN_BY_NSYS	14x112x1	128x1x1	7	26528	0.000077212	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	357	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x2x1	256x1x1	7	505218	0.001470482	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	358	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	39233	0.000114191	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	359	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	30720	0.000089413	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	360	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	41472	0.000120708	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	361	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	UNKNOWN_BY_NSYS	128x1x1	32x16x1	7	11200	0.000032599	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	362	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	1216	0.000003539	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	363	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	4x1x1	128x1x1	7	896	0.000002608	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	364	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	28672x1x1	128x1x1	7	21120	0.000061472	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	365	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	20576	0.000059888	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	366	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	UNKNOWN_BY_NSYS	14336x1x1	128x1x1	7	20544	0.000059795	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	367	awq_dequantize_kernel	UNKNOWN_BY_NSYS	74x112x1	128x1x1	7	256449	0.000746418	QUANT_DEQUANT
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	368	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_nn_align8>(T1::Params)	UNKNOWN_BY_NSYS	128x10x1	256x1x1	7	2669451	0.007769676	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	369	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 5)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	UNKNOWN_BY_NSYS	75776x1x1	128x1x1	7	200673	0.000584077	UNKNOWN
qwen25_7b_awq_autoawq_unfused	S2_TEXT	PREFILL	NA	370	awq_dequantize_kernel	UNKNOWN_BY_NSYS	74x112x1	128x1x1	7	279361	0.000813105	QUANT_DEQUANT
