run	static_index	classification	active_lane_events	unique_va	pages4k	pages64k	pages2m	lines128	object
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	825	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	827	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	829	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	831	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	833	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	835	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	837	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	839	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	841	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	843	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	845	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	847	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	849	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	851	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	853	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	855	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	857	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	859	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	861	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	862	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	863	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	937	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	939	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	941	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	943	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	945	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	947	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	948	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	949	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	982	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	983	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	1003	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	1008	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	1012	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	1013	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	1065	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	1067	ZERO_EXECUTION_PROVEN	0	0	0	0	0	0	UNKNOWN_RUNTIME
C16R_qwen25-7b-raw_s2-text_decode_nvbit-warp-mref-shard_v10-semantic-downproj-r2_20260916T005000Z_cc10cc10cc10	1085	EXECUTED_SHARD	7168	3584	3	1	1	56	UNKNOWN_RUNTIME
