evidence_class	frozen_fast64_framework_sha	workload	dimension	physical_point_kib	mode	modeled_pool	row_disposition	compact_evidence_path	compact_evidence_sha256	raw_metric	raw_value	normalization	denominator	normalized_value	unit	formula	provenance
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	physical_allocations	507647	per_simulated_cycle	548243	0.925952543	physical_allocations events per simulated cycle	physical_allocations / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	physical_allocations	507647	per_sm_cycle	35087552	0.014468008	physical_allocations events per SM-cycle	physical_allocations / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	physical_releases	499455	per_1m_instructions	444467849	1123.714574910	physical_releases events per 1M instructions	physical_releases / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	physical_releases	499455	per_simulated_cycle	548243	0.911010264	physical_releases events per simulated cycle	physical_releases / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	physical_releases	499455	per_sm_cycle	35087552	0.014234535	physical_releases events per SM-cycle	physical_releases / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	physical_releases	499455	per_1m_lower_requests	507647	983862.802301599	physical_releases events per 1M lower requests	physical_releases / lower_requests_created * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_out_of_order_retires	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_instructions	444467849	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_out_of_order_retires events per 1M instructions	oo_out_of_order_retires / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_out_of_order_retires	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_simulated_cycle	548243	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_out_of_order_retires events per simulated cycle	oo_out_of_order_retires / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_out_of_order_retires	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_sm_cycle	35087552	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_out_of_order_retires events per SM-cycle	oo_out_of_order_retires / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_out_of_order_retires	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_lower_requests	507647	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_out_of_order_retires events per 1M lower requests	oo_out_of_order_retires / lower_requests_created * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_immediate_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_instructions	444467849	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_immediate_reclaims events per 1M instructions	oo_immediate_reclaims / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_immediate_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_simulated_cycle	548243	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_immediate_reclaims events per simulated cycle	oo_immediate_reclaims / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_immediate_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_sm_cycle	35087552	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_immediate_reclaims events per SM-cycle	oo_immediate_reclaims / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_immediate_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_lower_requests	507647	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_immediate_reclaims events per 1M lower requests	oo_immediate_reclaims / lower_requests_created * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_deferred_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_instructions	444467849	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_deferred_reclaims events per 1M instructions	oo_deferred_reclaims / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_deferred_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_simulated_cycle	548243	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_deferred_reclaims events per simulated cycle	oo_deferred_reclaims / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_deferred_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_sm_cycle	35087552	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_deferred_reclaims events per SM-cycle	oo_deferred_reclaims / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_deferred_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_lower_requests	507647	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_deferred_reclaims events per 1M lower requests	oo_deferred_reclaims / lower_requests_created * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_final_ref_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_instructions	444467849	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_final_ref_reclaims events per 1M instructions	oo_final_ref_reclaims / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_final_ref_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_simulated_cycle	548243	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_final_ref_reclaims events per simulated cycle	oo_final_ref_reclaims / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_final_ref_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_sm_cycle	35087552	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_final_ref_reclaims events per SM-cycle	oo_final_ref_reclaims / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_final_ref_reclaims	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_lower_requests	507647	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_final_ref_reclaims events per 1M lower requests	oo_final_ref_reclaims / lower_requests_created * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_wakeups	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_instructions	444467849	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_wakeups events per 1M instructions	oo_wakeups / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_wakeups	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_simulated_cycle	548243	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_wakeups events per simulated cycle	oo_wakeups / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_wakeups	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_sm_cycle	35087552	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_wakeups events per SM-cycle	oo_wakeups / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	IO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_io.json	84f5d918cb3efbc6159765910b4f4b21c57d288ad895b6e5499b1c31999ed9c7	oo_wakeups	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	per_1m_lower_requests	507647	NA_NOT_REPORTED_IN_ACCEPTED_COMPACT	oo_wakeups events per 1M lower requests	oo_wakeups / lower_requests_created * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	cycles	171828	per_1m_instructions	444467849	386.592641935	cycles per 1M instructions	cycles / instruction * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_requests_created	501958	per_1m_instructions	444467849	1129.346028356	lower_requests_created events per 1M instructions	lower_requests_created / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_requests_created	501958	per_simulated_cycle	171828	2.921281747	lower_requests_created events per simulated cycle	lower_requests_created / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_requests_created	501958	per_sm_cycle	10996992	0.045645027	lower_requests_created events per SM-cycle	lower_requests_created / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_requests_issued	501958	per_1m_instructions	444467849	1129.346028356	lower_requests_issued events per 1M instructions	lower_requests_issued / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_requests_issued	501958	per_simulated_cycle	171828	2.921281747	lower_requests_issued events per simulated cycle	lower_requests_issued / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_requests_issued	501958	per_sm_cycle	10996992	0.045645027	lower_requests_issued events per SM-cycle	lower_requests_issued / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_requests_issued	501958	per_1m_lower_requests	501958	1000000.000000000	lower_requests_issued events per 1M lower requests	lower_requests_issued / lower_requests_created * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_responses	501958	per_1m_instructions	444467849	1129.346028356	lower_responses events per 1M instructions	lower_responses / instructions * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_responses	501958	per_simulated_cycle	171828	2.921281747	lower_responses events per simulated cycle	lower_responses / cycles	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_responses	501958	per_sm_cycle	10996992	0.045645027	lower_responses events per SM-cycle	lower_responses / (64 * cycles)	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
ACCEPTED_FAST64_EVIDENCE	18a68dcccd795f1b6cda75504e9450d00c9cee02	Btree	physical	16.5	OO	132_lines_16896B	STRICT_TERMINAL_SENSITIVITY	docs/dtc_l1/fast64/generated/fast64_6_precomputed_v1/fast64_sens_v1_btree_physical16p5_oo.json	749a07f87ea118c01471530195d1ef4ab03c09cdd180efe70635b804b5dd5dbb	lower_responses	501958	per_1m_lower_requests	501958	1000000.000000000	lower_responses events per 1M lower requests	lower_responses / lower_requests_created * 1e6	EXISTING_DATA_DERIVED_ANALYSIS; raw_metric from compact_evidence_path/SHA in this row; SM_COUNT=64 from FAST64_PLATFORM_CONTRACT.md
