seed	budget	roi	metric	reference_value	estimate	absolute_error	relative_error_fraction	relative_error_percent	interpretation
15012	8	prefill	vm_l2_tlb_misses	45227	54322	9095	0.20109669003	20.109669003	predeclared random-selection variability only; not a context-bias or population CI
15012	8	prefill	vm_translation_walk_starts	20816	23701	2885	0.138595311299	13.8595311299	predeclared random-selection variability only; not a context-bias or population CI
15012	8	prefill	vm_pte_requests	20899	23874	2975	0.142351308675	14.2351308675	predeclared random-selection variability only; not a context-bias or population CI
15012	8	prefill	vm_pte_dram_responses	8629	6920	1709	0.198053076834	19.8053076834	predeclared random-selection variability only; not a context-bias or population CI
15012	8	decode1	gpu_sim_cycle	34564626	6081875	28482751	0.82404337313	82.404337313	predeclared random-selection variability only; not a context-bias or population CI
15012	8	decode1	vm_l1_tlb_accesses	76015393	1005105	75010288	0.986777612266	98.6777612266	predeclared random-selection variability only; not a context-bias or population CI
15012	8	decode1	vm_l1_tlb_misses	57947	27565	30382	0.524306694048	52.4306694048	predeclared random-selection variability only; not a context-bias or population CI
15012	8	decode1	vm_l2_tlb_accesses	57947	27565	30382	0.524306694048	52.4306694048	predeclared random-selection variability only; not a context-bias or population CI
15012	8	decode1	vm_l2_tlb_misses	22220	13505	8715	0.392214221422	39.2214221422	predeclared random-selection variability only; not a context-bias or population CI
15012	8	decode1	vm_translation_walk_starts	15691	740	14951	0.952839207189	95.2839207189	predeclared random-selection variability only; not a context-bias or population CI
15012	8	decode1	vm_pte_requests	15796	740	15056	0.953152696885	95.3152696885	predeclared random-selection variability only; not a context-bias or population CI
15012	8	decode1	vm_pte_dram_responses	4134	370	3764	0.910498306725	91.0498306725	predeclared random-selection variability only; not a context-bias or population CI
15012	12	prefill	gpu_sim_cycle	62490238	32419392.6667	30070845.3333	0.48120868628	48.120868628	predeclared random-selection variability only; not a context-bias or population CI
15012	12	prefill	vm_l1_tlb_accesses	94168155	38716938.6667	55451216.3333	0.58885316733	58.885316733	predeclared random-selection variability only; not a context-bias or population CI
15012	12	prefill	vm_l1_tlb_misses	1119527	425580	693947	0.619857314741	61.9857314741	predeclared random-selection variability only; not a context-bias or population CI
15012	12	prefill	vm_l2_tlb_accesses	1119527	425580	693947	0.619857314741	61.9857314741	predeclared random-selection variability only; not a context-bias or population CI
15012	12	prefill	vm_l2_tlb_misses	45227	11994.6666667	33232.3333333	0.734789690524	73.4789690524	predeclared random-selection variability only; not a context-bias or population CI
15012	12	prefill	vm_translation_walk_starts	20816	3921.33333333	16894.6666667	0.81161926723	81.161926723	predeclared random-selection variability only; not a context-bias or population CI
15012	12	prefill	vm_pte_requests	20899	3921.33333333	16977.6666667	0.812367417899	81.2367417899	predeclared random-selection variability only; not a context-bias or population CI
15012	12	prefill	vm_pte_dram_responses	8629	1153.33333333	7475.66666667	0.866342179472	86.6342179472	predeclared random-selection variability only; not a context-bias or population CI
15012	12	decode1	gpu_sim_cycle	34564626	6021996.66667	28542629.3333	0.82577573191	82.577573191	predeclared random-selection variability only; not a context-bias or population CI
15012	12	decode1	vm_l1_tlb_accesses	76015393	845450	75169943	0.988877910557	98.8877910557	predeclared random-selection variability only; not a context-bias or population CI
15012	12	decode1	vm_l1_tlb_misses	57947	26023.3333333	31923.6666667	0.550911465074	55.0911465074	predeclared random-selection variability only; not a context-bias or population CI
15012	12	decode1	vm_l2_tlb_accesses	57947	26023.3333333	31923.6666667	0.550911465074	55.0911465074	predeclared random-selection variability only; not a context-bias or population CI
15012	12	decode1	vm_l2_tlb_misses	22220	12210	10010	0.450495049505	45.0495049505	predeclared random-selection variability only; not a context-bias or population CI
15012	12	decode1	vm_translation_walk_starts	15691	493.333333333	15197.6666667	0.968559471459	96.8559471459	predeclared random-selection variability only; not a context-bias or population CI
15012	12	decode1	vm_pte_requests	15796	616.666666667	15179.3333333	0.960960580738	96.0960580738	predeclared random-selection variability only; not a context-bias or population CI
15012	12	decode1	vm_pte_dram_responses	4134	493.333333333	3640.66666667	0.880664408966	88.0664408966	predeclared random-selection variability only; not a context-bias or population CI
15012	24	prefill	gpu_sim_cycle	62490238	45598186.6667	16892051.3333	0.27031504238	27.031504238	predeclared random-selection variability only; not a context-bias or population CI
15012	24	prefill	vm_l1_tlb_accesses	94168155	73335738	20832417	0.221225710539	22.1225710539	predeclared random-selection variability only; not a context-bias or population CI
15012	24	prefill	vm_l1_tlb_misses	1119527	483650.333333	635876.666667	0.567986896847	56.7986896847	predeclared random-selection variability only; not a context-bias or population CI
15012	24	prefill	vm_l2_tlb_accesses	1119527	483650.333333	635876.666667	0.567986896847	56.7986896847	predeclared random-selection variability only; not a context-bias or population CI
15012	24	prefill	vm_l2_tlb_misses	45227	26180.6666667	19046.3333333	0.421127497586	42.1127497586	predeclared random-selection variability only; not a context-bias or population CI
15012	24	prefill	vm_translation_walk_starts	20816	9630.33333333	11185.6666667	0.537359082757	53.7359082757	predeclared random-selection variability only; not a context-bias or population CI
15012	24	prefill	vm_pte_requests	20899	9688	11211	0.536437150103	53.6437150103	predeclared random-selection variability only; not a context-bias or population CI
15012	24	prefill	vm_pte_dram_responses	8629	2652.66666667	5976.33333333	0.692587012786	69.2587012786	predeclared random-selection variability only; not a context-bias or population CI
15012	24	decode1	gpu_sim_cycle	34564626	35342955	778329	0.0225180796112	2.25180796112	predeclared random-selection variability only; not a context-bias or population CI
15012	24	decode1	vm_l1_tlb_accesses	76015393	85204155	9188762	0.12088028013	12.088028013	predeclared random-selection variability only; not a context-bias or population CI
15012	24	decode1	vm_l1_tlb_misses	57947	42180	15767	0.272093464718	27.2093464718	predeclared random-selection variability only; not a context-bias or population CI
15012	24	decode1	vm_l2_tlb_accesses	57947	42180	15767	0.272093464718	27.2093464718	predeclared random-selection variability only; not a context-bias or population CI
15012	24	decode1	vm_l2_tlb_misses	22220	12888.3333333	9331.66666667	0.4199669967	41.99669967	predeclared random-selection variability only; not a context-bias or population CI
15012	24	decode1	vm_translation_walk_starts	15691	8386.66666667	7304.33333333	0.465511014807	46.5511014807	predeclared random-selection variability only; not a context-bias or population CI
15012	24	decode1	vm_pte_requests	15796	8386.66666667	7409.33333333	0.469063898033	46.9063898033	predeclared random-selection variability only; not a context-bias or population CI
15012	24	decode1	vm_pte_dram_responses	4134	2158.33333333	1975.66666667	0.477906789228	47.7906789228	predeclared random-selection variability only; not a context-bias or population CI
15012	48	prefill	gpu_sim_cycle	62490238	50131609.0435	12358628.9565	0.197768953233	19.7768953233	predeclared random-selection variability only; not a context-bias or population CI
15012	48	prefill	vm_l1_tlb_accesses	94168155	75165160.3478	19002994.6522	0.201798523632	20.1798523632	predeclared random-selection variability only; not a context-bias or population CI
15012	48	prefill	vm_l1_tlb_misses	1119527	678731.652174	440795.347826	0.393733556963	39.3733556963	predeclared random-selection variability only; not a context-bias or population CI
15012	48	prefill	vm_l2_tlb_accesses	1119527	678731.652174	440795.347826	0.393733556963	39.3733556963	predeclared random-selection variability only; not a context-bias or population CI
15012	48	prefill	vm_l2_tlb_misses	45227	29244.5217391	15982.4782609	0.35338355984	35.338355984	predeclared random-selection variability only; not a context-bias or population CI
15012	48	prefill	vm_translation_walk_starts	20816	9688	11128	0.534588777863	53.4588777863	predeclared random-selection variability only; not a context-bias or population CI
15012	48	prefill	vm_pte_requests	20899	9688	11211	0.536437150103	53.6437150103	predeclared random-selection variability only; not a context-bias or population CI
15012	48	prefill	vm_pte_dram_responses	8629	2587.47826087	6041.52173913	0.700141585251	70.0141585251	predeclared random-selection variability only; not a context-bias or population CI
15012	48	decode1	gpu_sim_cycle	34564626	10408899.2	24155726.8	0.698856883335	69.8856883335	predeclared random-selection variability only; not a context-bias or population CI
15012	48	decode1	vm_l1_tlb_accesses	76015393	13434522.4	62580870.6	0.82326576408	82.326576408	predeclared random-selection variability only; not a context-bias or population CI
15012	48	decode1	vm_l1_tlb_misses	57947	31080	26867	0.463647816108	46.3647816108	predeclared random-selection variability only; not a context-bias or population CI
15012	48	decode1	vm_l2_tlb_accesses	57947	31080	26867	0.463647816108	46.3647816108	predeclared random-selection variability only; not a context-bias or population CI
15012	48	decode1	vm_l2_tlb_misses	22220	5535.2	16684.8	0.750891089109	75.0891089109	predeclared random-selection variability only; not a context-bias or population CI
15012	48	decode1	vm_translation_walk_starts	15691	1302.4	14388.6	0.916997004652	91.6997004652	predeclared random-selection variability only; not a context-bias or population CI
15012	48	decode1	vm_pte_requests	15796	1332	14464	0.915674854394	91.5674854394	predeclared random-selection variability only; not a context-bias or population CI
15012	48	decode1	vm_pte_dram_responses	4134	414.4	3719.6	0.899758103532	89.9758103532	predeclared random-selection variability only; not a context-bias or population CI
15013	8	prefill	gpu_sim_cycle	62490238	30377243	32112995	0.513888185223	51.3888185223	predeclared random-selection variability only; not a context-bias or population CI
15013	8	prefill	vm_l1_tlb_accesses	94168155	46768128	47400027	0.5033551629	50.33551629	predeclared random-selection variability only; not a context-bias or population CI
15013	8	prefill	vm_l1_tlb_misses	1119527	1486589	367062	0.32787239611	32.787239611	predeclared random-selection variability only; not a context-bias or population CI
15013	8	prefill	vm_l2_tlb_accesses	1119527	1486589	367062	0.32787239611	32.787239611	predeclared random-selection variability only; not a context-bias or population CI
15013	8	prefill	vm_l2_tlb_misses	45227	0	45227	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	8	prefill	vm_translation_walk_starts	20816	0	20816	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	8	prefill	vm_pte_requests	20899	0	20899	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	8	prefill	vm_pte_dram_responses	8629	0	8629	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	8	decode1	gpu_sim_cycle	34564626	9747835	24816791	0.717982338359	71.7982338359	predeclared random-selection variability only; not a context-bias or population CI
15013	8	decode1	vm_l1_tlb_accesses	76015393	2948160	73067233	0.961216276288	96.1216276288	predeclared random-selection variability only; not a context-bias or population CI
15013	8	decode1	vm_l1_tlb_misses	57947	79550	21603	0.372806184962	37.2806184962	predeclared random-selection variability only; not a context-bias or population CI
15013	8	decode1	vm_l2_tlb_accesses	57947	79550	21603	0.372806184962	37.2806184962	predeclared random-selection variability only; not a context-bias or population CI
15013	8	decode1	vm_l2_tlb_misses	22220	0	22220	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	8	decode1	vm_translation_walk_starts	15691	0	15691	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	8	decode1	vm_pte_requests	15796	0	15796	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	8	decode1	vm_pte_dram_responses	4134	0	4134	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	12	prefill	gpu_sim_cycle	62490238	124910382.667	62420144.6667	0.998878331471	99.8878331471	predeclared random-selection variability only; not a context-bias or population CI
15013	12	prefill	vm_l1_tlb_accesses	94168155	216134436	121966281	1.29519667238	129.519667238	predeclared random-selection variability only; not a context-bias or population CI
15013	12	prefill	vm_l1_tlb_misses	1119527	1894234.66667	774707.666667	0.691995518345	69.1995518345	predeclared random-selection variability only; not a context-bias or population CI
15013	12	prefill	vm_l2_tlb_accesses	1119527	1894234.66667	774707.666667	0.691995518345	69.1995518345	predeclared random-selection variability only; not a context-bias or population CI
15013	12	prefill	vm_l2_tlb_misses	45227	58128	12901	0.285249961306	28.5249961306	predeclared random-selection variability only; not a context-bias or population CI
15013	12	prefill	vm_translation_walk_starts	20816	29410	8594	0.412855495772	41.2855495772	predeclared random-selection variability only; not a context-bias or population CI
15013	12	prefill	vm_pte_requests	20899	29410	8511	0.407244365759	40.7244365759	predeclared random-selection variability only; not a context-bias or population CI
15013	12	prefill	vm_pte_dram_responses	8629	7612	1017	0.117858384517	11.7858384517	predeclared random-selection variability only; not a context-bias or population CI
15013	12	decode1	gpu_sim_cycle	34564626	5076153.33333	29488472.6667	0.853140221065	85.3140221065	predeclared random-selection variability only; not a context-bias or population CI
15013	12	decode1	vm_l1_tlb_accesses	76015393	477546.666667	75537846.3333	0.993717763629	99.3717763629	predeclared random-selection variability only; not a context-bias or population CI
15013	12	decode1	vm_l1_tlb_misses	57947	493.333333333	57453.6666667	0.991486473272	99.1486473272	predeclared random-selection variability only; not a context-bias or population CI
15013	12	decode1	vm_l2_tlb_accesses	57947	493.333333333	57453.6666667	0.991486473272	99.1486473272	predeclared random-selection variability only; not a context-bias or population CI
15013	12	decode1	vm_l2_tlb_misses	22220	0	22220	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	12	decode1	vm_translation_walk_starts	15691	0	15691	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	12	decode1	vm_pte_requests	15796	0	15796	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	12	decode1	vm_pte_dram_responses	4134	0	4134	1	100	predeclared random-selection variability only; not a context-bias or population CI
15013	24	prefill	gpu_sim_cycle	62490238	35836373.3333	26653864.6667	0.426528454999	42.6528454999	predeclared random-selection variability only; not a context-bias or population CI
15013	24	prefill	vm_l1_tlb_accesses	94168155	44179990.3333	49988164.6667	0.530839376291	53.0839376291	predeclared random-selection variability only; not a context-bias or population CI
15013	24	prefill	vm_l1_tlb_misses	1119527	867941	251586	0.224725263437	22.4725263437	predeclared random-selection variability only; not a context-bias or population CI
15013	24	prefill	vm_l2_tlb_accesses	1119527	867941	251586	0.224725263437	22.4725263437	predeclared random-selection variability only; not a context-bias or population CI
15013	24	prefill	vm_l2_tlb_misses	45227	35522.6666667	9704.33333333	0.214569468091	21.4569468091	predeclared random-selection variability only; not a context-bias or population CI
15013	24	prefill	vm_translation_walk_starts	20816	5824.33333333	14991.6666667	0.720199205739	72.0199205739	predeclared random-selection variability only; not a context-bias or population CI
15013	24	prefill	vm_pte_requests	20899	5882	15017	0.718551126848	71.8551126848	predeclared random-selection variability only; not a context-bias or population CI
15013	24	prefill	vm_pte_dram_responses	8629	1730	6899	0.799513269208	79.9513269208	predeclared random-selection variability only; not a context-bias or population CI
15013	24	decode1	gpu_sim_cycle	34564626	6893655	27670971	0.80055751218	80.055751218	predeclared random-selection variability only; not a context-bias or population CI
15013	24	decode1	vm_l1_tlb_accesses	76015393	6000968.33333	70014424.6667	0.921055879651	92.1055879651	predeclared random-selection variability only; not a context-bias or population CI
15013	24	decode1	vm_l1_tlb_misses	57947	11038.3333333	46908.6666667	0.809509839451	80.9509839451	predeclared random-selection variability only; not a context-bias or population CI
15013	24	decode1	vm_l2_tlb_accesses	57947	11038.3333333	46908.6666667	0.809509839451	80.9509839451	predeclared random-selection variability only; not a context-bias or population CI
15013	24	decode1	vm_l2_tlb_misses	22220	3885	18335	0.825157515752	82.5157515752	predeclared random-selection variability only; not a context-bias or population CI
15013	24	decode1	vm_translation_walk_starts	15691	493.333333333	15197.6666667	0.968559471459	96.8559471459	predeclared random-selection variability only; not a context-bias or population CI
15013	24	decode1	vm_pte_requests	15796	493.333333333	15302.6666667	0.96876846459	96.876846459	predeclared random-selection variability only; not a context-bias or population CI
15013	24	decode1	vm_pte_dram_responses	4134	123.333333333	4010.66666667	0.970166102242	97.0166102242	predeclared random-selection variability only; not a context-bias or population CI
15013	48	prefill	gpu_sim_cycle	62490238	577552707.478	515062469.478	8.24228689093	824.228689093	predeclared random-selection variability only; not a context-bias or population CI
15013	48	prefill	vm_l1_tlb_accesses	94168155	849948217.739	755780062.739	8.025856116	802.5856116	predeclared random-selection variability only; not a context-bias or population CI
15013	48	prefill	vm_l1_tlb_misses	1119527	10178808.5217	9059281.52174	8.09206166688	809.206166688	predeclared random-selection variability only; not a context-bias or population CI
15013	48	prefill	vm_l2_tlb_accesses	1119527	10178808.5217	9059281.52174	8.09206166688	809.206166688	predeclared random-selection variability only; not a context-bias or population CI
15013	48	prefill	vm_l2_tlb_misses	45227	623191.130435	577964.130435	12.779183462	1277.9183462	predeclared random-selection variability only; not a context-bias or population CI
15013	48	prefill	vm_translation_walk_starts	20816	384782.086957	363966.086957	17.484919627	1748.4919627	predeclared random-selection variability only; not a context-bias or population CI
15013	48	prefill	vm_pte_requests	20899	386105.913043	365206.913043	17.4748510954	1747.48510954	predeclared random-selection variability only; not a context-bias or population CI
15013	48	prefill	vm_pte_dram_responses	8629	192977.73913	184348.73913	21.3638589791	2136.38589791	predeclared random-selection variability only; not a context-bias or population CI
15013	48	decode1	gpu_sim_cycle	34564626	22188396.8	12376229.2	0.358060555899	35.8060555899	predeclared random-selection variability only; not a context-bias or population CI
15013	48	decode1	vm_l1_tlb_accesses	76015393	47732516	28282877	0.372067760013	37.2067760013	predeclared random-selection variability only; not a context-bias or population CI
15013	48	decode1	vm_l1_tlb_misses	57947	18588.8	39358.2	0.679210312872	67.9210312872	predeclared random-selection variability only; not a context-bias or population CI
15013	48	decode1	vm_l2_tlb_accesses	57947	18588.8	39358.2	0.679210312872	67.9210312872	predeclared random-selection variability only; not a context-bias or population CI
15013	48	decode1	vm_l2_tlb_misses	22220	10182.4	12037.6	0.541746174617	54.1746174617	predeclared random-selection variability only; not a context-bias or population CI
15013	48	decode1	vm_translation_walk_starts	15691	4943.2	10747.8	0.684965904021	68.4965904021	predeclared random-selection variability only; not a context-bias or population CI
15013	48	decode1	vm_pte_requests	15796	5002.4	10793.6	0.683312230945	68.3312230945	predeclared random-selection variability only; not a context-bias or population CI
15013	48	decode1	vm_pte_dram_responses	4134	1420.8	2713.2	0.656313497823	65.6313497823	predeclared random-selection variability only; not a context-bias or population CI
15014	8	prefill	gpu_sim_cycle	62490238	16187956	46302282	0.740952242813	74.0952242813	predeclared random-selection variability only; not a context-bias or population CI
15014	8	prefill	vm_l1_tlb_accesses	94168155	24104263	70063892	0.744029571356	74.4029571356	predeclared random-selection variability only; not a context-bias or population CI
15014	8	prefill	vm_l1_tlb_misses	1119527	440458	679069	0.606567773712	60.6567773712	predeclared random-selection variability only; not a context-bias or population CI
15014	8	prefill	vm_l2_tlb_accesses	1119527	440458	679069	0.606567773712	60.6567773712	predeclared random-selection variability only; not a context-bias or population CI
15014	8	prefill	vm_l2_tlb_misses	45227	6055	39172	0.866119795697	86.6119795697	predeclared random-selection variability only; not a context-bias or population CI
15014	8	prefill	vm_translation_walk_starts	20816	346	20470	0.983378170638	98.3378170638	predeclared random-selection variability only; not a context-bias or population CI
15014	8	prefill	vm_pte_requests	20899	346	20553	0.983444183932	98.3444183932	predeclared random-selection variability only; not a context-bias or population CI
15014	8	prefill	vm_pte_dram_responses	8629	173	8456	0.979951326921	97.9951326921	predeclared random-selection variability only; not a context-bias or population CI
15014	8	decode1	gpu_sim_cycle	34564626	703547970	668983344	19.3545662551	1935.45662551	predeclared random-selection variability only; not a context-bias or population CI
15014	8	decode1	vm_l1_tlb_accesses	76015393	979601085	903585692	11.8868778591	1188.68778591	predeclared random-selection variability only; not a context-bias or population CI
15014	8	decode1	vm_l1_tlb_misses	57947	1846300	1788353	30.8618737812	3086.18737812	predeclared random-selection variability only; not a context-bias or population CI
15014	8	decode1	vm_l2_tlb_accesses	57947	1846300	1788353	30.8618737812	3086.18737812	predeclared random-selection variability only; not a context-bias or population CI
15014	8	decode1	vm_l2_tlb_misses	22220	1518295	1496075	67.3301080108	6733.01080108	predeclared random-selection variability only; not a context-bias or population CI
15014	8	decode1	vm_translation_walk_starts	15691	1491285	1475594	94.0407877127	9404.07877127	predeclared random-selection variability only; not a context-bias or population CI
15014	8	decode1	vm_pte_requests	15796	1502755	1486959	94.1351608002	9413.51608002	predeclared random-selection variability only; not a context-bias or population CI
15014	8	decode1	vm_pte_dram_responses	4134	384800	380666	92.0817610063	9208.17610063	predeclared random-selection variability only; not a context-bias or population CI
15014	12	prefill	gpu_sim_cycle	62490238	77125130	14634892	0.234194851362	23.4194851362	predeclared random-selection variability only; not a context-bias or population CI
15014	12	prefill	vm_l1_tlb_accesses	94168155	129960714	35792559	0.38009196421	38.009196421	predeclared random-selection variability only; not a context-bias or population CI
15014	12	prefill	vm_l1_tlb_misses	1119527	1396340.66667	276813.666667	0.247259482502	24.7259482502	predeclared random-selection variability only; not a context-bias or population CI
15014	12	prefill	vm_l2_tlb_accesses	1119527	1396340.66667	276813.666667	0.247259482502	24.7259482502	predeclared random-selection variability only; not a context-bias or population CI
15014	12	prefill	vm_l2_tlb_misses	45227	44518.6666667	708.333333333	0.0156617359837	1.56617359837	predeclared random-selection variability only; not a context-bias or population CI
15014	12	prefill	vm_translation_walk_starts	20816	16146.6666667	4669.33333333	0.224314629772	22.4314629772	predeclared random-selection variability only; not a context-bias or population CI
15014	12	prefill	vm_pte_requests	20899	16146.6666667	4752.33333333	0.227395250171	22.7395250171	predeclared random-selection variability only; not a context-bias or population CI
15014	12	prefill	vm_pte_dram_responses	8629	4152	4477	0.5188318461	51.88318461	predeclared random-selection variability only; not a context-bias or population CI
15014	12	decode1	gpu_sim_cycle	34564626	11085200	23479426	0.679290613473	67.9290613473	predeclared random-selection variability only; not a context-bias or population CI
15014	12	decode1	vm_l1_tlb_accesses	76015393	13825543.3333	62189849.6667	0.818121793657	81.8121793657	predeclared random-selection variability only; not a context-bias or population CI
15014	12	decode1	vm_l1_tlb_misses	57947	78686.6666667	20739.6666667	0.357907513187	35.7907513187	predeclared random-selection variability only; not a context-bias or population CI
15014	12	decode1	vm_l2_tlb_accesses	57947	78686.6666667	20739.6666667	0.357907513187	35.7907513187	predeclared random-selection variability only; not a context-bias or population CI
15014	12	decode1	vm_l2_tlb_misses	22220	8263.33333333	13956.6666667	0.628112811281	62.8112811281	predeclared random-selection variability only; not a context-bias or population CI
15014	12	decode1	vm_translation_walk_starts	15691	1233.33333333	14457.6666667	0.921398678648	92.1398678648	predeclared random-selection variability only; not a context-bias or population CI
15014	12	decode1	vm_pte_requests	15796	1233.33333333	14562.6666667	0.921921161475	92.1921161475	predeclared random-selection variability only; not a context-bias or population CI
15014	12	decode1	vm_pte_dram_responses	4134	246.666666667	3887.33333333	0.940332204483	94.0332204483	predeclared random-selection variability only; not a context-bias or population CI
15014	24	prefill	gpu_sim_cycle	62490238	1035506724	973016486	15.5706957941	1557.06957941	predeclared random-selection variability only; not a context-bias or population CI
15014	24	prefill	vm_l1_tlb_accesses	94168155	1505822390.33	1411654235.33	14.9907814944	1499.07814944	predeclared random-selection variability only; not a context-bias or population CI
15014	24	prefill	vm_l1_tlb_misses	1119527	18257785.6667	17138258.6667	15.3084817666	1530.84817666	predeclared random-selection variability only; not a context-bias or population CI
15014	24	prefill	vm_l2_tlb_accesses	1119527	18257785.6667	17138258.6667	15.3084817666	1530.84817666	predeclared random-selection variability only; not a context-bias or population CI
15014	24	prefill	vm_l2_tlb_misses	45227	1152353	1107126	24.4793154532	2447.93154532	predeclared random-selection variability only; not a context-bias or population CI
15014	24	prefill	vm_translation_walk_starts	20816	721179.333333	700363.333333	33.6454330003	3364.54330003	predeclared random-selection variability only; not a context-bias or population CI
15014	24	prefill	vm_pte_requests	20899	723659	702760	33.6264893057	3362.64893057	predeclared random-selection variability only; not a context-bias or population CI
15014	24	prefill	vm_pte_dram_responses	8629	365549	356920	41.3628462162	4136.28462162	predeclared random-selection variability only; not a context-bias or population CI
15014	24	decode1	gpu_sim_cycle	34564626	42890831.6667	8326205.66667	0.240888058985	24.0888058985	predeclared random-selection variability only; not a context-bias or population CI
15014	24	decode1	vm_l1_tlb_accesses	76015393	100880253.333	24864860.3333	0.32710296365	32.710296365	predeclared random-selection variability only; not a context-bias or population CI
15014	24	decode1	vm_l1_tlb_misses	57947	79920	21973	0.379191330008	37.9191330008	predeclared random-selection variability only; not a context-bias or population CI
15014	24	decode1	vm_l2_tlb_accesses	57947	79920	21973	0.379191330008	37.9191330008	predeclared random-selection variability only; not a context-bias or population CI
15014	24	decode1	vm_l2_tlb_misses	22220	12641.6666667	9578.33333333	0.431068106811	43.1068106811	predeclared random-selection variability only; not a context-bias or population CI
15014	24	decode1	vm_translation_walk_starts	15691	10051.6666667	5639.33333333	0.359399230982	35.9399230982	predeclared random-selection variability only; not a context-bias or population CI
15014	24	decode1	vm_pte_requests	15796	10051.6666667	5744.33333333	0.363657466025	36.3657466025	predeclared random-selection variability only; not a context-bias or population CI
15014	24	decode1	vm_pte_dram_responses	4134	2651.66666667	1482.33333333	0.358571198194	35.8571198194	predeclared random-selection variability only; not a context-bias or population CI
15014	48	prefill	gpu_sim_cycle	62490238	34376423.8261	28113814.1739	0.449891296204	44.9891296204	predeclared random-selection variability only; not a context-bias or population CI
15014	48	prefill	vm_l1_tlb_accesses	94168155	51921060.8696	42247094.1304	0.448634616771	44.8634616771	predeclared random-selection variability only; not a context-bias or population CI
15014	48	prefill	vm_l1_tlb_misses	1119527	738333.913043	381193.086957	0.340494768734	34.0494768734	predeclared random-selection variability only; not a context-bias or population CI
15014	48	prefill	vm_l2_tlb_accesses	1119527	738333.913043	381193.086957	0.340494768734	34.0494768734	predeclared random-selection variability only; not a context-bias or population CI
15014	48	prefill	vm_l2_tlb_misses	45227	19767.1304348	25459.8695652	0.562935183966	56.2935183966	predeclared random-selection variability only; not a context-bias or population CI
15014	48	prefill	vm_translation_walk_starts	20816	5144.86956522	15671.1304348	0.752840624269	75.2840624269	predeclared random-selection variability only; not a context-bias or population CI
15014	48	prefill	vm_pte_requests	20899	5174.95652174	15724.0434783	0.752382577074	75.2382577074	predeclared random-selection variability only; not a context-bias or population CI
15014	48	prefill	vm_pte_dram_responses	8629	1474.26086957	7154.73913043	0.829150438108	82.9150438108	predeclared random-selection variability only; not a context-bias or population CI
15014	48	decode1	gpu_sim_cycle	34564626	31682152.8	2882473.2	0.0833937332347	8.33937332347	predeclared random-selection variability only; not a context-bias or population CI
15014	48	decode1	vm_l1_tlb_accesses	76015393	76336505.6	321112.6	0.00422431019991	0.422431019991	predeclared random-selection variability only; not a context-bias or population CI
15014	48	decode1	vm_l1_tlb_misses	57947	24804.8	33142.2	0.571939876094	57.1939876094	predeclared random-selection variability only; not a context-bias or population CI
15014	48	decode1	vm_l2_tlb_accesses	57947	24804.8	33142.2	0.571939876094	57.1939876094	predeclared random-selection variability only; not a context-bias or population CI
15014	48	decode1	vm_l2_tlb_misses	22220	9708.8	12511.2	0.563060306031	56.3060306031	predeclared random-selection variability only; not a context-bias or population CI
15014	48	decode1	vm_translation_walk_starts	15691	7666.4	8024.6	0.511414186476	51.1414186476	predeclared random-selection variability only; not a context-bias or population CI
15014	48	decode1	vm_pte_requests	15796	7666.4	8129.6	0.514661939732	51.4661939732	predeclared random-selection variability only; not a context-bias or population CI
15014	48	decode1	vm_pte_dram_responses	4134	1983.2	2150.8	0.520270924045	52.0270924045	predeclared random-selection variability only; not a context-bias or population CI
15015	8	prefill	gpu_sim_cycle	62490238	16583434	45906804	0.73462360633	73.462360633	predeclared random-selection variability only; not a context-bias or population CI
15015	8	prefill	vm_l1_tlb_accesses	94168155	26933159	67234996	0.71398867271	71.398867271	predeclared random-selection variability only; not a context-bias or population CI
15015	8	prefill	vm_l1_tlb_misses	1119527	574706	544821	0.486652845353	48.6652845353	predeclared random-selection variability only; not a context-bias or population CI
15015	8	prefill	vm_l2_tlb_accesses	1119527	574706	544821	0.486652845353	48.6652845353	predeclared random-selection variability only; not a context-bias or population CI
15015	8	prefill	vm_l2_tlb_misses	45227	6055	39172	0.866119795697	86.6119795697	predeclared random-selection variability only; not a context-bias or population CI
15015	8	prefill	vm_translation_walk_starts	20816	173	20643	0.991689085319	99.1689085319	predeclared random-selection variability only; not a context-bias or population CI
15015	8	prefill	vm_pte_requests	20899	346	20553	0.983444183932	98.3444183932	predeclared random-selection variability only; not a context-bias or population CI
15015	8	prefill	vm_pte_dram_responses	8629	346	8283	0.959902653842	95.9902653842	predeclared random-selection variability only; not a context-bias or population CI
15015	8	decode1	gpu_sim_cycle	34564626	93119010	58554384	1.6940551881	169.40551881	predeclared random-selection variability only; not a context-bias or population CI
