compute_index	trace_filename	weight_refs	kv_refs	unknown_refs	weight_pages	kv_pages	unknown_pages	parameter_names
533	kernel-2019-ctx_0x55d98da1ddf0.traceg.xz	0	266240	266240		2139056526,2139056527,2139056528	2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584	NONE
534	kernel-2020-ctx_0x55d98da1ddf0.traceg.xz	0	8320	1166784		2139056562,2139056563,2139056564	0,255,2139056564,2139056565,2139056566,2139056567,2139056568,2139056569,2139056570,2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584,2139121594,2139121598	NONE
535	kernel-2021-ctx_0x55d98da1ddf0.traceg.xz	131072	0	2576384	2139027825,2139027826,2139027827,2139027828,2139027829,2139027830,2139027831,2139027832,2139027833,2139027834,2139027835,2139027836,2139027837,2139027838,2139027839,2139027840,2139027841,2139027842,2139027843,2139027844,2139027845,2139027846,2139027847,2139027848,2139027849,2139027850,2139027851,2139027852,2139027853,2139027854,2139027855,2139027856,2139027857		0,2139121574,2139121575,2139121594,2139165952	model.layers.11.self_attn.o_proj.weight
536	kernel-2023-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121574,2139121575	NONE
537	kernel-2024-ctx_0x55d98da1ddf0.traceg.xz	0	0	32768			2139121574,2139121575,2139121598,2139121599	NONE
538	kernel-2025-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054074,2139054075	2139121598,2139121599	NONE
539	kernel-2026-ctx_0x55d98da1ddf0.traceg.xz	0	4096	1032		2139054074,2139054075	0,2139121594	NONE
540	kernel-2027-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
541	kernel-2028-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
542	kernel-2029-ctx_0x55d98da1ddf0.traceg.xz	0	16384	32768		2139054074,2139054075	2139121594,2139121598,2139121599	NONE
543	kernel-2030-ctx_0x55d98da1ddf0.traceg.xz	0	8192	0		2139054074,2139054075		NONE
544	kernel-2031-ctx_0x55d98da1ddf0.traceg.xz	16384	16384	16384	2139028241	2139054075	2139121575	model.layers.11.post_attention_layernorm.weight
545	kernel-2032-ctx_0x55d98da1ddf0.traceg.xz	524288	0	9752576	2139027857,2139027858,2139027859,2139027860,2139027861,2139027862,2139027863,2139027864,2139027865,2139027866,2139027867,2139027868,2139027869,2139027870,2139027871,2139027872,2139027873,2139027874,2139027875,2139027876,2139027877,2139027878,2139027879,2139027880,2139027881,2139027882,2139027883,2139027884,2139027885,2139027886,2139027887,2139027888,2139027889,2139027890,2139027891,2139027892,2139027893,2139027894,2139027895,2139027896,2139027897,2139027898,2139027899,2139027900,2139027901,2139027902,2139027903,2139027904,2139027905,2139027906,2139027907,2139027908,2139027909,2139027910,2139027911,2139027912,2139027913,2139027914,2139027915,2139027916,2139027917,2139027918,2139027919,2139027920,2139027921,2139027922,2139027923,2139027924,2139027925,2139027926,2139027927,2139027928,2139027929,2139027930,2139027931,2139027932,2139027933,2139027934,2139027935,2139027936,2139027937,2139027938,2139027939,2139027940,2139027941,2139027942,2139027943,2139027944,2139027945,2139027946,2139027947,2139027948,2139027949,2139027950,2139027951,2139027952,2139027953,2139027954,2139027955,2139027956,2139027957,2139027958,2139027959,2139027960,2139027961,2139027962,2139027963,2139027964,2139027965,2139027966,2139027967,2139027968,2139027969,2139027970,2139027971,2139027972,2139027973,2139027974,2139027975,2139027976,2139027977,2139027978,2139027979,2139027980,2139027981,2139027982,2139027983,2139027984,2139027985		0,2139121575,2139121598,2139121599,2139165952	model.layers.11.mlp.gate_proj.weight
546	kernel-2033-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121598,2139121599	NONE
547	kernel-2034-ctx_0x55d98da1ddf0.traceg.xz	524288	0	9752576	2139027985,2139027986,2139027987,2139027988,2139027989,2139027990,2139027991,2139027992,2139027993,2139027994,2139027995,2139027996,2139027997,2139027998,2139027999,2139028000,2139028001,2139028002,2139028003,2139028004,2139028005,2139028006,2139028007,2139028008,2139028009,2139028010,2139028011,2139028012,2139028013,2139028014,2139028015,2139028016,2139028017,2139028018,2139028019,2139028020,2139028021,2139028022,2139028023,2139028024,2139028025,2139028026,2139028027,2139028028,2139028029,2139028030,2139028031,2139028032,2139028033,2139028034,2139028035,2139028036,2139028037,2139028038,2139028039,2139028040,2139028041,2139028042,2139028043,2139028044,2139028045,2139028046,2139028047,2139028048,2139028049,2139028050,2139028051,2139028052,2139028053,2139028054,2139028055,2139028056,2139028057,2139028058,2139028059,2139028060,2139028061,2139028062,2139028063,2139028064,2139028065,2139028066,2139028067,2139028068,2139028069,2139028070,2139028071,2139028072,2139028073,2139028074,2139028075,2139028076,2139028077,2139028078,2139028079,2139028080,2139028081,2139028082,2139028083,2139028084,2139028085,2139028086,2139028087,2139028088,2139028089,2139028090,2139028091,2139028092,2139028093,2139028094,2139028095,2139028096,2139028097,2139028098,2139028099,2139028100,2139028101,2139028102,2139028103,2139028104,2139028105,2139028106,2139028107,2139028108,2139028109,2139028110,2139028111,2139028112,2139028113		0,2139121575,2139121598,2139121599,2139165952	model.layers.11.mlp.up_proj.weight
548	kernel-2035-ctx_0x55d98da1ddf0.traceg.xz	0	4096	8192		2139054074	2139121598,2139121599	NONE
549	kernel-2036-ctx_0x55d98da1ddf0.traceg.xz	524288	131072	9621504	2139028113,2139028114,2139028115,2139028116,2139028117,2139028118,2139028119,2139028120,2139028121,2139028122,2139028123,2139028124,2139028125,2139028126,2139028127,2139028128,2139028129,2139028130,2139028131,2139028132,2139028133,2139028134,2139028135,2139028136,2139028137,2139028138,2139028139,2139028140,2139028141,2139028142,2139028143,2139028144,2139028145,2139028146,2139028147,2139028148,2139028149,2139028150,2139028151,2139028152,2139028153,2139028154,2139028155,2139028156,2139028157,2139028158,2139028159,2139028160,2139028161,2139028162,2139028163,2139028164,2139028165,2139028166,2139028167,2139028168,2139028169,2139028170,2139028171,2139028172,2139028173,2139028174,2139028175,2139028176,2139028177,2139028178,2139028179,2139028180,2139028181,2139028182,2139028183,2139028184,2139028185,2139028186,2139028187,2139028188,2139028189,2139028190,2139028191,2139028192,2139028193,2139028194,2139028195,2139028196,2139028197,2139028198,2139028199,2139028200,2139028201,2139028202,2139028203,2139028204,2139028205,2139028206,2139028207,2139028208,2139028209,2139028210,2139028211,2139028212,2139028213,2139028214,2139028215,2139028216,2139028217,2139028218,2139028219,2139028220,2139028221,2139028222,2139028223,2139028224,2139028225,2139028226,2139028227,2139028228,2139028229,2139028230,2139028231,2139028232,2139028233,2139028234,2139028235,2139028236,2139028237,2139028238,2139028239,2139028240,2139028241	2139054074	0,2139121598,2139121599,2139165952	model.layers.11.mlp.down_proj.weight
550	kernel-2038-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121574,2139121575,2139121598,2139121599	NONE
551	kernel-2039-ctx_0x55d98da1ddf0.traceg.xz	0	16384	16384		2139054074,2139054075	2139121598,2139121599	NONE
552	kernel-2040-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054074,2139054075	2139121574,2139121575	NONE
553	kernel-2041-ctx_0x55d98da1ddf0.traceg.xz	0	0	5128			0,2139121574,2139121575,2139121594	NONE
554	kernel-2042-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
555	kernel-2043-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
556	kernel-2044-ctx_0x55d98da1ddf0.traceg.xz	0	16384	32768		2139054074,2139054075	2139121574,2139121575,2139121594	NONE
557	kernel-2045-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121574,2139121575,2139121599	NONE
558	kernel-2046-ctx_0x55d98da1ddf0.traceg.xz	16384	0	32768	2139028705		2139121575,2139121599	model.layers.12.input_layernorm.weight
559	kernel-2047-ctx_0x55d98da1ddf0.traceg.xz	131072	0	845824	2139028241,2139028242,2139028243,2139028244,2139028245,2139028246,2139028247,2139028248,2139028249,2139028250,2139028251,2139028252,2139028253,2139028254,2139028255,2139028256,2139028257,2139028258,2139028259,2139028260,2139028261,2139028262,2139028263,2139028264,2139028265,2139028266,2139028267,2139028268,2139028269,2139028270,2139028271,2139028272,2139028273		0,2139030560,2139121575,2139121576,2139121577,2139121578,2139121579	model.layers.12.self_attn.q_proj.weight
560	kernel-2048-ctx_0x55d98da1ddf0.traceg.xz	0	0	36864			2139030560,2139121594	NONE
561	kernel-2049-ctx_0x55d98da1ddf0.traceg.xz	32768	0	782336	2139028273,2139028274,2139028275,2139028276,2139028277,2139028278,2139028279,2139028280,2139028281		0,2139030560,2139121575,2139165952	model.layers.12.self_attn.k_proj.weight
562	kernel-2050-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
563	kernel-2051-ctx_0x55d98da1ddf0.traceg.xz	32768	0	782336	2139028281,2139028282,2139028283,2139028284,2139028285,2139028286,2139028287,2139028288,2139028289		0,2139030560,2139121575,2139165952	model.layers.12.self_attn.v_proj.weight
564	kernel-2052-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
565	kernel-2053-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121575,2139121594	NONE
566	kernel-2054-ctx_0x55d98da1ddf0.traceg.xz	0	0	4096			2139121575,2139121594	NONE
567	kernel-2055-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121575,2139121594	NONE
568	kernel-2056-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121575,2139121594,2139121599	NONE
569	kernel-2057-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121575,2139121599	NONE
570	kernel-2058-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121575,2139121594	NONE
571	kernel-2059-ctx_0x55d98da1ddf0.traceg.xz	0	0	1024			2139121594	NONE
572	kernel-2060-ctx_0x55d98da1ddf0.traceg.xz	0	0	2048			2139121575,2139121594	NONE
573	kernel-2061-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121575,2139121594	NONE
574	kernel-2062-ctx_0x55d98da1ddf0.traceg.xz	0	0	768			2139121575	NONE
575	kernel-2063-ctx_0x55d98da1ddf0.traceg.xz	0	132096	1024		2139056528,2139056529,2139056530,2139056544,2139056545	2139121575	NONE
576	kernel-2064-ctx_0x55d98da1ddf0.traceg.xz	0	132096	1024		2139056530,2139056531,2139056532,2139056534,2139056535	2139121594	NONE
577	kernel-2065-ctx_0x55d98da1ddf0.traceg.xz	0	332800	199680		2139056528,2139056529,2139056530,2139056562,2139056563,2139056564	2139056564,2139056565,2139056566,2139056567,2139056568,2139056569,2139056570	NONE
578	kernel-2066-ctx_0x55d98da1ddf0.traceg.xz	0	266240	266240		2139056530,2139056531,2139056532	2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584	NONE
579	kernel-2067-ctx_0x55d98da1ddf0.traceg.xz	0	8320	1166784		2139056562,2139056563,2139056564	0,255,2139056564,2139056565,2139056566,2139056567,2139056568,2139056569,2139056570,2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584,2139121575,2139121594	NONE
580	kernel-2068-ctx_0x55d98da1ddf0.traceg.xz	131072	0	2576384	2139028289,2139028290,2139028291,2139028292,2139028293,2139028294,2139028295,2139028296,2139028297,2139028298,2139028299,2139028300,2139028301,2139028302,2139028303,2139028304,2139028305,2139028306,2139028307,2139028308,2139028309,2139028310,2139028311,2139028312,2139028313,2139028314,2139028315,2139028316,2139028317,2139028318,2139028319,2139028320,2139028321		0,2139121575,2139121599,2139165952	model.layers.12.self_attn.o_proj.weight
581	kernel-2070-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121574,2139121598,2139121599	NONE
582	kernel-2071-ctx_0x55d98da1ddf0.traceg.xz	0	16384	16384		2139054074,2139054075	2139121599	NONE
583	kernel-2072-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054074,2139054075	2139121574,2139121575	NONE
584	kernel-2073-ctx_0x55d98da1ddf0.traceg.xz	0	0	5128			0,2139121574,2139121575,2139121594	NONE
585	kernel-2074-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
586	kernel-2075-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
587	kernel-2076-ctx_0x55d98da1ddf0.traceg.xz	0	16384	32768		2139054074,2139054075	2139121574,2139121575,2139121594	NONE
588	kernel-2077-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121574,2139121575	NONE
589	kernel-2078-ctx_0x55d98da1ddf0.traceg.xz	16384	16384	16384	2139028705	2139054074	2139121575	model.layers.12.post_attention_layernorm.weight
590	kernel-2079-ctx_0x55d98da1ddf0.traceg.xz	524288	135168	9617408	2139028321,2139028322,2139028323,2139028324,2139028325,2139028326,2139028327,2139028328,2139028329,2139028330,2139028331,2139028332,2139028333,2139028334,2139028335,2139028336,2139028337,2139028338,2139028339,2139028340,2139028341,2139028342,2139028343,2139028344,2139028345,2139028346,2139028347,2139028348,2139028349,2139028350,2139028351,2139028352,2139028353,2139028354,2139028355,2139028356,2139028357,2139028358,2139028359,2139028360,2139028361,2139028362,2139028363,2139028364,2139028365,2139028366,2139028367,2139028368,2139028369,2139028370,2139028371,2139028372,2139028373,2139028374,2139028375,2139028376,2139028377,2139028378,2139028379,2139028380,2139028381,2139028382,2139028383,2139028384,2139028385,2139028386,2139028387,2139028388,2139028389,2139028390,2139028391,2139028392,2139028393,2139028394,2139028395,2139028396,2139028397,2139028398,2139028399,2139028400,2139028401,2139028402,2139028403,2139028404,2139028405,2139028406,2139028407,2139028408,2139028409,2139028410,2139028411,2139028412,2139028413,2139028414,2139028415,2139028416,2139028417,2139028418,2139028419,2139028420,2139028421,2139028422,2139028423,2139028424,2139028425,2139028426,2139028427,2139028428,2139028429,2139028430,2139028431,2139028432,2139028433,2139028434,2139028435,2139028436,2139028437,2139028438,2139028439,2139028440,2139028441,2139028442,2139028443,2139028444,2139028445,2139028446,2139028447,2139028448,2139028449	2139054074,2139054075	0,2139165952	model.layers.12.mlp.gate_proj.weight
591	kernel-2080-ctx_0x55d98da1ddf0.traceg.xz	0	8192	0		2139054074,2139054075		NONE
592	kernel-2081-ctx_0x55d98da1ddf0.traceg.xz	524288	135168	9617408	2139028449,2139028450,2139028451,2139028452,2139028453,2139028454,2139028455,2139028456,2139028457,2139028458,2139028459,2139028460,2139028461,2139028462,2139028463,2139028464,2139028465,2139028466,2139028467,2139028468,2139028469,2139028470,2139028471,2139028472,2139028473,2139028474,2139028475,2139028476,2139028477,2139028478,2139028479,2139028480,2139028481,2139028482,2139028483,2139028484,2139028485,2139028486,2139028487,2139028488,2139028489,2139028490,2139028491,2139028492,2139028493,2139028494,2139028495,2139028496,2139028497,2139028498,2139028499,2139028500,2139028501,2139028502,2139028503,2139028504,2139028505,2139028506,2139028507,2139028508,2139028509,2139028510,2139028511,2139028512,2139028513,2139028514,2139028515,2139028516,2139028517,2139028518,2139028519,2139028520,2139028521,2139028522,2139028523,2139028524,2139028525,2139028526,2139028527,2139028528,2139028529,2139028530,2139028531,2139028532,2139028533,2139028534,2139028535,2139028536,2139028537,2139028538,2139028539,2139028540,2139028541,2139028542,2139028543,2139028544,2139028545,2139028546,2139028547,2139028548,2139028549,2139028550,2139028551,2139028552,2139028553,2139028554,2139028555,2139028556,2139028557,2139028558,2139028559,2139028560,2139028561,2139028562,2139028563,2139028564,2139028565,2139028566,2139028567,2139028568,2139028569,2139028570,2139028571,2139028572,2139028573,2139028574,2139028575,2139028576,2139028577	2139054074,2139054075	0,2139165952	model.layers.12.mlp.up_proj.weight
593	kernel-2082-ctx_0x55d98da1ddf0.traceg.xz	0	8192	4096		2139054074,2139054075	2139121574	NONE
594	kernel-2083-ctx_0x55d98da1ddf0.traceg.xz	524288	4096	9748480	2139028577,2139028578,2139028579,2139028580,2139028581,2139028582,2139028583,2139028584,2139028585,2139028586,2139028587,2139028588,2139028589,2139028590,2139028591,2139028592,2139028593,2139028594,2139028595,2139028596,2139028597,2139028598,2139028599,2139028600,2139028601,2139028602,2139028603,2139028604,2139028605,2139028606,2139028607,2139028608,2139028609,2139028610,2139028611,2139028612,2139028613,2139028614,2139028615,2139028616,2139028617,2139028618,2139028619,2139028620,2139028621,2139028622,2139028623,2139028624,2139028625,2139028626,2139028627,2139028628,2139028629,2139028630,2139028631,2139028632,2139028633,2139028634,2139028635,2139028636,2139028637,2139028638,2139028639,2139028640,2139028641,2139028642,2139028643,2139028644,2139028645,2139028646,2139028647,2139028648,2139028649,2139028650,2139028651,2139028652,2139028653,2139028654,2139028655,2139028656,2139028657,2139028658,2139028659,2139028660,2139028661,2139028662,2139028663,2139028664,2139028665,2139028666,2139028667,2139028668,2139028669,2139028670,2139028671,2139028672,2139028673,2139028674,2139028675,2139028676,2139028677,2139028678,2139028679,2139028680,2139028681,2139028682,2139028683,2139028684,2139028685,2139028686,2139028687,2139028688,2139028689,2139028690,2139028691,2139028692,2139028693,2139028694,2139028695,2139028696,2139028697,2139028698,2139028699,2139028700,2139028701,2139028702,2139028703,2139028704,2139028705	2139054074,2139054075	0,2139121574,2139165952	model.layers.12.mlp.down_proj.weight
595	kernel-2085-ctx_0x55d98da1ddf0.traceg.xz	0	8192	4096		2139054074,2139054075	2139121599	NONE
596	kernel-2086-ctx_0x55d98da1ddf0.traceg.xz	0	16384	16384		2139054074	2139121598,2139121599	NONE
597	kernel-2087-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054074,2139054075	2139121598,2139121599	NONE
598	kernel-2088-ctx_0x55d98da1ddf0.traceg.xz	0	4096	1032		2139054074,2139054075	0,2139121594	NONE
599	kernel-2089-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
600	kernel-2090-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
601	kernel-2091-ctx_0x55d98da1ddf0.traceg.xz	0	16384	32768		2139054074,2139054075	2139121594,2139121598,2139121599	NONE
602	kernel-2092-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054074,2139054075	2139121598,2139121599	NONE
603	kernel-2093-ctx_0x55d98da1ddf0.traceg.xz	16384	0	32768	2139029169		2139121598,2139121599	model.layers.13.input_layernorm.weight
604	kernel-2094-ctx_0x55d98da1ddf0.traceg.xz	131072	0	845824	2139028705,2139028706,2139028707,2139028708,2139028709,2139028710,2139028711,2139028712,2139028713,2139028714,2139028715,2139028716,2139028717,2139028718,2139028719,2139028720,2139028721,2139028722,2139028723,2139028724,2139028725,2139028726,2139028727,2139028728,2139028729,2139028730,2139028731,2139028732,2139028733,2139028734,2139028735,2139028736,2139028737		0,2139030560,2139121599,2139121600,2139121601,2139121602,2139121603	model.layers.13.self_attn.q_proj.weight
605	kernel-2095-ctx_0x55d98da1ddf0.traceg.xz	0	0	36864			2139030560,2139121594	NONE
606	kernel-2096-ctx_0x55d98da1ddf0.traceg.xz	32768	0	782336	2139028737,2139028738,2139028739,2139028740,2139028741,2139028742,2139028743,2139028744,2139028745		0,2139030560,2139121599,2139165952	model.layers.13.self_attn.k_proj.weight
607	kernel-2097-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
608	kernel-2098-ctx_0x55d98da1ddf0.traceg.xz	32768	0	782336	2139028745,2139028746,2139028747,2139028748,2139028749,2139028750,2139028751,2139028752,2139028753		0,2139030560,2139121599,2139165952	model.layers.13.self_attn.v_proj.weight
609	kernel-2099-ctx_0x55d98da1ddf0.traceg.xz	0	0	17408			2139030560,2139121594	NONE
610	kernel-2100-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121594,2139121599	NONE
611	kernel-2101-ctx_0x55d98da1ddf0.traceg.xz	0	0	4096			2139121594,2139121598	NONE
612	kernel-2102-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121594,2139121598,2139121599	NONE
613	kernel-2103-ctx_0x55d98da1ddf0.traceg.xz	0	0	12288			2139121594,2139121598,2139121599	NONE
614	kernel-2104-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121598,2139121599	NONE
615	kernel-2105-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121594,2139121599	NONE
616	kernel-2106-ctx_0x55d98da1ddf0.traceg.xz	0	0	1024			2139121594	NONE
617	kernel-2107-ctx_0x55d98da1ddf0.traceg.xz	0	0	2048			2139121594,2139121599	NONE
618	kernel-2108-ctx_0x55d98da1ddf0.traceg.xz	0	0	3072			2139121594,2139121599	NONE
619	kernel-2109-ctx_0x55d98da1ddf0.traceg.xz	0	0	768			2139121599	NONE
620	kernel-2110-ctx_0x55d98da1ddf0.traceg.xz	0	132096	1024		2139056532,2139056533,2139056534,2139056548,2139056549	2139121599	NONE
621	kernel-2111-ctx_0x55d98da1ddf0.traceg.xz	0	132096	1024		2139056534,2139056535,2139056536,2139056538,2139056539	2139121594	NONE
622	kernel-2112-ctx_0x55d98da1ddf0.traceg.xz	0	332800	199680		2139056532,2139056533,2139056534,2139056562,2139056563,2139056564	2139056564,2139056565,2139056566,2139056567,2139056568,2139056569,2139056570	NONE
623	kernel-2113-ctx_0x55d98da1ddf0.traceg.xz	0	266240	266240		2139056534,2139056535,2139056536	2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584	NONE
624	kernel-2114-ctx_0x55d98da1ddf0.traceg.xz	0	8320	1166784		2139056562,2139056563,2139056564	0,255,2139056564,2139056565,2139056566,2139056567,2139056568,2139056569,2139056570,2139056576,2139056577,2139056578,2139056579,2139056580,2139056581,2139056582,2139056583,2139056584,2139121594,2139121598	NONE
625	kernel-2115-ctx_0x55d98da1ddf0.traceg.xz	131072	4096	2572288	2139028753,2139028754,2139028755,2139028756,2139028757,2139028758,2139028759,2139028760,2139028761,2139028762,2139028763,2139028764,2139028765,2139028766,2139028767,2139028768,2139028769,2139028770,2139028771,2139028772,2139028773,2139028774,2139028775,2139028776,2139028777,2139028778,2139028779,2139028780,2139028781,2139028782,2139028783,2139028784,2139028785	2139054074,2139054075	0,2139121594,2139165952	model.layers.13.self_attn.o_proj.weight
626	kernel-2117-ctx_0x55d98da1ddf0.traceg.xz	0	12288	0		2139054074,2139054075		NONE
627	kernel-2118-ctx_0x55d98da1ddf0.traceg.xz	0	16384	16384		2139054074,2139054075	2139121598,2139121599	NONE
628	kernel-2119-ctx_0x55d98da1ddf0.traceg.xz	0	0	8192			2139121574,2139121575,2139121598,2139121599	NONE
629	kernel-2120-ctx_0x55d98da1ddf0.traceg.xz	0	0	5128			0,2139121574,2139121575,2139121594	NONE
630	kernel-2121-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
631	kernel-2122-ctx_0x55d98da1ddf0.traceg.xz	0	0	16			2139121594	NONE
632	kernel-2123-ctx_0x55d98da1ddf0.traceg.xz	0	0	49152			2139121574,2139121575,2139121594,2139121598,2139121599	NONE
633	kernel-2124-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054075	2139121574,2139121575	NONE
634	kernel-2125-ctx_0x55d98da1ddf0.traceg.xz	16384	16384	16384	2139029169	2139054075	2139121575	model.layers.13.post_attention_layernorm.weight
635	kernel-2126-ctx_0x55d98da1ddf0.traceg.xz	524288	4096	9748480	2139028785,2139028786,2139028787,2139028788,2139028789,2139028790,2139028791,2139028792,2139028793,2139028794,2139028795,2139028796,2139028797,2139028798,2139028799,2139028800,2139028801,2139028802,2139028803,2139028804,2139028805,2139028806,2139028807,2139028808,2139028809,2139028810,2139028811,2139028812,2139028813,2139028814,2139028815,2139028816,2139028817,2139028818,2139028819,2139028820,2139028821,2139028822,2139028823,2139028824,2139028825,2139028826,2139028827,2139028828,2139028829,2139028830,2139028831,2139028832,2139028833,2139028834,2139028835,2139028836,2139028837,2139028838,2139028839,2139028840,2139028841,2139028842,2139028843,2139028844,2139028845,2139028846,2139028847,2139028848,2139028849,2139028850,2139028851,2139028852,2139028853,2139028854,2139028855,2139028856,2139028857,2139028858,2139028859,2139028860,2139028861,2139028862,2139028863,2139028864,2139028865,2139028866,2139028867,2139028868,2139028869,2139028870,2139028871,2139028872,2139028873,2139028874,2139028875,2139028876,2139028877,2139028878,2139028879,2139028880,2139028881,2139028882,2139028883,2139028884,2139028885,2139028886,2139028887,2139028888,2139028889,2139028890,2139028891,2139028892,2139028893,2139028894,2139028895,2139028896,2139028897,2139028898,2139028899,2139028900,2139028901,2139028902,2139028903,2139028904,2139028905,2139028906,2139028907,2139028908,2139028909,2139028910,2139028911,2139028912,2139028913	2139054075	0,2139121575,2139165952	model.layers.13.mlp.gate_proj.weight
636	kernel-2127-ctx_0x55d98da1ddf0.traceg.xz	0	4096	4096		2139054075	2139121574	NONE
637	kernel-2128-ctx_0x55d98da1ddf0.traceg.xz	524288	0	9752576	2139028913,2139028914,2139028915,2139028916,2139028917,2139028918,2139028919,2139028920,2139028921,2139028922,2139028923,2139028924,2139028925,2139028926,2139028927,2139028928,2139028929,2139028930,2139028931,2139028932,2139028933,2139028934,2139028935,2139028936,2139028937,2139028938,2139028939,2139028940,2139028941,2139028942,2139028943,2139028944,2139028945,2139028946,2139028947,2139028948,2139028949,2139028950,2139028951,2139028952,2139028953,2139028954,2139028955,2139028956,2139028957,2139028958,2139028959,2139028960,2139028961,2139028962,2139028963,2139028964,2139028965,2139028966,2139028967,2139028968,2139028969,2139028970,2139028971,2139028972,2139028973,2139028974,2139028975,2139028976,2139028977,2139028978,2139028979,2139028980,2139028981,2139028982,2139028983,2139028984,2139028985,2139028986,2139028987,2139028988,2139028989,2139028990,2139028991,2139028992,2139028993,2139028994,2139028995,2139028996,2139028997,2139028998,2139028999,2139029000,2139029001,2139029002,2139029003,2139029004,2139029005,2139029006,2139029007,2139029008,2139029009,2139029010,2139029011,2139029012,2139029013,2139029014,2139029015,2139029016,2139029017,2139029018,2139029019,2139029020,2139029021,2139029022,2139029023,2139029024,2139029025,2139029026,2139029027,2139029028,2139029029,2139029030,2139029031,2139029032,2139029033,2139029034,2139029035,2139029036,2139029037,2139029038,2139029039,2139029040,2139029041		0,2139121574,2139121575,2139165952	model.layers.13.mlp.up_proj.weight
638	kernel-2129-ctx_0x55d98da1ddf0.traceg.xz	0	4096	8192		2139054075	2139121574,2139121575	NONE
