roi	profile	scope	metric	value	provenance
prefill	disabled	AVG_MF_LATENCY	12	2085      2064      2021      1995      2009      1998      2048      2021      2077      2054      2071      2049      2126      2100      2117      2084	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	13	2064      2029      1975      1957      1977      1960      2012      1985      2042      2018      2040      2018      2088      2058      2082      2048	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	14	2072      2048      2011      1984      1999      1987      2036      2006      2062      2040      2062      2037      2117      2088      2105      2069	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	15	2082      2050      1992      1976      2000      1982      2033      2005      2063      2041      2060      2039      2113      2080      2105      2068	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	2	2084      2053      1996      1982      2001      1983      2032      2002      2062      2041      2059      2037      2117      2084      2105      2072	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	3	2045      2022      1983      1957      1973      1962      2008      1982      2039      2016      2037      2014      2083      2060      2076      2044	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	4	2087      2064      2022      1998      2023      2008      2046      2018      2078      2057      2071      2051      2127      2100      2123      2082	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	5	2075      2044      1989      1973      2001      1983      2023      1996      2055      2035      2050      2029      2100      2071      2094      2064	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	6	2089      2064      2022      1996      2025      2006      2045      2016      2076      2054      2072      2047      2126      2098      2118      2081	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	7	2073      2039      1985      1968      1991      1983      2021      1993      2054      2027      2050      2025      2100      2070      2097      2060	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	8	2064      2031      1975      1957      1983      1965      2010      1982      2040      2018      2041      2019      2089      2058      2083      2047	existing_gpgpu_sim_stat
prefill	disabled	AVG_MF_LATENCY	9	2048      2023      1984      1956      1980      1970      2012      1986      2042      2018      2041      2017      2090      2063      2081      2047	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	average row locality	99487943/16679875 = 5.964550	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	averagemflatency	710	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	avg_icnt2mem_latency	296	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	avg_icnt2sh_latency	86	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	avg_mrq_latency	48	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	max_icnt2mem_latency	4877	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	max_icnt2sh_latency	1263	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	maxmflatency	6264	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	maxmrqlatency	1972	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	total dram reads	91423954	existing_gpgpu_sim_stat
prefill	disabled	GLOBAL	total dram writes	32255956	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	0	80        80        80        80        80        80        80        80        80        80        79        78        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	1	80        80        80        80        80        80        80        80        80        80        79        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	10	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	11	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	12	80        80        80        80        80        80        80        80        80        80        79        79        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	13	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	14	80        80        80        80        80        80        80        80        80        80        79        79        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	15	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	2	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	3	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	4	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	5	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	6	80        80        80        80        80        80        80        80        80        80        79        79        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	7	80        80        79        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	8	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_CONCURRENT_SAME_ROW	9	80        80        80        80        80        80        80        80        80        80        79        79        80        80        80        80	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	0	5804      5812      6136      5802      5599      5916      5742      5556      5975      5748      5863      5870      5727      5731      5799      5873	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	1	5783      6007      6200      5778      6217      5816      5695      5885      5560      5716      5936      5959      5704      5796      5875      5908	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	10	5725      5653      5893      5939      5664      5715      5869      5685      5799      5813      5604      5587      5759      5805      5874      5771	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	11	5901      5764      5616      6208      5795      6033      5602      5797      5676      5683      5729      5661      5656      5660      5579      5754	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	12	5801      5810      5793      5912      5802      5608      5702      5605      5779      5649      5782      5686      5702      5712      5679      5686	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	13	6048      6055      6042      6005      5952      5841      5948      5947      5732      5734      5727      5631      5835      5842      5703      5673	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	14	5890      5781      6123      5804      5626      5451      6115      6107      5797      6132      6196      5949      5671      5741      5756      5631	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	15	5788      5782      5967      5964      5576      5826      5727      5893      5853      5845      5646      5761      5732      5621      5755      5802	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	2	6067      5851      6026      6095      5719      6020      6010      5704      5657      5963      5890      5863      5894      6005      5819      5821	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	3	5805      5916      6032      5928      5729      5825      5690      5732      5769      5757      5884      5947      5869      5626      6020      5770	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	4	5806      5999      5836      6239      5659      5673      5740      5725      5772      5582      5681      5853      5803      5828      5748      5703	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	5	5791      5735      6010      5972      5684      5954      5697      6098      5820      5516      5749      6128      5901      5903      5838      5890	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	6	5683      5780      5954      6078      5847      5822      5633      5558      5627      6018      6071      5819      5889      5893      5873      5829	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	7	5783      5846      5873      6006      6264      5797      5729      5602      6104      5961      6022      5673      5595      5911      5646      5818	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	8	5822      6035      5845      6040      5783      5955      5657      5616      5829      5782      6076      5852      5628      5743      5660      5518	existing_gpgpu_sim_stat
prefill	disabled	MAX_MF_LATENCY	9	5651      5916      6147      6063      5898      5756      5666      5790      5633      5902      5764      5778      5649      5746      5761      5806	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	0	28104     28417     27927     28097     36392     36521     25625     23277     24801     22828     25670     22286     37186     35953     36736     36226	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	1	27685     27940     27460     27642     34382     31580     26005     23177     30080     24715     24786     22963     36894     35982     35310     34660	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	10	25481     23631     26008     23059     26033     23010     26311     23325     24849     22956     25474     23604     36979     36146     36495     36050	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	11	25420     25423     25203     25541     32289     31618     25877     23329     24969     22679     25043     23204     36847     35820     34885     34342	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	12	25444     25756     25299     25563     32477     31619     25888     27624     24958     22743     25012     23062     36824     35807     35206     34651	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	13	25507     23821     26009     22933     26006     23226     26333     23736     24844     22871     25900     22814     36936     36127     36519     36087	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	14	29721     25772     25280     25543     32256     31407     25690     27652     28736     24969     25012     23028     36848     36201     35108     34499	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	15	25504     23204     26020     22821     26011     23294     26196     23702     27948     22871     25882     23186     36859     36234     36509     35979	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	2	25409     24345     25821     24302     36416     32245     25607     23243     24795     22896     25683     22334     37114     36174     36713     36220	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	3	25652     23618     24985     23356     32239     31608     25829     23176     30102     25609     24768     22965     36827     35999     34992     34330	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	4	27346     27490     26914     27343     34402     31410     26006     23394     29831     22193     24812     22985     36846     35961     35012     34351	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	5	27763     28046     27674     27823     36426     36550     25630     23450     24819     22638     25670     22306     37125     36077     36655     36208	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	6	25677     23504     24963     23206     33833     31625     26025     23334     30063     26844     24801     22988     36876     35975     35109     34555	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	7	25415     23920     25781     23882     36457     36561     25621     23462     24817     22647     25687     22510     37167     35973     36656     36239	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	8	25500     23857     25999     23018     26034     23515     32321     24670     24847     22892     25890     22783     36989     36230     36564     35986	existing_gpgpu_sim_stat
prefill	disabled	MAX_SERVICE_SAME_ROW	9	25419     25407     25215     25565     25913     23094     25878     23601     24960     22462     25040     23007     37843     36748     35105     34502	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	0	356680    356880    355664    355856    357656    357672    357968    358184    357252    357316    356652    356800    357528    357780    356944    357144	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	1	356752    356892    355504    355836    357556    357684    358008    358116    357168    357364    356624    356664    357812    357996    356968    357348	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	10	356412    356672    355908    356076    357500    357588    357836    358012    357500    357588    356660    356844    357360    357588    357024    357144	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	11	356624    356796    355880    356076    357352    357548    357956    358088    357528    357656    356548    356584    357444    357584    356904    357220	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	12	356676    356880    356004    356152    357380    357496    357892    357992    357436    357548    356588    356652    357716    357864    357028    357300	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	13	356508    356788    355848    356020    357680    357732    357752    357916    357544    357588    356608    356760    357624    357908    357092    357252	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	14	356612    356836    355868    355948    357392    357524    357928    358052    357524    357568    356788    356796    357608    357680    356896    357212	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	15	356416    356724    355812    355928    357764    357768    357712    357916    357580    357584    356744    356844    357408    357692    356900    357092	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	2	356636    356880    355700    355848    357516    357544    357968    358184    357392    357508    356572    356728    357536    357804    356884    357072	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	3	356732    356956    355456    355700    357380    357520    358112    358232    357428    357612    356628    356624    357736    357980    356966    357348	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	4	356444    356644    355552    355784    357588    357696    357952    358064    357164    357324    356660    356740    357732    357940    356972    357332	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	5	356448    356648    355584    355728    357864    357852    357816    358012    357196    357216    356564    356756    357640    357960    356932    357168	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	6	356612    356776    355504    355764    357568    357712    357904    357980    357296    357484    356672    356796    357744    357984    356812    357188	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	7	356620    356824    355680    355820    357760    357884    357840    358028    357408    357492    356656    356764    357628    357920    356792    357028	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	8	356452    356632    355884    356056    357584    357660    357824    358020    357436    357500    356628    356776    357384    357560    356964    357096	existing_gpgpu_sim_stat
prefill	disabled	READ_ACCESSES	9	356580    356764    355844    355996    357416    357612    357934    358042    357456    357568    356664    356636    357792    357864    356896    357232	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	0	5.969936  6.003866  6.002575  6.017220  5.903366  5.920118  5.942000  5.954463  5.965528  5.979174  6.024266  6.054009  5.922246  5.949069  6.028513  6.054846	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	1	5.998547  6.010187  5.973961  6.008692  5.894272  5.913305  5.936997  5.959886  5.945259  5.965415  6.039914  6.067455  5.929745  5.946191  6.012135  6.042709	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	10	5.964100  5.990027  5.983758  5.990613  5.888768  5.901077  5.933955  5.942700  5.963036  5.969800  6.026433  6.043087  5.930400  5.946496  6.013064  6.021928	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	11	5.965985  5.987043  5.967096  5.996362  5.880570  5.899309  5.921082  5.938698  5.946054  5.962502  6.034863  6.049178  5.918203  5.946754  6.001823  6.020182	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	12	5.964167  5.994672  5.996315  6.012943  5.898556  5.915823  5.953517  5.972934  5.943420  5.962812  6.021948  6.052551  5.943338  5.957500  6.013297  6.030280	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	13	5.971498  5.995844  5.996593  6.015656  5.901582  5.912851  5.936230  5.953339  5.954262  5.973039  6.026250  6.059025  5.931760  5.953270  6.021153  6.033045	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	14	5.973180  5.997142  5.994627  6.012250  5.874436  5.893238  5.941433  5.941421  5.963769  5.985276  6.038911  6.044395  5.935390  5.954804  6.030202  6.029180	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	15	5.977402  6.004827  5.985512  6.004854  5.899102  5.920497  5.933706  5.957693  5.962616  5.972565  6.042614  6.062293  5.916562  5.949057  6.008417  6.035369	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	2	5.985128  5.998610  5.986279  5.994132  5.887886  5.903575  5.915767  5.928045  5.976421  5.988421  6.020641  6.045767  5.937130  5.945196  6.010448  6.046676	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	3	5.987903  6.010837  5.976312  6.006161  5.865429  5.900259  5.924428  5.934097  5.960027  5.975670  6.040053  6.057072  5.916244  5.944752  6.021534  6.027550	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	4	5.953982  5.965572  5.984021  5.997815  5.863877  5.863119  5.929881  5.921943  5.924291  5.943130  6.014088  6.033469  5.893330  5.910185  6.001932  6.018732	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	5	5.939361  5.960318  5.961003  5.982487  5.843569  5.862908  5.900338  5.909214  5.917651  5.925445  5.993619  6.018343  5.899113  5.912344  5.982440  6.001405	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	6	5.941570  5.954296  5.970994  5.976299  5.844644  5.867679  5.908920  5.921567  5.930900  5.941928  5.988827  6.026470  5.899821  5.917838  5.978796  6.003012	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	7	5.926897  5.967759  5.961931  5.988630  5.858078  5.844913  5.901059  5.914747  5.917531  5.929639  5.989689  6.025848  5.894117  5.919594  5.974257  5.988409	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	8	5.936955  5.958411  5.985854  6.010443  5.896997  5.903422  5.917668  5.936878  5.956180  5.967580  6.026342  6.040916  5.914232  5.927801  6.017895  6.032434	existing_gpgpu_sim_stat
prefill	disabled	ROW_ACCESSES_PER_ACTIVATE	9	5.958528  5.991170  5.975167  5.996950  5.872842  5.896617  5.909091  5.933779  5.944650  5.962403  6.037467  6.051531  5.910717  5.931365  5.992007  6.036638	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	0	125320    125320    125216    125216    127416    127416    126976    126976    125704    125704    125508    125508    126112    126132    125820    125824	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	1	125320    125320    125216    125216    127420    127420    126976    126976    125704    125704    125496    125496    126164    126156    125808    125808	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	10	125376    125376    125180    125180    127320    127320    126960    126960    125780    125784    125504    125504    126104    126084    125800    125804	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	11	125376    125376    125180    125180    127320    127320    126960    126960    125780    125780    125492    125496    126096    126096    125824    125820	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	12	125220    125220    125192    125192    127392    127392    126920    126920    125768    125768    125480    125484    126148    126168    125796    125792	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	13	125220    125220    125192    125192    127392    127392    126920    126920    125768    125768    125472    125476    126164    126172    125788    125780	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	14	125408    125412    125180    125180    127416    127416    126916    126916    125756    125756    125452    125452    126112    126104    125796    125788	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	15	125400    125400    125180    125180    127416    127416    126916    126916    125756    125756    125444    125444    126116    126124    125816    125812	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	2	125304    125304    125204    125204    127376    127376    126980    126980    125712    125712    125496    125496    126144    126140    125756    125756	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	3	125304    125304    125204    125204    127376    127376    126980    126980    125712    125712    125540    125544    126164    126152    125764    125764	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	4	125284    125284    125188    125188    127164    127164    126968    126968    125712    125712    125524    125524    126184    126212    125820    125840	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	5	125284    125284    125188    125188    127164    127164    126968    126968    125712    125712    125516    125516    126216    126228    125816    125812	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	6	125300    125300    125188    125188    127232    127232    126968    126968    125732    125732    125544    125548    126152    126136    125852    125860	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	7	125300    125300    125188    125188    127232    127232    126968    126968    125732    125732    125544    125540    126148    126144    125852    125880	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	8	125376    125376    125196    125196    127344    127344    126968    126968    125772    125772    125488    125484    126120    126116    125796    125788	existing_gpgpu_sim_stat
prefill	disabled	WRITE_ACCESSES	9	125376    125376    125196    125196    127344    127344    126964    126968    125772    125772    125480    125480    126164    126168    125784    125796	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	0	1989      1952      1906      1885      1912      1895      1945      1916      1975      1948      1976      1949      2017      1991      2007      1976	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	1	2044      2020      1981      1954      1970      1959      2006      1978      2036      2013      2033      2010      2082      2055      2075      2041	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	10	2085      2053      1994      1979      2004      1986      2032      2004      2060      2038      2058      2037      2114      2085      2104      2073	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	11	2041      2018      1978      1949      1973      1962      2004      1976      2034      2009      2031      2009      2081      2053      2073      2038	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	12	2085      2064      2021      1995      2009      1998      2048      2021      2077      2054      2071      2049      2126      2100      2117      2084	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	13	2064      2029      1975      1957      1977      1960      2012      1985      2042      2018      2040      2018      2088      2058      2082      2048	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	14	2072      2048      2011      1984      1999      1987      2036      2006      2062      2040      2062      2037      2117      2088      2105      2069	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	15	2082      2050      1992      1976      2000      1982      2033      2005      2063      2041      2060      2039      2113      2080      2105      2068	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	2	2084      2053      1996      1982      2001      1983      2032      2002      2062      2041      2059      2037      2117      2084      2105      2072	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	3	2045      2022      1983      1957      1973      1962      2008      1982      2039      2016      2037      2014      2083      2060      2076      2044	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	4	2087      2064      2022      1998      2023      2008      2046      2018      2078      2057      2071      2051      2127      2100      2123      2082	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	5	2075      2044      1989      1973      2001      1983      2023      1996      2055      2035      2050      2029      2100      2071      2094      2064	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	6	2089      2064      2022      1996      2025      2006      2045      2016      2076      2054      2072      2047      2126      2098      2118      2081	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	7	2073      2039      1985      1968      1991      1983      2021      1993      2054      2027      2050      2025      2100      2070      2097      2060	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	8	2064      2031      1975      1957      1983      1965      2010      1982      2040      2018      2041      2019      2089      2058      2083      2047	existing_gpgpu_sim_stat
prefill	ideal	AVG_MF_LATENCY	9	2048      2023      1984      1956      1980      1970      2012      1986      2042      2018      2041      2017      2090      2063      2081      2047	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	average row locality	99487943/16679875 = 5.964550	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	averagemflatency	710	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	avg_icnt2mem_latency	296	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	avg_icnt2sh_latency	86	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	avg_mrq_latency	48	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	max_icnt2mem_latency	4877	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	max_icnt2sh_latency	1263	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	maxmflatency	6264	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	maxmrqlatency	1972	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	total dram reads	91423954	existing_gpgpu_sim_stat
prefill	ideal	GLOBAL	total dram writes	32255956	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	0	80        80        80        80        80        80        80        80        80        80        79        78        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	1	80        80        80        80        80        80        80        80        80        80        79        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	10	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	11	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	12	80        80        80        80        80        80        80        80        80        80        79        79        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	13	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	14	80        80        80        80        80        80        80        80        80        80        79        79        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	15	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	2	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	3	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	4	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	5	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	6	80        80        80        80        80        80        80        80        80        80        79        79        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	7	80        80        79        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	8	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_CONCURRENT_SAME_ROW	9	80        80        80        80        80        80        80        80        80        80        79        79        80        80        80        80	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	0	5804      5812      6136      5802      5599      5916      5742      5556      5975      5748      5863      5870      5727      5731      5799      5873	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	1	5783      6007      6200      5778      6217      5816      5695      5885      5560      5716      5936      5959      5704      5796      5875      5908	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	10	5725      5653      5893      5939      5664      5715      5869      5685      5799      5813      5604      5587      5759      5805      5874      5771	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	11	5901      5764      5616      6208      5795      6033      5602      5797      5676      5683      5729      5661      5656      5660      5579      5754	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	12	5801      5810      5793      5912      5802      5608      5702      5605      5779      5649      5782      5686      5702      5712      5679      5686	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	13	6048      6055      6042      6005      5952      5841      5948      5947      5732      5734      5727      5631      5835      5842      5703      5673	existing_gpgpu_sim_stat
prefill	ideal	MAX_MF_LATENCY	14	5890      5781      6123      5804      5626      5451      6115      6107      5797      6132      6196      5949      5671      5741      5756      5631	existing_gpgpu_sim_stat
