suite,application,input_or_dataset,asset_family,trace_list,trace_tree_bytes,kernel_count,trace_reported_insts,trace_stats_status,same_tree_historical_result,kernel_symbols,sass_binary_version,trace_sha256,kernelslist_sha256,runnable_status,missing_kernel_files,provenance_path,tracer_sha256,cuda_nvcc,capture_gpu,capture_case,framework_at_capture,provenance_missing
Rodinia,pathfinder-rodinia-3.1,100000_100_20___result_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/pathfinder-rodinia-3.1/100000_100_20___result_txt/traces/kernelslist.g,1127194403,5,9393140,available,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/pathfinder-rodinia-3.1/100000_100_20___result_txt/result.txt,_Z14dynproc_kerneliPiS_S_iiii,70,MISSING (no recorded per-trace SHA256),22daac544948ce42c7bd9e5287b3a48effb3f148a0389feb447b277c9ff84f3c,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,srad_v1-rodinia-3.1,100_0_5_502_458,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/srad_v1-rodinia-3.1/100_0_5_502_458/traces/kernelslist.g,21565127570,502,388909070,available,MISSING (no result adjacent to this trace asset),_Z4sradfiilPiS_S_S_PfS0_S0_S0_fS0_S0_;_Z5srad2fiilPiS_S_S_PfS0_S0_S0_S0_S0_;_Z6reduceliiPfS_;_Z7extractlPf;_Z7preparelPfS_S_;_Z8compresslPf,70,MISSING (no recorded per-trace SHA256),2f8045a55fa10cfcb9a6bb1921351cbd8f5cdda00351166a0c5c45f9103d3044,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,streamcluster-rodinia-3.1,10_20_256_65536_65536_1000_none_output_txt_1,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/streamcluster-rodinia-3.1/10_20_256_65536_65536_1000_none_output_txt_1/traces/kernelslist.g,1041697724,5,18286005,available,MISSING (no result adjacent to this trace asset),_Z19kernel_compute_costiilP5PointiiPfS1_PiPb,70,MISSING (no recorded per-trace SHA256),ce71e70525c6299a6be1bae3790b0eeb0417e1f4608cbd10e706c0a14fdd6b46,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Rodinia,streamcluster-rodinia-3.1,3_6_16_65536_65536_1000_none_output_txt_1_output_txt,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/rodinia-first-batch/rodinia-3.1/9.1/streamcluster-rodinia-3.1/3_6_16_65536_65536_1000_none_output_txt_1_output_txt/traces/kernelslist.g,120909420,5,1853440,available,MISSING (no result adjacent to this trace asset),_Z19kernel_compute_costiilP5PointiiPfS1_PiPb,70,MISSING (no recorded per-trace SHA256),ce71e70525c6299a6be1bae3790b0eeb0417e1f4608cbd10e706c0a14fdd6b46,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,MaxFlops,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/MaxFlops/NO_ARGS/traces/kernelslist.g,6454509,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z9max_flopsIfEvPjS0_PT_S2_S2_,70,MISSING (no recorded per-trace SHA256),f0a6e190e458d0162174a414305863b896f06af372f12de7f5abe41c265c6d99,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,atomic_add_bw,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/atomic_add_bw/NO_ARGS/traces/kernelslist.g,2504381964,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z9max_flopsIiEvPmS0_PT_S2_,70,MISSING (no recorded per-trace SHA256),cda31ef3315d6d14126befeecdee860761d1b7e9bc2d3a9c18c02b35d8b3e498,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,atomic_add_bw_conflict,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/atomic_add_bw_conflict/NO_ARGS/traces/kernelslist.g,2915876364,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z9max_flopsIiEvPjS0_PT_S2_,70,MISSING (no recorded per-trace SHA256),f918ca501e0887c893484d6c415118b613b3086b7826a0484d1cb39af601f3f9,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,atomic_add_lat,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/atomic_add_lat/NO_ARGS/traces/kernelslist.g,148726,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z9max_flopsIiEvPjS0_PT_S2_,70,MISSING (no recorded per-trace SHA256),c858a6ed8c76e2690e5cb790c68ee28f71b819fb5e07a94ad6c84fdbe42846b0,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l1_bw_128,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l1_bw_128/NO_ARGS/traces/kernelslist.g,67852484,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z5l1_bwPjS_PfS0_,70,MISSING (no recorded per-trace SHA256),beb03d46bd1f5a6c20fdb34aaaeed37de3fc31e5010ff2c5657a7778e3e9a40c,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l1_bw_32f,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l1_bw_32f/NO_ARGS/traces/kernelslist.g,6574050,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z5l1_bwPjS_PfS0_,70,MISSING (no recorded per-trace SHA256),91e45a0e063aa740af3bf9afbd9e349f73ad36eae15e743a32fe53f57363f0ae,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l1_bw_32f_unroll,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l1_bw_32f_unroll/NO_ARGS/traces/kernelslist.g,12728116,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z5l1_bwPjS_PfS0_,70,MISSING (no recorded per-trace SHA256),33e43360cae33d3c8804686ef9aff8b44dd88a9fd00753e631ac1b0b14412cdf,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l1_bw_32f_unroll_large,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l1_bw_32f_unroll_large/NO_ARGS/traces/kernelslist.g,17549364,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z5l1_bwPjS_PfS0_,70,MISSING (no recorded per-trace SHA256),9484be0ee1d08417b3a405199052de008d11778a691e635195dbe9797097c09d,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l1_bw_64f,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l1_bw_64f/NO_ARGS/traces/kernelslist.g,4564414,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z5l1_bwPjS_PdS0_,70,MISSING (no recorded per-trace SHA256),09a052b34c43f793b7f1766e135a893df2aa08644ae8b864347bd34da402f1a2,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l1_lat,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l1_lat/NO_ARGS/traces/kernelslist.g,3326778,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z6l1_latPjS_PmS0_,70,MISSING (no recorded per-trace SHA256),beb03d46bd1f5a6c20fdb34aaaeed37de3fc31e5010ff2c5657a7778e3e9a40c,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l1_shared_bw,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l1_shared_bw/NO_ARGS/traces/kernelslist.g,100485815,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z9shared_bwPjS_S_S_j,70,MISSING (no recorded per-trace SHA256),b0432afa82a4fc21657d4a92d7f7f673a24ce03f3ce6bf8751306af35c29c2f9,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l2_bw_32f,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l2_bw_32f/NO_ARGS/traces/kernelslist.g,1369731778,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z5l2_bwPjS_PfS0_,70,MISSING (no recorded per-trace SHA256),0dd0c79dc35d7c630509efa6a3fd0ae8555313627215b2e30705cf4e3b577cf3,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l2_bw_64f,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l2_bw_64f/NO_ARGS/traces/kernelslist.g,1393598146,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z5l2_bwPjS_PdS0_,70,MISSING (no recorded per-trace SHA256),ae069f34476ba893c92b3dd5cd74d0fc2c965905e4cdbe05c44595595a5627c9,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,l2_lat,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/l2_lat/NO_ARGS/traces/kernelslist.g,3355471,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z6l2_latPjS_PmS0_,70,MISSING (no recorded per-trace SHA256),beb03d46bd1f5a6c20fdb34aaaeed37de3fc31e5010ff2c5657a7778e3e9a40c,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,mem_bw,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/mem_bw/NO_ARGS/traces/kernelslist.g,121969483,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z6mem_bwPfS_S_S_S_S_PjS0_,70,MISSING (no recorded per-trace SHA256),52258b5ff2ed7a44e4d1bf5b9bb2dda2346fe32152066ff9e9d297f2d1873a93,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,mem_lat,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/mem_lat/NO_ARGS/traces/kernelslist.g,16869674,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z7mem_latPjS_PmS0_,70,MISSING (no recorded per-trace SHA256),beb03d46bd1f5a6c20fdb34aaaeed37de3fc31e5010ff2c5657a7778e3e9a40c,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,shared_bw,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/shared_bw/NO_ARGS/traces/kernelslist.g,300600335,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z9shared_bwPjS_Pf,70,MISSING (no recorded per-trace SHA256),beb03d46bd1f5a6c20fdb34aaaeed37de3fc31e5010ff2c5657a7778e3e9a40c,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
Accel-Sim ubench,shared_lat,NO_ARGS,public-pretrace,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-pretraces/ubench/9.1/shared_lat/NO_ARGS/traces/kernelslist.g,324237,1,MISSING,empty stats.csv,MISSING (no result adjacent to this trace asset),_Z10shared_latPjS_Pmj,70,MISSING (no recorded per-trace SHA256),beb03d46bd1f5a6c20fdb34aaaeed37de3fc31e5010ff2c5657a7778e3e9a40c,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUTLASS,cutlass_perf_test,__seed_2020___dist_0____m_2560___n_1024___k_2560___kernels_sgemm_nn____iterations_5___providers_cutlass,trimmed-derived,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-trace-fraction/cutlass-all-1of40-trim-v1/cutlass/11.0/cutlass_perf_test/__seed_2020___dist_0____m_2560___n_1024___k_2560___kernels_sgemm_nn____iterations_5___providers_cutlass/traces/kernelslist.g,2118138841,7,MISSING,MISSING stats.csv,MISSING (no result adjacent to this trace asset),_ZN7cutlass4gemm16gemm_kernel_nolbINS0_12GemmMainloopINS0_10GemmTraitsINS0_11SgemmConfigINS_5ShapeILi8ELi128ELi128ELi1EEENS5_ILi8ELi8ELi8ELi1EEELi1ELi1ELb0EEENS0_16GlobalLoadStreamILNS_11GemmOperand4KindE0ENS0_20GemmGlobalIteratorAbINS0_20GemmGlobalTileTraitsILSB_0ELNS_12MatrixLayout4KindE1EKfNS5_ILi1ELi8ELi128ELi1EEENS5_ILi1ELi8ELi32ELi1EEELi1EEEiEENS_17TileStoreIteratorINS0_27GemmSharedStoreTileAbTraitsIfNS5_ILi2ELi8ELi128ELi1EEESI_Li1EEEfLNS_15IteratorAdvance4KindE1ELNS_11MemorySpace4KindE1EifLNS_19FragmentElementType4KindE0ENS5_ILi0ELi0ELi0ELi0EEEEENS_4CopyINS_8FragmentIfLi4ELm16EEEEEEENS9_ILSB_1ENSC_INSD_ILSB_1ELSF_1ESG_NS5_ILi1ELi128ELi8ELi1EEENS5_ILi1ELi32ELi8ELi1EEELi1EEEiEENSL_INS0_35GemmSharedStoreWithSkewTileAbTraitsIfSN_S13_Li1ELi4EEEfLSQ_1ELSS_1EifLSU_0ESV_EES10_EENS0_16SharedLoadStreamINS_16TileLoadIteratorINS0_25GemmSharedLoadTileATraitsISG_S6_NS5_ILi1ELi4ELi2ELi1EEENS5_ILi1ELi4ELi8ELi1EEENS5_ILi1ELi1ELi1ELi1EEELi2ELi4ELi0EEEfLSQ_1ELSS_1EifLSU_0ESV_EENSX_INSY_IfLi8ELm16EEEEEEENS1A_INS1B_INS0_25GemmSharedLoadTileBTraitsISG_S6_S1D_S1E_S1F_Li2ELi4ELi4EEEfLSQ_1ELSS_1EifLSU_0ESV_EES1J_EENS0_12GemmEpilogueINS0_28SimplifiedGemmEpilogueTraitsIS8_NS0_13LinearScalingIfNS0_19FragmentMultiplyAddIffLb1EEEEEiNS0_24GemmEpilogueTraitsHelperIS8_S1U_iEEEEEENS0_20IdentityBlockSwizzleEiNS0_17ClearAccumulatorsIfLi1EEEEEEEEEvNT_6ParamsE,70,MISSING (no recorded per-trace SHA256),50b5d7ffff894e814bf059d7124ecfee45319fa756050d3f3bf56e5e36419339,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUTLASS,cutlass_perf_test,__seed_2020___dist_0____m_2560___n_128___k_2560___kernels_sgemm_nn____iterations_5___providers_cutlass,trimmed-derived,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-trace-fraction/cutlass-all-1of40-trim-v1/cutlass/11.0/cutlass_perf_test/__seed_2020___dist_0____m_2560___n_128___k_2560___kernels_sgemm_nn____iterations_5___providers_cutlass/traces/kernelslist.g,264870207,7,MISSING,MISSING stats.csv,MISSING (no result adjacent to this trace asset),_ZN7cutlass4gemm16gemm_kernel_nolbINS0_12GemmMainloopINS0_10GemmTraitsINS0_11SgemmConfigINS_5ShapeILi8ELi128ELi128ELi1EEENS5_ILi8ELi8ELi8ELi1EEELi1ELi1ELb0EEENS0_16GlobalLoadStreamILNS_11GemmOperand4KindE0ENS0_20GemmGlobalIteratorAbINS0_20GemmGlobalTileTraitsILSB_0ELNS_12MatrixLayout4KindE1EKfNS5_ILi1ELi8ELi128ELi1EEENS5_ILi1ELi8ELi32ELi1EEELi1EEEiEENS_17TileStoreIteratorINS0_27GemmSharedStoreTileAbTraitsIfNS5_ILi2ELi8ELi128ELi1EEESI_Li1EEEfLNS_15IteratorAdvance4KindE1ELNS_11MemorySpace4KindE1EifLNS_19FragmentElementType4KindE0ENS5_ILi0ELi0ELi0ELi0EEEEENS_4CopyINS_8FragmentIfLi4ELm16EEEEEEENS9_ILSB_1ENSC_INSD_ILSB_1ELSF_1ESG_NS5_ILi1ELi128ELi8ELi1EEENS5_ILi1ELi32ELi8ELi1EEELi1EEEiEENSL_INS0_35GemmSharedStoreWithSkewTileAbTraitsIfSN_S13_Li1ELi4EEEfLSQ_1ELSS_1EifLSU_0ESV_EES10_EENS0_16SharedLoadStreamINS_16TileLoadIteratorINS0_25GemmSharedLoadTileATraitsISG_S6_NS5_ILi1ELi4ELi2ELi1EEENS5_ILi1ELi4ELi8ELi1EEENS5_ILi1ELi1ELi1ELi1EEELi2ELi4ELi0EEEfLSQ_1ELSS_1EifLSU_0ESV_EENSX_INSY_IfLi8ELm16EEEEEEENS1A_INS1B_INS0_25GemmSharedLoadTileBTraitsISG_S6_S1D_S1E_S1F_Li2ELi4ELi4EEEfLSQ_1ELSS_1EifLSU_0ESV_EES1J_EENS0_12GemmEpilogueINS0_28SimplifiedGemmEpilogueTraitsIS8_NS0_13LinearScalingIfNS0_19FragmentMultiplyAddIffLb1EEEEEiNS0_24GemmEpilogueTraitsHelperIS8_S1U_iEEEEEENS0_20IdentityBlockSwizzleEiNS0_17ClearAccumulatorsIfLi1EEEEEEEEEvNT_6ParamsE,70,MISSING (no recorded per-trace SHA256),50b5d7ffff894e814bf059d7124ecfee45319fa756050d3f3bf56e5e36419339,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUTLASS,cutlass_perf_test,__seed_2020___dist_0____m_2560___n_128___k_2560___kernels_wmma_gemm_nn____iterations_5___providers_cutlass,trimmed-derived,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-trace-fraction/cutlass-all-1of40-trim-v1/cutlass/11.0/cutlass_perf_test/__seed_2020___dist_0____m_2560___n_128___k_2560___kernels_wmma_gemm_nn____iterations_5___providers_cutlass/traces/kernelslist.g,56935130,7,MISSING,MISSING stats.csv,MISSING (no result adjacent to this trace asset),_ZN7cutlass4gemm16gemm_kernel_nolbINS0_12GemmMainloopINS0_10GemmTraitsINS0_14WmmaGemmConfigILNS_12MatrixLayout4KindE1ELS6_1ENS_5ShapeILi64ELi128ELi128ELi1EEE6__halfS9_ffNS7_ILi64ELi32ELi64ELi1EEENS7_ILi16ELi16ELi16ELi1EEELi8ELi8ELi8ELi8ELi4ELi4ELi4EEENS0_16GlobalLoadStreamILNS_11GemmOperand4KindE0ENS0_20GemmGlobalIteratorAbINS0_20GemmGlobalTileTraitsILSF_0ELS6_1EKS9_NS7_ILi1ELi64ELi128ELi1EEENS7_ILi1ELi8ELi32ELi1EEELi8EEEiEENS_17TileStoreIteratorINS0_27GemmSharedStoreTileAbTraitsIS9_NS7_ILi1ELi64ELi136ELi1EEENS7_ILi1ELi16ELi16ELi1EEELi8EEES9_LNS_15IteratorAdvance4KindE1ELNS_11MemorySpace4KindE1EiS9_LNS_19FragmentElementType4KindE0ENS7_ILi0ELi0ELi0ELi0EEEEENS_4CopyINS_8FragmentIS9_Li32ELm16EEEEEEENSD_ILSF_1ENSG_INSH_ILSF_1ELS6_1ESI_NS7_ILi1ELi128ELi64ELi1EEENS7_ILi1ELi4ELi64ELi1EEELi8EEEiEENSN_INSO_IS9_NS7_ILi1ELi128ELi72ELi1EEENS7_ILi1ELi32ELi8ELi1EEELi8EEES9_LST_1ELSV_1EiS9_LSX_0ESY_EES13_EENS0_16SharedLoadStreamINS_16TileLoadIteratorINS0_29WmmaGemmSharedLoadTileATraitsILS6_1ES9_SP_NS7_ILi1ELi4ELi2ELi1EEELi16ENS7_ILi1ELi1ELi4ELi1EEENS7_ILi2176ELi0ELi32ELi0EEESB_EES9_LST_1ELSV_1EiNS_10WmmaMatrixILSF_0ELS6_1ES9_SB_EELSX_1ESY_EENS10_INS11_IS1M_Li4ELm16EEEEEEENS1E_INS1F_INS0_29WmmaGemmSharedLoadTileBTraitsILS6_1ES9_S19_S1H_Li1152ENS7_ILi1ELi1ELi2ELi1EEENS7_ILi16ELi0ELi4608ELi1EEESB_EES9_LST_1ELSV_1EiNS1L_ILSF_1ELS6_1ES9_SB_EELSX_1ESY_EENS10_INS11_IS1V_Li2ELm16EEEEEEENS0_12GemmEpilogueINS0_28SimplifiedGemmEpilogueTraitsISC_NS0_13LinearScalingIfNS0_19FragmentMultiplyAddIffLb1EEEEEiNS0_28WmmaGemmEpilogueTraitsHelperISC_fS25_iEEEEEENS0_20IdentityBlockSwizzleEiNS0_17ClearAccumulatorsIfLi1EEEEEEEEEvNT_6ParamsE,70,MISSING (no recorded per-trace SHA256),50b5d7ffff894e814bf059d7124ecfee45319fa756050d3f3bf56e5e36419339,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
CUTLASS,cutlass_perf_test,__seed_2020___dist_0____m_2560___n_16___k_2560___kernels_sgemm_nn____iterations_5___providers_cutlass,trimmed-derived,/workspace/worktrees/accel-sim-decoupled-l2/hw_run/decoupled-l2-trace-fraction/cutlass-all-1of40-trim-v1/cutlass/11.0/cutlass_perf_test/__seed_2020___dist_0____m_2560___n_16___k_2560___kernels_sgemm_nn____iterations_5___providers_cutlass/traces/kernelslist.g,262989692,7,MISSING,MISSING stats.csv,MISSING (no result adjacent to this trace asset),_ZN7cutlass4gemm16gemm_kernel_nolbINS0_12GemmMainloopINS0_10GemmTraitsINS0_11SgemmConfigINS_5ShapeILi8ELi128ELi128ELi1EEENS5_ILi8ELi8ELi8ELi1EEELi1ELi1ELb0EEENS0_16GlobalLoadStreamILNS_11GemmOperand4KindE0ENS0_20GemmGlobalIteratorAbINS0_20GemmGlobalTileTraitsILSB_0ELNS_12MatrixLayout4KindE1EKfNS5_ILi1ELi8ELi128ELi1EEENS5_ILi1ELi8ELi32ELi1EEELi1EEEiEENS_17TileStoreIteratorINS0_27GemmSharedStoreTileAbTraitsIfNS5_ILi2ELi8ELi128ELi1EEESI_Li1EEEfLNS_15IteratorAdvance4KindE1ELNS_11MemorySpace4KindE1EifLNS_19FragmentElementType4KindE0ENS5_ILi0ELi0ELi0ELi0EEEEENS_4CopyINS_8FragmentIfLi4ELm16EEEEEEENS9_ILSB_1ENSC_INSD_ILSB_1ELSF_1ESG_NS5_ILi1ELi128ELi8ELi1EEENS5_ILi1ELi32ELi8ELi1EEELi1EEEiEENSL_INS0_35GemmSharedStoreWithSkewTileAbTraitsIfSN_S13_Li1ELi4EEEfLSQ_1ELSS_1EifLSU_0ESV_EES10_EENS0_16SharedLoadStreamINS_16TileLoadIteratorINS0_25GemmSharedLoadTileATraitsISG_S6_NS5_ILi1ELi4ELi2ELi1EEENS5_ILi1ELi4ELi8ELi1EEENS5_ILi1ELi1ELi1ELi1EEELi2ELi4ELi0EEEfLSQ_1ELSS_1EifLSU_0ESV_EENSX_INSY_IfLi8ELm16EEEEEEENS1A_INS1B_INS0_25GemmSharedLoadTileBTraitsISG_S6_S1D_S1E_S1F_Li2ELi4ELi4EEEfLSQ_1ELSS_1EifLSU_0ESV_EES1J_EENS0_12GemmEpilogueINS0_28SimplifiedGemmEpilogueTraitsIS8_NS0_13LinearScalingIfNS0_19FragmentMultiplyAddIffLb1EEEEEiNS0_24GemmEpilogueTraitsHelperIS8_S1U_iEEEEEENS0_20IdentityBlockSwizzleEiNS0_17ClearAccumulatorsIfLi1EEEEEEEEEvNT_6ParamsE,70,MISSING (no recorded per-trace SHA256),50b5d7ffff894e814bf059d7124ecfee45319fa756050d3f3bf56e5e36419339,directly runnable,0,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,yes
