kind	classification	accepted_target	bundle	phase	candidate	exact_function	grid	block	decode_step	occurrence	payload_rel	payload_sha256	runner_index_sha256	producer_identity	simulator_qualification	rtx4080_v1_replay
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-4-ctx_0x5b5ba0bd1a60.traceg.xz	a31ee24aed20073a10da1fe1fc0faeb139f5cc9225e5ac18ecca61456d3577c6	b4a771c85477e37f6a49677edcc6c685111a9dafcd60a16b340341c06784d46b	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-5-ctx_0x5b5ba0bd1a60.traceg.xz	52d58324871a99978dd97e5681be3457fa2fdf70c85a1dc1bb9fdd1b9d8bcef8	dbe4b8d14b9ad7a59db6f65d1fe7e058c12a598d2161970cd5752214970fda0c	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-6-ctx_0x5b5ba0bd1a60.traceg.xz	b92f29399c5699d65959d7d3559b1afaa79ee9a7b92bd2dfd769cc5e1c90e034	b59a45a38fc5596dd47feee89ce724a0bfe0beeb51a0ab510f27ef68820b05d4	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-7-ctx_0x5b5ba0bd1a60.traceg.xz	6300b980539131cb1dfc62c235007f9cfe33c96bd460a32a17d44ff7c39c7b3e	ee328408de8e9f3d57db5f848ab1bda07a384538ae138adb0ced3b9ad75770e6	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-8-ctx_0x5b5ba0bd1a60.traceg.xz	da3fa413a0f8c9abb14d50d1baf778c72abf7fd8aae250da95b1be3d5b69de87	627d14ea8303de7acad0ab8a4701e40a5ad3ac57d74dac39da149ef775a874e4	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native-contiguous-prefix_q05-contiguous-prefix_20260918T022749Z_1fea2d955d1c	PREFILL	Q05 contiguous prefix launches 0..34	UNKNOWN	UNKNOWN	UNKNOWN	N/A	UNKNOWN	traces/kernel-9-ctx_0x5b5ba0bd1a60.traceg.xz	a9027cfb9b9ab61eb7d3ce0b7bc222b6d62a5404b5e8afad162944addaa6cf6c	3d9b4bf7b1b2a8e3f2fb596774db9934b53690efd007dba08ce7ecf52dcb4dfd	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE_CONTIGUOUS_PREFIX;78f153eb8da6e8e54467382d655f2a55d3eb43fa;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step24-occ0_20260918T210227Z_c4857ce381b3	DECODE	DECODE_FLASH_PRIMARY_1_STEP24_OCC0	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, false, false, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	24	0	traces/kernel-25236-ctx_0x599f9e97a680.traceg.xz	66d0647db3179d5370b59095863b8e2fc03f68f2098169b23a155f9544c21bc0	cfd9aed2a97f789f9e44d6fc94ecfac89ceb4550a772b58aa6ea6a65a9e5fbc5	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8_20260918T174617Z_dfb5c935b07a	DECODE	DECODE_FLASH_PRIMARY_1_STEP8	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, false, false, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	8	17	traces/kernel-9119-ctx_0x5b2cd9c25560.traceg.xz	57f9a907f0cfd9eb1d460ed4c240e2d3321e7dc42e3943bb96eb9f5b62bb6a35	20ad3be4003248c890a56d5f44a4e2011c57b397443a7162ebc19038214ab8d5	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ16_20260918T221751Z_f4e3d066d454	DECODE	DECODE_FLASH_PRIMARY_2_STEP1_OCC16	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	1	16	traces/kernel-1706-ctx_0x5d067733b7f0.traceg.xz	f4b1b9b66ab97dbd0bb541bd7f120d17b9f83ea094a38f56413b562133d13c56	c5d2bd4d63419a15de2d48cb0000e43a5b49724400adf63afd1ca7c9e80207e4	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step32-occ23_20260919T003448Z_25f8cd30c805	DECODE	DECODE_FLASH_PRIMARY_2_STEP32_OCC23	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	32	23	traces/kernel-34650-ctx_0x61611771c170.traceg.xz	21b782589f923a10289a4e4c3c927c6acdc4f5d4bd16390f2eacfebcf381aa43	47be695e9f05c0331d85b1cb63332a48e0d7646557005a572bcfd57d0637b110	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step32-occ16_20260919T002414Z_0e81ba4e4fe8	DECODE	DECODE_FLASH_PRIMARY_2_STEP32_OCC16	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	32	16	traces/kernel-34349-ctx_0x57c2671315c0.traceg.xz	39ac63b1caf0f53acbcdc177e211c9f2813f94baf4d9d459501b690e981fc7b1	7303158d3e96739897d97a93fe6a0436a0b435be5a10f26e437486af74c2055b	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step8-occ0_20260918T195708Z_3e5ef8c60d91	DECODE	DECODE_FLASH_PRIMARY_1_STEP8_OCC0	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, false, false, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	8	0	traces/kernel-8388-ctx_0x63b8ab3f0db0.traceg.xz	d0f5de8b1e38cba3470e8eac6ca25981fdd018cc03b837b7ceb0c663ad9efb31	544ae5b2cfba84d2871c7d03934aa45f79ec7b0d3646238fd6e9cf81670efc47	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step16-occ16_20260918T232058Z_3aa470b630b4	DECODE	DECODE_FLASH_PRIMARY_2_STEP16_OCC16	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	16	16	traces/kernel-17501-ctx_0x5e60ec26d4a0.traceg.xz	16a2e0ffc6912920bac867031c83e39d445e887106f66b97bb4901c37263023a	bf56dfef8d04a5e837bb5fce7e699452813a16422c55816e58ac76dc9b0ff640	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step1-occ0_20260918T192427Z_e517c4e79aa4	DECODE	DECODE_FLASH_PRIMARY_1_STEP1_OCC0	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, false, false, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	1	0	traces/kernel-1017-ctx_0x5aca150c7d40.traceg.xz	bfd1fe57a249f20fc4bb15411c9d36256454e1d2a3c3fcbde8001b559f7da745	78165d3db223bdd5562344196c463e7f1b2cd875bbde4a5f47160a7736623197	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ23_20260918T205135Z_cfc345f7b4ed	DECODE	DECODE_FLASH_PRIMARY_1_STEP16_OCC23	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, false, false, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	16	23	traces/kernel-17801-ctx_0x6074c4752320.traceg.xz	0d8739bcb0169e65327db98f8162f79be30b0ecb45c32544262425412642e462	6bab616ad0f07334c3c7cd872d484ccedbf293b2ab0f6df07709329181bc31b5	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8-occ23_20260918T225955Z_6b45d203a858	DECODE	DECODE_FLASH_PRIMARY_2_STEP8_OCC23	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	8	23	traces/kernel-9378-ctx_0x585bd1a09090.traceg.xz	e33e3f5900fabc095ee82cb9a4d98b4e0c3b1fd54f90befc501b5fadd63842cc	04b94f64c01f9fb0e183da41af24424bce1bad923ac3330dd08237b36903e6d9	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24-occ8_20260918T234203Z_79eb50ac93d0	DECODE	DECODE_FLASH_PRIMARY_2_STEP24_OCC8	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	24	8	traces/kernel-25581-ctx_0x5fa72955e240.traceg.xz	78c1afd297fb2003df7fd50eb3c8114fc2badf76db6e6983bcf561dceef96de3	d5ec6935396e5f6dff47c7caf0a50cd7c3724bb8f6caa1b41f4653faadc804ce	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native_prefill-flash-occ6_20260918T044821Z_3a843fb98efa	PREFILL	PREFILL_FLASH_OCC6	void pytorch_flash::flash_fwd_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 128, 128, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 128, 128, 4, cutlass::half_t> >, false, true, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	16,1,14	128,1,1	N/A	UNKNOWN	traces/kernel-274-ctx_0x56e03185cd40.traceg.xz	840849e0154045a2b258ad92bcd249e0f033b438f745b5e00eb96dcf6d4c11f6	857a5ad3c5ca9042b642fc2d2f22978c2c27f7c19ae8e8bf1fc4fd7d2a4b114d	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;c6733012c13099c6a86f506fd8c61e351791159e;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native_prefill-gemm-primary-occ4_20260918T054802Z_b9c3abe1e5ee	PREFILL	PREFILL_GEMM_PRIMARY_OCC4	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	128,3,1	256,1,1	NOT_APPLICABLE	UNKNOWN	traces/kernel-125-ctx_0x569e29324460.traceg.xz	4b6943dc25c6bc433c95f80bdb3e3d01ec14c922c884df941594525b6f5cfa07	b8025e3000acc3dc184a466c62582c7cbaf89658cca187128fdf89b8f0278f8e	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;c6733012c13099c6a86f506fd8c61e351791159e;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step1-occ8_20260918T220719Z_3f8d030dfd0e	DECODE	DECODE_FLASH_PRIMARY_2_STEP1_OCC8	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	1	8	traces/kernel-1362-ctx_0x61e9bc6f16c0.traceg.xz	4d927045ca129ecfc7c2a3b3b8fabbd0f7f5883bc2a8a0f04c313eabc2b98147	9e5135efa648f5074dafb4de54dd5bce60b045738ab1fbf3f6877317cfbde30a	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REUSABLE_NOW	T1	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_prefill_awma-route-b-nvbit1771-sim-native_prefill-gemm-primary-occ0_20260918T052739Z_01540d931e17	PREFILL	PREFILL_GEMM_PRIMARY_OCC0	void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8::Params)	128,3,1	256,1,1	NOT_APPLICABLE	UNKNOWN	traces/kernel-45-ctx_0x60d38cb72530.traceg.xz	e36178f9a92033cd91f3c1ff4b165321b7958157c7deed2a9aaa4696e7c73e8c	c9dd68f84606deceb8d7dcece6e35c93750b16bf507ac3666c3adb2a0e0cdc41	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;c6733012c13099c6a86f506fd8c61e351791159e;FORMAL	P1_ACCEPTED	YES
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_decode-flash-primary-1_20260918T030844Z_fbd73751c9df	DECODE	DECODE_FLASH_PRIMARY_1	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, false, false, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	1	UNKNOWN	traces/kernel-1748-ctx_0x55c188f7ab60.traceg.xz	cbd46eac226aceebcaafbf8fab4785c3aefae307a2c9a9337f0aeca47815980a	9a7879f98cb6890d0837974817f0f1eca8ec880fc4620fd87af5454acdc3e4e3	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;c6733012c13099c6a86f506fd8c61e351791159e;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step8-occ8_20260918T223852Z_caa0f7d718e8	DECODE	DECODE_FLASH_PRIMARY_2_STEP8_OCC8	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	8	8	traces/kernel-8733-ctx_0x597605d7dc30.traceg.xz	a4c525367eae96244f3c534cea9a64e9e78a477f7d7aa0151806e278a386ff1e	1208c002caf107009be2c1b6cafcca8ee0e4179a23cb357c9b85d05f8b55bc40	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-1-step16-occ8_20260918T204044Z_d6f66d6f3430	DECODE	DECODE_FLASH_PRIMARY_1_STEP16_OCC8	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, false, false, false, false, true, true, false>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	16	8	traces/kernel-17156-ctx_0x59f6bc793820.traceg.xz	0c82f99521ed354fd2cd9cc21bd5f0ee8e7ca691bdbb9bcd3e5dffd6b2f26865	e180a9f05d2de3a4f80def0084de2d1eb3a3edf6660c3c114bf7320f439642d0	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step24_20260918T190108Z_944cac17cd46	DECODE	DECODE_FLASH_PRIMARY_2_STEP24	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	24	0	traces/kernel-25237-ctx_0x587b27319250.traceg.xz	1c50e71a47bd86c4feeff845dd72b5251e686b7f7f03eed468045e88b9fb71f4	3aa5ed829ef76a90ba9d53fc50de724ee6266438d3bb59b740fa6b670d14fda4	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_v2-decode-flash-primary-2-step4_20260918T182924Z_126c604f4d02	DECODE	DECODE_FLASH_PRIMARY_2_STEP4	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<64, 64, 256, 4, false, false, cutlass::half_t, pytorch_flash::Flash_kernel_traits<64, 64, 256, 4, cutlass::half_t> >, 8, 4, true>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	4	0	traces/kernel-4177-ctx_0x63f65862bec0.traceg.xz	a3d8e5da8f13db1a876a6fb3959ace907bcbaa826805f9540bc8ea92a5ff608e	783e9d8820da221f94db7bd821cbfefac0c44073b3bb9d5286ef64e5c436d996	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
SIMULATOR_NATIVE	REQUIRES_REQUALIFICATION	NONE	C16R_qwen-qwen2-5-0-5b-instruct_s2-text_decode_awma-route-b-nvbit1771-sim-native_decode-gemv-primary-step4_20260918T072000Z_1f540a7c5218	DECODE	DECODE_GEMV_PRIMARY_STEP4	std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, false, true, true, false, 6, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<__half const>, cublasGemvTensorStridedBatched<__half const>, cublasGemvTensorStridedBatched<__half>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<__half const>, cublasGemvTensorStridedBatched<__half const>, cublasGemvTensorStridedBatched<__half>, float>)	1216,1,1	16,4,1	4	10	traces/kernel-4403-ctx_0x6080e5f2b780.traceg.xz	e8c0f7eefa567889178b9a7d1447c9c6ee83ced1cef9efd6eea19331861595b9	9c9321c9439d7b3a10676f1593cfec0f12a7b924a6119a3d56302b5bb8cc0987	AWMA_ROUTE_B_NVBIT1771_SIM_NATIVE;5143b4e10aaf2fc47bb60492155d2464b0b726fd;FORMAL	FORMAL_CAPTURE; replay not accepted on RTX4080/V1	NO
