tensor_name	logical_group	decoder_layer_id	submodule_role	source_shard	source_shard_sha256_or_receipt_identity	dtype	shape	numel	exact_tensor_bytes
model.layers.26.mlp.gate_proj.weight	decoder layer 26 MLP	26	MLP:mlp.gate_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.26.mlp.up_proj.weight	decoder layer 26 MLP	26	MLP:mlp.up_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.26.post_attention_layernorm.weight	decoder layer 26 norm-other	26	norm-other:post_attention_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.26.self_attn.k_proj.bias	decoder layer 26 attention	26	attention:self_attn.k_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.26.self_attn.k_proj.weight	decoder layer 26 attention	26	attention:self_attn.k_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.26.self_attn.o_proj.weight	decoder layer 26 attention	26	attention:self_attn.o_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.26.self_attn.q_proj.bias	decoder layer 26 attention	26	attention:self_attn.q_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.26.self_attn.q_proj.weight	decoder layer 26 attention	26	attention:self_attn.q_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.26.self_attn.v_proj.bias	decoder layer 26 attention	26	attention:self_attn.v_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.26.self_attn.v_proj.weight	decoder layer 26 attention	26	attention:self_attn.v_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.27.input_layernorm.weight	decoder layer 27 norm-other	27	norm-other:input_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.27.mlp.down_proj.weight	decoder layer 27 MLP	27	MLP:mlp.down_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.27.mlp.gate_proj.weight	decoder layer 27 MLP	27	MLP:mlp.gate_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.27.mlp.up_proj.weight	decoder layer 27 MLP	27	MLP:mlp.up_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.27.post_attention_layernorm.weight	decoder layer 27 norm-other	27	norm-other:post_attention_layernorm.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.27.self_attn.k_proj.bias	decoder layer 27 attention	27	attention:self_attn.k_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.27.self_attn.k_proj.weight	decoder layer 27 attention	27	attention:self_attn.k_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.27.self_attn.o_proj.weight	decoder layer 27 attention	27	attention:self_attn.o_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.27.self_attn.q_proj.bias	decoder layer 27 attention	27	attention:self_attn.q_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.27.self_attn.q_proj.weight	decoder layer 27 attention	27	attention:self_attn.q_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.27.self_attn.v_proj.bias	decoder layer 27 attention	27	attention:self_attn.v_proj.bias	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.27.self_attn.v_proj.weight	decoder layer 27 attention	27	attention:self_attn.v_proj.weight	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.3.input_layernorm.weight	decoder layer 3 norm-other	3	norm-other:input_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.3.mlp.down_proj.weight	decoder layer 3 MLP	3	MLP:mlp.down_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.3.mlp.gate_proj.weight	decoder layer 3 MLP	3	MLP:mlp.gate_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.3.mlp.up_proj.weight	decoder layer 3 MLP	3	MLP:mlp.up_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.3.post_attention_layernorm.weight	decoder layer 3 norm-other	3	norm-other:post_attention_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.3.self_attn.k_proj.bias	decoder layer 3 attention	3	attention:self_attn.k_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.3.self_attn.k_proj.weight	decoder layer 3 attention	3	attention:self_attn.k_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.3.self_attn.o_proj.weight	decoder layer 3 attention	3	attention:self_attn.o_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.3.self_attn.q_proj.bias	decoder layer 3 attention	3	attention:self_attn.q_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.3.self_attn.q_proj.weight	decoder layer 3 attention	3	attention:self_attn.q_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.3.self_attn.v_proj.bias	decoder layer 3 attention	3	attention:self_attn.v_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.3.self_attn.v_proj.weight	decoder layer 3 attention	3	attention:self_attn.v_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.4.input_layernorm.weight	decoder layer 4 norm-other	4	norm-other:input_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.4.mlp.down_proj.weight	decoder layer 4 MLP	4	MLP:mlp.down_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.4.mlp.gate_proj.weight	decoder layer 4 MLP	4	MLP:mlp.gate_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.4.mlp.up_proj.weight	decoder layer 4 MLP	4	MLP:mlp.up_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.4.post_attention_layernorm.weight	decoder layer 4 norm-other	4	norm-other:post_attention_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.4.self_attn.k_proj.bias	decoder layer 4 attention	4	attention:self_attn.k_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.4.self_attn.k_proj.weight	decoder layer 4 attention	4	attention:self_attn.k_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.4.self_attn.o_proj.weight	decoder layer 4 attention	4	attention:self_attn.o_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.4.self_attn.q_proj.bias	decoder layer 4 attention	4	attention:self_attn.q_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.4.self_attn.q_proj.weight	decoder layer 4 attention	4	attention:self_attn.q_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.4.self_attn.v_proj.bias	decoder layer 4 attention	4	attention:self_attn.v_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.4.self_attn.v_proj.weight	decoder layer 4 attention	4	attention:self_attn.v_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.5.input_layernorm.weight	decoder layer 5 norm-other	5	norm-other:input_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.5.mlp.down_proj.weight	decoder layer 5 MLP	5	MLP:mlp.down_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.5.mlp.gate_proj.weight	decoder layer 5 MLP	5	MLP:mlp.gate_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.5.mlp.up_proj.weight	decoder layer 5 MLP	5	MLP:mlp.up_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.5.post_attention_layernorm.weight	decoder layer 5 norm-other	5	norm-other:post_attention_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.5.self_attn.k_proj.bias	decoder layer 5 attention	5	attention:self_attn.k_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.5.self_attn.k_proj.weight	decoder layer 5 attention	5	attention:self_attn.k_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.5.self_attn.o_proj.weight	decoder layer 5 attention	5	attention:self_attn.o_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.5.self_attn.q_proj.bias	decoder layer 5 attention	5	attention:self_attn.q_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.5.self_attn.q_proj.weight	decoder layer 5 attention	5	attention:self_attn.q_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.5.self_attn.v_proj.bias	decoder layer 5 attention	5	attention:self_attn.v_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.5.self_attn.v_proj.weight	decoder layer 5 attention	5	attention:self_attn.v_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.6.input_layernorm.weight	decoder layer 6 norm-other	6	norm-other:input_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.6.mlp.down_proj.weight	decoder layer 6 MLP	6	MLP:mlp.down_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.6.mlp.gate_proj.weight	decoder layer 6 MLP	6	MLP:mlp.gate_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.6.mlp.up_proj.weight	decoder layer 6 MLP	6	MLP:mlp.up_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.6.post_attention_layernorm.weight	decoder layer 6 norm-other	6	norm-other:post_attention_layernorm.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.6.self_attn.k_proj.bias	decoder layer 6 attention	6	attention:self_attn.k_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.6.self_attn.k_proj.weight	decoder layer 6 attention	6	attention:self_attn.k_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.6.self_attn.o_proj.weight	decoder layer 6 attention	6	attention:self_attn.o_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.6.self_attn.q_proj.bias	decoder layer 6 attention	6	attention:self_attn.q_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.6.self_attn.q_proj.weight	decoder layer 6 attention	6	attention:self_attn.q_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.6.self_attn.v_proj.bias	decoder layer 6 attention	6	attention:self_attn.v_proj.bias	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.6.self_attn.v_proj.weight	decoder layer 6 attention	6	attention:self_attn.v_proj.weight	model-00001-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.7.input_layernorm.weight	decoder layer 7 norm-other	7	norm-other:input_layernorm.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.7.mlp.down_proj.weight	decoder layer 7 MLP	7	MLP:mlp.down_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.7.mlp.gate_proj.weight	decoder layer 7 MLP	7	MLP:mlp.gate_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.7.mlp.up_proj.weight	decoder layer 7 MLP	7	MLP:mlp.up_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.7.post_attention_layernorm.weight	decoder layer 7 norm-other	7	norm-other:post_attention_layernorm.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.7.self_attn.k_proj.bias	decoder layer 7 attention	7	attention:self_attn.k_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.7.self_attn.k_proj.weight	decoder layer 7 attention	7	attention:self_attn.k_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.7.self_attn.o_proj.weight	decoder layer 7 attention	7	attention:self_attn.o_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.7.self_attn.q_proj.bias	decoder layer 7 attention	7	attention:self_attn.q_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.7.self_attn.q_proj.weight	decoder layer 7 attention	7	attention:self_attn.q_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.7.self_attn.v_proj.bias	decoder layer 7 attention	7	attention:self_attn.v_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.7.self_attn.v_proj.weight	decoder layer 7 attention	7	attention:self_attn.v_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.8.input_layernorm.weight	decoder layer 8 norm-other	8	norm-other:input_layernorm.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.8.mlp.down_proj.weight	decoder layer 8 MLP	8	MLP:mlp.down_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.8.mlp.gate_proj.weight	decoder layer 8 MLP	8	MLP:mlp.gate_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.8.mlp.up_proj.weight	decoder layer 8 MLP	8	MLP:mlp.up_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.8.post_attention_layernorm.weight	decoder layer 8 norm-other	8	norm-other:post_attention_layernorm.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.8.self_attn.k_proj.bias	decoder layer 8 attention	8	attention:self_attn.k_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.8.self_attn.k_proj.weight	decoder layer 8 attention	8	attention:self_attn.k_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.8.self_attn.o_proj.weight	decoder layer 8 attention	8	attention:self_attn.o_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.8.self_attn.q_proj.bias	decoder layer 8 attention	8	attention:self_attn.q_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.8.self_attn.q_proj.weight	decoder layer 8 attention	8	attention:self_attn.q_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.8.self_attn.v_proj.bias	decoder layer 8 attention	8	attention:self_attn.v_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.8.self_attn.v_proj.weight	decoder layer 8 attention	8	attention:self_attn.v_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.9.input_layernorm.weight	decoder layer 9 norm-other	9	norm-other:input_layernorm.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.9.mlp.down_proj.weight	decoder layer 9 MLP	9	MLP:mlp.down_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x18944	67895296	135790592
model.layers.9.mlp.gate_proj.weight	decoder layer 9 MLP	9	MLP:mlp.gate_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.9.mlp.up_proj.weight	decoder layer 9 MLP	9	MLP:mlp.up_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	18944x3584	67895296	135790592
model.layers.9.post_attention_layernorm.weight	decoder layer 9 norm-other	9	norm-other:post_attention_layernorm.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.9.self_attn.k_proj.bias	decoder layer 9 attention	9	attention:self_attn.k_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.9.self_attn.k_proj.weight	decoder layer 9 attention	9	attention:self_attn.k_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.layers.9.self_attn.o_proj.weight	decoder layer 9 attention	9	attention:self_attn.o_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.9.self_attn.q_proj.bias	decoder layer 9 attention	9	attention:self_attn.q_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
model.layers.9.self_attn.q_proj.weight	decoder layer 9 attention	9	attention:self_attn.q_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584x3584	12845056	25690112
model.layers.9.self_attn.v_proj.bias	decoder layer 9 attention	9	attention:self_attn.v_proj.bias	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512	512	1024
model.layers.9.self_attn.v_proj.weight	decoder layer 9 attention	9	attention:self_attn.v_proj.weight	model-00002-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	512x3584	1835008	3670016
model.norm.weight	final norm		final_norm	model-00004-of-00004.safetensors	cee32868231b30f42f71fa89e523069b09d6a20455730825b70b5cfbc9411b0c	BF16	3584	3584	7168
