row_kind	roi	comparison	rank	compute_index	operator_class	layer_id	metric	baseline_value	candidate_value	delta	note
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	5	514	ATTENTION_PROJECTION	11	subentry_hits	UNATTRIBUTED	428	428	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	6	624	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	428	428	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	7	669	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	427	427	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	8	444	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	425	425	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	9	534	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	425	425	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	10	84	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	424	424	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	11	174	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	424	424	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	12	399	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	424	424	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	13	489	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	424	424	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	14	604	ATTENTION_PROJECTION	13	subentry_hits	UNATTRIBUTED	423	423	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	15	354	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	421	421	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	16	649	ATTENTION_PROJECTION	14	subentry_hits	UNATTRIBUTED	421	421	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	17	579	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	420	420	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	18	219	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	419	419	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	19	264	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	419	419	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F1_vs_F2	20	714	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	416	416	candidate-ranked activity; do not infer critical-path benefit
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_CORE		gpu_sim_cycle	505056	505056	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_CORE		subentry_hits	UNATTRIBUTED	6533	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_CORE		subentry_misses	UNATTRIBUTED	160	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_CORE		l2_tlb_misses	195	195	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_CORE		translation_walk_starts	11	11	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_CORE		pte_dram_responses	6	6	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_CORE		requester_translation_latency_cycles	2948392	2948392	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_PROJECTION		gpu_sim_cycle	3774110	3774110	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_PROJECTION		subentry_hits	UNATTRIBUTED	3717	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_PROJECTION		subentry_misses	UNATTRIBUTED	176	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_PROJECTION		l2_tlb_misses	244	244	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_PROJECTION		translation_walk_starts	16	16	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_PROJECTION		pte_dram_responses	9	9	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			ATTENTION_PROJECTION		requester_translation_latency_cycles	82331964	82331964	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			EMBEDDING_OUTPUT		gpu_sim_cycle	3748422	3748422	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			EMBEDDING_OUTPUT		subentry_hits	UNATTRIBUTED	1429	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			EMBEDDING_OUTPUT		subentry_misses	UNATTRIBUTED	71	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			EMBEDDING_OUTPUT		l2_tlb_misses	92	92	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			EMBEDDING_OUTPUT		translation_walk_starts	33	33	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			EMBEDDING_OUTPUT		pte_dram_responses	35	35	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			EMBEDDING_OUTPUT		requester_translation_latency_cycles	34139273	34139273	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			FFN_MLP		gpu_sim_cycle	21171979	21171979	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			FFN_MLP		subentry_hits	UNATTRIBUTED	55	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			FFN_MLP		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			FFN_MLP		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			FFN_MLP		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			FFN_MLP		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			FFN_MLP		requester_translation_latency_cycles	594497852	594497852	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			NORM		gpu_sim_cycle	285151	285151	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			NORM		subentry_hits	UNATTRIBUTED	214	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			NORM		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			NORM		l2_tlb_misses	32	32	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			NORM		translation_walk_starts	1	1	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			NORM		pte_dram_responses	2	2	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			NORM		requester_translation_latency_cycles	475987	475987	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			OTHER_COMPUTE		gpu_sim_cycle	4468218	4468218	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			OTHER_COMPUTE		subentry_hits	UNATTRIBUTED	13458	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			OTHER_COMPUTE		subentry_misses	UNATTRIBUTED	1637	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			OTHER_COMPUTE		l2_tlb_misses	1887	1887	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			OTHER_COMPUTE		translation_walk_starts	109	109	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			OTHER_COMPUTE		pte_dram_responses	52	52	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			OTHER_COMPUTE		requester_translation_latency_cycles	11110495	11110495	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			UNRESOLVED		gpu_sim_cycle	6093	6093	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			UNRESOLVED		subentry_hits	UNATTRIBUTED	1	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			UNRESOLVED		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			UNRESOLVED		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			UNRESOLVED		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			UNRESOLVED		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L5_vs_F7-L5			UNRESOLVED		requester_translation_latency_cycles	110	110	0	exact marker checkpoints; activity is not critical-path proof
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	1	739	EMBEDDING_OUTPUT	NA	subentry_hits	UNATTRIBUTED	1429	1429	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	2	489	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	430	430	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	3	534	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	427	427	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	4	669	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	426	426	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	5	129	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	425	425	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	6	399	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	425	425	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	7	354	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	424	424	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	8	624	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	423	423	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	9	84	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	422	422	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	10	219	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	416	416	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	11	264	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	416	416	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	12	309	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	415	415	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	13	579	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	415	415	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	14	714	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	413	413	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	15	174	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	411	411	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	16	444	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	410	410	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	17	218	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	306	306	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	18	263	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	300	300	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	19	623	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	299	299	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L5_vs_F7-L5	20	578	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	298	298	candidate-ranked activity; do not infer critical-path benefit
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_CORE		gpu_sim_cycle	504777	504777	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_CORE		subentry_hits	UNATTRIBUTED	6516	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_CORE		subentry_misses	UNATTRIBUTED	167	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_CORE		l2_tlb_misses	202	202	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_CORE		translation_walk_starts	11	11	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_CORE		pte_dram_responses	6	6	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_CORE		requester_translation_latency_cycles	2949474	2949474	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_PROJECTION		gpu_sim_cycle	3797533	3797533	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_PROJECTION		subentry_hits	UNATTRIBUTED	3722	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_PROJECTION		subentry_misses	UNATTRIBUTED	171	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_PROJECTION		l2_tlb_misses	239	239	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_PROJECTION		translation_walk_starts	16	16	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_PROJECTION		pte_dram_responses	9	9	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			ATTENTION_PROJECTION		requester_translation_latency_cycles	85404458	85404458	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			EMBEDDING_OUTPUT		gpu_sim_cycle	3733950	3733950	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			EMBEDDING_OUTPUT		subentry_hits	UNATTRIBUTED	1440	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			EMBEDDING_OUTPUT		subentry_misses	UNATTRIBUTED	62	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			EMBEDDING_OUTPUT		l2_tlb_misses	81	81	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			EMBEDDING_OUTPUT		translation_walk_starts	33	33	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			EMBEDDING_OUTPUT		pte_dram_responses	35	35	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			EMBEDDING_OUTPUT		requester_translation_latency_cycles	53159137	53159137	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			FFN_MLP		gpu_sim_cycle	21630472	21630472	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			FFN_MLP		subentry_hits	UNATTRIBUTED	55	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			FFN_MLP		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			FFN_MLP		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			FFN_MLP		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			FFN_MLP		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			FFN_MLP		requester_translation_latency_cycles	610226481	610226481	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			NORM		gpu_sim_cycle	284078	284078	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			NORM		subentry_hits	UNATTRIBUTED	214	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			NORM		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			NORM		l2_tlb_misses	32	32	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			NORM		translation_walk_starts	1	1	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			NORM		pte_dram_responses	2	2	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			NORM		requester_translation_latency_cycles	557916	557916	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			OTHER_COMPUTE		gpu_sim_cycle	4475156	4475156	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			OTHER_COMPUTE		subentry_hits	UNATTRIBUTED	13463	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			OTHER_COMPUTE		subentry_misses	UNATTRIBUTED	1589	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			OTHER_COMPUTE		l2_tlb_misses	1851	1851	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			OTHER_COMPUTE		translation_walk_starts	109	109	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			OTHER_COMPUTE		pte_dram_responses	52	52	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			OTHER_COMPUTE		requester_translation_latency_cycles	11144958	11144958	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			UNRESOLVED		gpu_sim_cycle	6093	6093	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			UNRESOLVED		subentry_hits	UNATTRIBUTED	1	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			UNRESOLVED		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			UNRESOLVED		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			UNRESOLVED		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			UNRESOLVED		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L10_vs_F7-L10			UNRESOLVED		requester_translation_latency_cycles	110	110	0	exact marker checkpoints; activity is not critical-path proof
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	1	739	EMBEDDING_OUTPUT	NA	subentry_hits	UNATTRIBUTED	1440	1440	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	2	489	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	432	432	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	3	399	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	427	427	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	4	129	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	424	424	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	5	354	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	423	423	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	6	534	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	423	423	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	7	84	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	422	422	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	8	624	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	422	422	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	9	669	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	421	421	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	10	309	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	419	419	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	11	219	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	417	417	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	12	264	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	414	414	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	13	444	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	413	413	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	14	579	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	412	412	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	15	714	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	411	411	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	16	174	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	408	408	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	17	488	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	299	299	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	18	398	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	296	296	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	19	713	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	296	296	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L10_vs_F7-L10	20	578	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	294	294	candidate-ranked activity; do not infer critical-path benefit
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_CORE		gpu_sim_cycle	507273	507273	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_CORE		subentry_hits	UNATTRIBUTED	6549	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_CORE		subentry_misses	UNATTRIBUTED	161	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_CORE		l2_tlb_misses	196	196	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_CORE		translation_walk_starts	11	11	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_CORE		pte_dram_responses	6	6	0	exact marker checkpoints; activity is not critical-path proof
