roi	comparison	row_kind	operator_class	metric	metric_scope	baseline_value	candidate_value	delta	note
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L0:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L0:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L0:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L1:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L1:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L1:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L1:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L1:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L1:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L2:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L2:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L2:MISS	EXACT_PER_KERNEL	15	15	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L2:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L2:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L2:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L3:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L3:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L3:MISS	EXACT_PER_KERNEL	17	17	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L3:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L3:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	NORM	m4c_telemetry_l2:PTE_L3:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_KV_CACHE:HIT	EXACT_PER_KERNEL	2192	2142	-50	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_KV_CACHE:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_KV_CACHE:MISS	EXACT_PER_KERNEL	506592	506642	50	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_KV_CACHE:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_KV_CACHE:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_KV_CACHE:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_UNKNOWN:HIT	EXACT_PER_KERNEL	18592	18545	-47	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_UNKNOWN:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_UNKNOWN:MISS	EXACT_PER_KERNEL	1675263	1675310	47	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_UNKNOWN:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_UNKNOWN:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_WEIGHT:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_WEIGHT:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_WEIGHT:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_WEIGHT:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_WEIGHT:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:DATA_WEIGHT:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:OTHER:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:OTHER:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:OTHER:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:OTHER:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:OTHER:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:OTHER:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L0:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L0:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L0:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L0:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L0:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L0:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L1:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L1:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L1:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L1:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L1:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L1:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L2:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L2:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L2:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L2:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L2:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L2:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L3:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L3:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L3:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L3:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L3:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry:PTE_L3:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_KV_CACHE:HIT	EXACT_PER_KERNEL	292390	292347	-43	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_KV_CACHE:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_KV_CACHE:MISS	EXACT_PER_KERNEL	213338	213357	19	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_KV_CACHE:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_KV_CACHE:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_KV_CACHE:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_UNKNOWN:HIT	EXACT_PER_KERNEL	817640	817577	-63	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_UNKNOWN:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_UNKNOWN:MISS	EXACT_PER_KERNEL	848458	848497	39	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_UNKNOWN:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL	EXACT_PER_KERNEL	12779	10744	-2035	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_UNKNOWN:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_WEIGHT:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_WEIGHT:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_WEIGHT:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_WEIGHT:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:DATA_WEIGHT:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:OTHER:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L0:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L1:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:MISS	EXACT_PER_KERNEL	2	2	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L2:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:HIT	EXACT_PER_KERNEL	74	72	-2	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:MISS	EXACT_PER_KERNEL	75	77	2	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	OTHER_COMPUTE	m4c_telemetry_l2:PTE_L3:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_KV_CACHE:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:MISS	EXACT_PER_KERNEL	9	9	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_UNKNOWN:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:DATA_WEIGHT:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:OTHER:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:OTHER:HIT_RESERVED	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:OTHER:MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:OTHER:MSHR_HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:OTHER:RESERVATION_FAIL	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:OTHER:SECTOR_MISS	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
decode1	F5_vs_F0	CACHE	UNRESOLVED	m4c_telemetry:PTE_L0:HIT	EXACT_PER_KERNEL	0	0	0	KERNEL-scope cache transactions; not TLB accesses
