roi	comparison	ranking_mode	rank	compute_index	trace_filename	semantic_kernel_name	operator_class	layer_id	evidence_kind	baseline_cycle	candidate_cycle	cycle_delta	baseline_cycle_share	l1_tlb_miss_delta	l2_tlb_miss_delta	translation_walk_delta	pte_request_delta	pte_dram_response_delta	requester_translation_latency_delta	segment_hit_delta	segment_l2_suppressed_delta	subentry_hit_delta	subentry_miss_delta	l1d_cache_tx_delta	l2_cache_tx_delta	l1d_reservation_fail_delta	l2_reservation_fail_delta	kernel_cache_outcome_delta
prefill	F8-L10_vs_F9	ABSOLUTE	447	484	kernel-1241-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	19500	19386	-114	0.0003082870158441345	-1	-80	-8	-8	-2	-15942	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-84	0	-72	m4c_telemetry:DATA_UNKNOWN:HIT=91;m4c_telemetry:DATA_UNKNOWN:MISS=-91;m4c_telemetry_l2:DATA_UNKNOWN:HIT=57;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-61;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-72;m4c_telemetry_l2:PTE_L3:HIT=-2;m4c_telemetry_l2:PTE_L3:MISS=-6
prefill	F8-L10_vs_F9	ABSOLUTE	448	558	kernel-1319-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_51_GLOBAL__N__b1108092_12_PowKernel_cu_d41f628f_3222029pow_tensor_scalar_kernel_implIffEEvRNS_18TensorIteratorBaseET0_EUlfE_St5arrayIPcLm2EEEEviS6_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	67369	67255	-114	0.0010650763061745383	-40	0	0	0	0	-3193	0	0	UNATTRIBUTED	UNATTRIBUTED	41680	0	41680	0	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=41680
prefill	F8-L10_vs_F9	ABSOLUTE	449	674	kernel-1440-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIfffNS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	61305	61191	-114	0.0009692069490422906	-28	0	0	0	0	-2236	0	0	UNATTRIBUTED	UNATTRIBUTED	0	1166	0	1180	m4c_telemetry:DATA_UNKNOWN:HIT=-253;m4c_telemetry:DATA_UNKNOWN:MISS=253;m4c_telemetry_l2:DATA_UNKNOWN:HIT=42;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-56;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=1180
prefill	F8-L10_vs_F9	ABSOLUTE	450	205	kernel-948-ctx_0x55f2413c4de0.traceg.xz	ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn	ATTENTION_PROJECTION	4	DIRECT_PARAMETER_RANGE	140834	140947	113	0.00222652787637912	133270	-69	-32	-32	-9	-55173	133601	133601	UNATTRIBUTED	UNATTRIBUTED	0	-24866	0	-24834	m4c_telemetry_l2:DATA_KV_CACHE:HIT=225;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-234;m4c_telemetry_l2:DATA_KV_CACHE:RESERVATION_FAIL=3565;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-2310;m4c_telemetry_l2:DATA_UNKNOWN:MISS=2474;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-26462;m4c_telemetry_l2:DATA_WEIGHT:HIT=-1243;m4c_telemetry_l2:DATA_WEIGHT:MISS=1088;m4c_telemetry_l2:DATA_WEIGHT:RESERVATION_FAIL=-1937;m4c_telemetry_l2:PTE_L3:HIT=-15;m4c_telemetry_l2:PTE_L3:MISS=-17
prefill	F8-L10_vs_F9	ABSOLUTE	451	207	kernel-951-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	46258	46371	113	0.0007313200399445115	8	0	0	0	0	619	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-148;m4c_telemetry_l2:DATA_UNKNOWN:MISS=148
prefill	F8-L10_vs_F9	ABSOLUTE	452	380	kernel-1132-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIfffNS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	61207	61320	113	0.0009676576091677919	-83	0	0	0	0	-6578	0	0	UNATTRIBUTED	UNATTRIBUTED	0	161	0	204	m4c_telemetry:DATA_UNKNOWN:HIT=21;m4c_telemetry:DATA_UNKNOWN:MISS=-21;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-59;m4c_telemetry_l2:DATA_UNKNOWN:MISS=16;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=204
prefill	F8-L10_vs_F9	ABSOLUTE	453	83	kernel-821-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffffEEjfLi4EEEEEvT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	45114	45226	112	0.0007132338683483222	-3	0	0	0	0	-244	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-972	0	-972	m4c_telemetry_l2:DATA_UNKNOWN:HIT=8;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-8;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-972
prefill	F8-L10_vs_F9	ABSOLUTE	454	641	kernel-1406-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	46273	46385	112	0.0007315571838028531	48	-20	-2	-2	-2	-1957	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-2	0	0	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-92;m4c_telemetry_l2:DATA_UNKNOWN:MISS=92;m4c_telemetry_l2:PTE_L3:MISS=-2
prefill	F8-L10_vs_F9	ABSOLUTE	455	342	kernel-1092-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_62_GLOBAL__N__7d4ed096_23_ActivationSiluKernel_cu_d41f628f_2595111silu_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE4_clEvEUlN3c108BFloat16EE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	29965	29854	-111	0.00047373438101382	-116	0	0	0	0	-9398	0	0	UNATTRIBUTED	UNATTRIBUTED	0	599	0	599	m4c_telemetry_l2:DATA_UNKNOWN:HIT=48;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-48;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=599
prefill	F8-L10_vs_F9	ABSOLUTE	456	520	kernel-1279-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIfffNS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	61523	61412	-111	0.0009726534397835224	39	0	0	0	0	3125	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-436	0	-455	m4c_telemetry:DATA_UNKNOWN:HIT=-75;m4c_telemetry:DATA_UNKNOWN:MISS=75;m4c_telemetry_l2:DATA_UNKNOWN:HIT=60;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-41;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-455
prefill	F8-L10_vs_F9	ABSOLUTE	457	591	kernel-1353-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_25bfloat16_copy_kernel_cudaERNS_18TensorIteratorBaseEEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	52329	52440	111	0.0008273000642106521	16	0	0	0	0	1283	0	0	UNATTRIBUTED	UNATTRIBUTED	10592	204	10592	204	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=10592;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=204
prefill	F8-L10_vs_F9	ABSOLUTE	458	45	kernel-781-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_25bfloat16_copy_kernel_cudaERNS_18TensorIteratorBaseEEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	52242	52351	109	0.0008259246298322706	21	0	0	0	0	1718	0	0	UNATTRIBUTED	UNATTRIBUTED	224	84	224	84	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=224;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=84
prefill	F8-L10_vs_F9	ABSOLUTE	459	92	kernel-830-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BinaryFunctorIN3c108BFloat16ES4_S4_NS0_15binary_internal10MulFunctorIfEEEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	47268	47159	-109	0.0007472877264061821	-94	0	0	0	0	-7554	0	0	UNATTRIBUTED	UNATTRIBUTED	-12848	2013	-12848	2013	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=-12848;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=2013
prefill	F8-L10_vs_F9	ABSOLUTE	460	405	kernel-1158-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	9413	9305	-108	0.00014881567590465836	0	0	0	0	0	-9	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-1067	0	-1067	m4c_telemetry:DATA_UNKNOWN:HIT=-6;m4c_telemetry:DATA_UNKNOWN:MISS=6;m4c_telemetry_l2:DATA_UNKNOWN:HIT=8;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-8;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-1067
prefill	F8-L10_vs_F9	ABSOLUTE	461	664	kernel-1429-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	17474	17581	107	0.00027625678537745676	-9	0	0	0	0	-750	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_UNKNOWN:HIT=64;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-64
prefill	F8-L10_vs_F9	ABSOLUTE	462	594	kernel-1356-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_62_GLOBAL__N__7d4ed096_23_ActivationSiluKernel_cu_d41f628f_2595111silu_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE4_clEvEUlN3c108BFloat16EE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	30139	30034	-105	0.0004764852497705831	-122	0	0	0	0	-9812	0	0	UNATTRIBUTED	UNATTRIBUTED	0	2547	0	2547	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-40;m4c_telemetry_l2:DATA_UNKNOWN:MISS=40;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=2547
prefill	F8-L10_vs_F9	ABSOLUTE	463	657	kernel-1422-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	9484	9589	105	0.00014993815683414215	0	0	0	0	0	7	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-80	0	-80	m4c_telemetry:DATA_UNKNOWN:HIT=-35;m4c_telemetry:DATA_UNKNOWN:MISS=35;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-32;m4c_telemetry_l2:DATA_UNKNOWN:MISS=32;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-80
prefill	F8-L10_vs_F9	ABSOLUTE	464	390	kernel-1143-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_51_GLOBAL__N__b1108092_12_PowKernel_cu_d41f628f_3222029pow_tensor_scalar_kernel_implIffEEvRNS_18TensorIteratorBaseET0_EUlfE_St5arrayIPcLm2EEEEviS6_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	67203	67307	104	0.0010624519141422242	26	0	0	0	0	2110	0	0	UNATTRIBUTED	UNATTRIBUTED	34585	28	34585	28	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=34585;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=28
prefill	F8-L10_vs_F9	ABSOLUTE	465	458	kernel-1214-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_15CUDAFunctor_addIN3c108BFloat16EEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	47232	47128	-104	0.0007467185811461621	-40	0	0	0	0	-3200	0	0	UNATTRIBUTED	UNATTRIBUTED	-57869	1744	-57869	1744	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=-57869;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=1744
prefill	F8-L10_vs_F9	ABSOLUTE	466	76	kernel-813-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE10_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	17273	17375	102	0.00027307905767567876	-7	0	0	0	0	-557	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_KV_CACHE:HIT=22;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-22;m4c_telemetry_l2:DATA_UNKNOWN:HIT=22;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-22
prefill	F8-L10_vs_F9	ABSOLUTE	467	249	kernel-995-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	46700	46598	-102	0.0007383078789703119	32	0	0	0	0	2522	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-240;m4c_telemetry_l2:DATA_UNKNOWN:MISS=240
prefill	F8-L10_vs_F9	ABSOLUTE	468	610	kernel-1373-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	18748	18849	101	0.0002963982037459402	-4	-63	-6	-6	-2	-10919	0	0	UNATTRIBUTED	UNATTRIBUTED	0	85	0	91	m4c_telemetry:DATA_UNKNOWN:HIT=-16;m4c_telemetry:DATA_UNKNOWN:MISS=16;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-22;m4c_telemetry_l2:DATA_UNKNOWN:MISS=22;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=91;m4c_telemetry_l2:PTE_L3:HIT=-4;m4c_telemetry_l2:PTE_L3:MISS=-2
prefill	F8-L10_vs_F9	ABSOLUTE	469	447	kernel-1202-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	9354	9454	100	0.0001478829100618479	0	0	0	0	0	-15	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-1688	0	-1688	m4c_telemetry:DATA_UNKNOWN:HIT=-11;m4c_telemetry:DATA_UNKNOWN:MISS=11;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-7;m4c_telemetry_l2:DATA_UNKNOWN:MISS=7;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-1688
prefill	F8-L10_vs_F9	ABSOLUTE	470	514	kernel-1273-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_15CUDAFunctor_addIN3c108BFloat16EEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	47010	46911	-99	0.0007432088520427058	-5	0	0	0	0	-347	0	0	UNATTRIBUTED	UNATTRIBUTED	44691	-1949	44691	-1949	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=44691;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-1949
prefill	F8-L10_vs_F9	ABSOLUTE	471	450	kernel-1205-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_13BinaryFunctorIN3c108BFloat16ES5_S5_NS0_15binary_internal10MulFunctorIfEEEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	8754	8658	-96	0.00013839715572818223	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-187	0	-187	m4c_telemetry_l2:DATA_KV_CACHE:HIT=-2;m4c_telemetry_l2:DATA_KV_CACHE:MISS=2;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-39;m4c_telemetry_l2:DATA_UNKNOWN:MISS=39;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-187
prefill	F8-L10_vs_F9	ABSOLUTE	472	599	kernel-1362-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	46482	46578	96	0.00073486138822908	-71	-14	-3	-3	-1	-8893	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-3	0	0	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-148;m4c_telemetry_l2:DATA_UNKNOWN:MISS=148;m4c_telemetry_l2:PTE_L3:HIT=-2;m4c_telemetry_l2:PTE_L3:MISS=-1
prefill	F8-L10_vs_F9	ABSOLUTE	473	161	kernel-902-ctx_0x55f2413c4de0.traceg.xz	_ZN13pytorch_flash16flash_fwd_kernelINS_23Flash_fwd_kernel_traitsILi64ELi128ELi128ELi4ELb0ELb0EN7cutlass10bfloat16_tENS_19Flash_kernel_traitsILi64ELi128ELi128ELi4ES3_EEEELb0ELb1ELb0ELb0ELb0ELb1ELb0EEEvNS_16Flash_fwd_paramsE	ATTENTION_CORE	NA	DIRECT_SEMANTIC_NAME	38944	38849	-95	0.0006156886946171269	2	-112	-18	-18	-5	-34605	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-29	0	-11	m4c_telemetry_l2:DATA_KV_CACHE:HIT=2;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-2;m4c_telemetry_l2:DATA_UNKNOWN:HIT=282;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-282;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=-11;m4c_telemetry_l2:PTE_L3:HIT=-9;m4c_telemetry_l2:PTE_L3:MISS=-9
prefill	F8-L10_vs_F9	ABSOLUTE	474	234	kernel-979-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native40_GLOBAL__N__0f1a8107_8_Shape_cu_49f7391c19CatArrayBatchedCopyINS1_10OpaqueTypeILj2EEEjLi4ELi64ELi64EEEvPT_NS1_25CatArrInputTensorMetadataIS5_T0_XT2_EXT3_EEENS1_16TensorSizeStrideIS8_Lj4EEEiS8_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	26175	26080	-95	0.0004138160328061652	-3	-39	-8	-8	-2	-5802	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-8	0	0	m4c_telemetry_l2:PTE_L3:HIT=-6;m4c_telemetry_l2:PTE_L3:MISS=-2
prefill	F8-L10_vs_F9	ABSOLUTE	475	281	kernel-1028-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native40_GLOBAL__N__0f1a8107_8_Shape_cu_49f7391c19CatArrayBatchedCopyINS1_10OpaqueTypeILj2EEEjLi4ELi64ELi64EEEvPT_NS1_25CatArrInputTensorMetadataIS5_T0_XT2_EXT3_EEENS1_16TensorSizeStrideIS8_Lj4EEEiS8_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	13493	13398	-95	0.00021331880537358498	0	0	0	0	0	2	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_KV_CACHE:HIT=2;m4c_telemetry_l2:DATA_KV_CACHE:MISS=-2;m4c_telemetry_l2:DATA_UNKNOWN:HIT=2;m4c_telemetry_l2:DATA_UNKNOWN:MISS=-2
prefill	F8-L10_vs_F9	ABSOLUTE	476	171	kernel-913-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_25bfloat16_copy_kernel_cudaERNS_18TensorIteratorBaseEEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	52322	52416	94	0.0008271893970767593	-16	0	0	0	0	-1307	0	0	UNATTRIBUTED	UNATTRIBUTED	38792	64	38792	64	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=38792;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=64
prefill	F8-L10_vs_F9	ABSOLUTE	477	528	kernel-1287-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native40_GLOBAL__N__0f1a8107_8_Shape_cu_49f7391c19CatArrayBatchedCopyINS1_10OpaqueTypeILj2EEEjLi4ELi64ELi64EEEvPT_NS1_25CatArrInputTensorMetadataIS5_T0_XT2_EXT3_EEENS1_16TensorSizeStrideIS8_Lj4EEEiS8_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	25972	26066	94	0.00041060668592327493	-6	-59	-8	-8	-2	-16605	0	0	UNATTRIBUTED	UNATTRIBUTED	0	-8	0	0	m4c_telemetry_l2:PTE_L3:HIT=-4;m4c_telemetry_l2:PTE_L3:MISS=-4
prefill	F8-L10_vs_F9	ABSOLUTE	478	263	kernel-1010-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	46694	46603	-91	0.0007382130214269753	55	0	0	0	0	4329	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_UNKNOWN:HIT=-312;m4c_telemetry_l2:DATA_UNKNOWN:MISS=312
prefill	F8-L10_vs_F9	ABSOLUTE	479	472	kernel-1229-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_15CUDAFunctor_addIN3c108BFloat16EEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	47216	47307	91	0.0007464656276972644	10	0	0	0	0	797	0	0	UNATTRIBUTED	UNATTRIBUTED	-13552	190	-13552	190	m4c_telemetry:DATA_UNKNOWN:RESERVATION_FAIL=-13552;m4c_telemetry_l2:DATA_UNKNOWN:RESERVATION_FAIL=190
prefill	F8-L10_vs_F9	ABSOLUTE	480	661	kernel-1426-ctx_0x55f2413c4de0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIN3c108BFloat16EEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	8130	8039	-91	0.00012853197122116993	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
