schema	stage	dimension	point	workload	mode	observer	core_source_head	runtime_sha256	instructions	trace_list_sha256	dimension_overlay	dimension_overlay_sha256	expected_dl2_or_cap	observer_overlay_sha256	launch_gate	strict_validation	evidence_boundary
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	2048	BICG	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_2048.config	b18a857199435851b7815a075552291ab456ef786b23d5f1415d32b457135f66	2048	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	2048	GESUMMV	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_2048.config	b18a857199435851b7815a075552291ab456ef786b23d5f1415d32b457135f66	2048	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	2048	GESUMMV	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_2048.config	b18a857199435851b7815a075552291ab456ef786b23d5f1415d32b457135f66	2048	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	2048	Btree	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_2048.config	b18a857199435851b7815a075552291ab456ef786b23d5f1415d32b457135f66	2048	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	2048	Btree	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_2048.config	b18a857199435851b7815a075552291ab456ef786b23d5f1415d32b457135f66	2048	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	2048	2DConvolution	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_2048.config	b18a857199435851b7815a075552291ab456ef786b23d5f1415d32b457135f66	2048	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	2048	2DConvolution	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_2048.config	b18a857199435851b7815a075552291ab456ef786b23d5f1415d32b457135f66	2048	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	4096	BICG	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_4096.config	48fc87a7dfabbc00451a76d53632932f512be603cc451a33181d1ec5edc4644b	4096	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	4096	BICG	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_4096.config	48fc87a7dfabbc00451a76d53632932f512be603cc451a33181d1ec5edc4644b	4096	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	4096	GESUMMV	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_4096.config	48fc87a7dfabbc00451a76d53632932f512be603cc451a33181d1ec5edc4644b	4096	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	4096	GESUMMV	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_4096.config	48fc87a7dfabbc00451a76d53632932f512be603cc451a33181d1ec5edc4644b	4096	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	4096	Btree	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_4096.config	48fc87a7dfabbc00451a76d53632932f512be603cc451a33181d1ec5edc4644b	4096	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	4096	Btree	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_4096.config	48fc87a7dfabbc00451a76d53632932f512be603cc451a33181d1ec5edc4644b	4096	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	4096	2DConvolution	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_4096.config	48fc87a7dfabbc00451a76d53632932f512be603cc451a33181d1ec5edc4644b	4096	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	4096	2DConvolution	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_4096.config	48fc87a7dfabbc00451a76d53632932f512be603cc451a33181d1ec5edc4644b	4096	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	8192	BICG	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_8192.config	f8083f9732c406220748bc5c1b9e534e7f02ddfe49d14ffe9792b1cd3d3cc398	8192	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	8192	BICG	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	145666048	388740a7be05d5596ffb77ff3f4812ff93f41afa0ee5082c1e179745cf5e0a4b	config/SG3_DTC_CAP_8192.config	f8083f9732c406220748bc5c1b9e534e7f02ddfe49d14ffe9792b1cd3d3cc398	8192	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	8192	GESUMMV	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_8192.config	f8083f9732c406220748bc5c1b9e534e7f02ddfe49d14ffe9792b1cd3d3cc398	8192	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	8192	GESUMMV	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	190918656	ed0da283145c822bb1b9fc13c78fe41088b43478b706fcb17d078d83111044a8	config/SG3_DTC_CAP_8192.config	f8083f9732c406220748bc5c1b9e534e7f02ddfe49d14ffe9792b1cd3d3cc398	8192	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	8192	Btree	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_8192.config	f8083f9732c406220748bc5c1b9e534e7f02ddfe49d14ffe9792b1cd3d3cc398	8192	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	8192	Btree	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	444467849	26315d4ae044e91094d54134ec94e25d70fd4eda8c0fe01767bc2a9437d73467	config/SG3_DTC_CAP_8192.config	f8083f9732c406220748bc5c1b9e534e7f02ddfe49d14ffe9792b1cd3d3cc398	8192	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	8192	2DConvolution	IO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_8192.config	f8083f9732c406220748bc5c1b9e534e7f02ddfe49d14ffe9792b1cd3d3cc398	8192	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
SG3_G4_OBSERVER_ON_PLAN_V1	SG3.4	cap	8192	2DConvolution	OO	1	9b6bd33f3fb3236fd493db2dd7e11d356d1f272f	ae9a51942e99c10ab2ffafd1c68bd5f8709911890a5f15283336dfc29b70680d	620347492	23bcc08b04d82fc527ffc1365d3199f4d1f3057bf6a2705d1110c5c226227d64	config/SG3_DTC_CAP_8192.config	f8083f9732c406220748bc5c1b9e534e7f02ddfe49d14ffe9792b1cd3d3cc398	8192	916dd5cf98b57bb99a20ac11871a670b00db293ce7c336f0f88ee8b75469fad2	resource_slot_after_SG1_D2B_G6_priority	V2 natural exit+authority instruction/trace+observer echo+drain+terminal L2/lifetime consistency	Observer-ON diagnostic only; no primary performance replacement or causal conclusion.
